Line#,Date,"Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401801:21398622-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401800:21362313-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362314-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362316-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362320-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401800:21390414-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398617-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6"
1280,12/14/22 07:35:00,,,,,,,,,,1,1,,,,,,,,
1281,12/14/22 08:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1282,12/14/22 08:05:00,,,,,,,,,,1,1,,,,,,,,
1283,12/14/22 08:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1284,12/14/22 08:35:00,,,,,,,,,,1,1,,,,,,,,
1285,12/14/22 09:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1286,12/14/22 09:05:00,,,,,,,,,,1,1,,,,,,,,
1287,12/14/22 09:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1288,12/14/22 09:35:00,,,,,,,,,,1,1,1,,,,,,,
1289,12/14/22 10:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1290,12/14/22 10:05:00,,,,,,,,,,1,1,1,,,,,,,
1291,12/14/22 10:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1292,12/14/22 10:35:00,,,,,,,,,,1,1,,,,,,,,
1293,12/14/22 11:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1294,12/14/22 11:05:00,,,,,,,,,,1,1,,,,,,,,
1295,12/14/22 11:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1296,12/14/22 11:35:00,,,,,,,,,,1,1,,,,,,,,
1297,12/14/22 12:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1298,12/14/22 12:05:00,,,,,,,,,,1,1,,,,,,,,
1299,12/14/22 12:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1300,12/14/22 12:35:00,,,,,,,,,,1,1,,,,,,,,
1301,12/14/22 13:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1302,12/14/22 13:05:00,,,,,,,,,,1,1,,,,,,,,
1303,12/14/22 13:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1304,12/14/22 13:35:00,,,,,,,,,,1,1,,,,,,,,
1305,12/14/22 14:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1306,12/14/22 14:05:00,,,,,,,,,,1,1,,,,,,,,
1307,12/14/22 14:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1308,12/14/22 14:35:00,,,,,,,,,,1,1,,,,,,,,
1309,12/14/22 15:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1310,12/14/22 15:05:00,,,,,,,,,,1,1,,,,,,,,
1311,12/14/22 15:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1312,12/14/22 15:35:00,,,,,,,,,,1,1,,,,,,,,
1313,12/14/22 16:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1314,12/14/22 16:05:00,,,,,,,,,,1,1,,,,,,,,
1315,12/14/22 16:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1316,12/14/22 16:35:00,,,,,,,,,,1,1,,,,,,,,
1317,12/14/22 17:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1318,12/14/22 17:05:00,,,,,,,,,,1,1,,,,,,,,
1319,12/14/22 17:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1320,12/14/22 17:35:00,,,,,,,,,,1,1,,,,,,,,
1321,12/14/22 18:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1322,12/14/22 18:05:00,,,,,,,,,,1,1,,,,,,,,
1323,12/14/22 18:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1324,12/14/22 18:35:00,,,,,,,,,,1,1,,,,,,,,
1325,12/14/22 19:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1326,12/14/22 19:05:00,,,,,,,,,,1,1,,,,,,,,
1327,12/14/22 19:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1328,12/14/22 19:35:00,,,,,,,,,,1,1,,,,,,,,
1329,12/14/22 20:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1330,12/14/22 20:05:00,,,,,,,,,,1,1,,,,,,,,
1331,12/14/22 20:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1332,12/14/22 20:35:00,,,,,,,,,,1,1,,,,,,,,
1333,12/14/22 21:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1334,12/14/22 21:05:00,,,,,,,,,,1,1,,,,,,,,
1335,12/14/22 21:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1336,12/14/22 21:35:00,,,,,,,,,,1,1,,,,,,,,
1337,12/14/22 22:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1338,12/14/22 22:05:00,,,,,,,,,,1,1,,,,,,,,
1339,12/14/22 22:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1340,12/14/22 22:35:00,,,,,,,,,,1,1,,,,,,,,
1341,12/14/22 23:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1342,12/14/22 23:05:00,,,,,,,,,,1,1,,,,,,,,
1343,12/14/22 23:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1344,12/14/22 23:35:00,,,,,,,,,,1,1,,,,,,,,
1345,12/15/22 00:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1346,12/15/22 00:05:00,,,,,,,,,,1,1,,,,,,,,
1347,12/15/22 00:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1348,12/15/22 00:35:00,,,,,,,,,,1,1,,,,,,,,
1349,12/15/22 01:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1350,12/15/22 01:05:00,,,,,,,,,,1,1,,,,,,,,
1351,12/15/22 01:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1352,12/15/22 01:35:00,,,,,,,,,,1,1,,,,,,,,
1353,12/15/22 02:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1354,12/15/22 02:05:00,,,,,,,,,,1,1,,,,,,,,
1355,12/15/22 02:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1356,12/15/22 02:35:00,,,,,,,,,,1,1,,,,,,,,
1357,12/15/22 03:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1358,12/15/22 03:05:00,,,,,,,,,,1,1,,,,,,,,
1359,12/15/22 03:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1360,12/15/22 03:35:00,,,,,,,,,,1,1,,,,,,,,
1361,12/15/22 04:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1362,12/15/22 04:05:00,,,,,,,,,,1,1,,,,,,,,
1363,12/15/22 04:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1364,12/15/22 04:35:00,,,,,,,,,,1,1,,,,,,,,
1365,12/15/22 05:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1366,12/15/22 05:05:00,,,,,,,,,,1,1,,,,,,,,
1367,12/15/22 05:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1368,12/15/22 05:35:00,,,,,,,,,,1,1,,,,,,,,
1369,12/15/22 06:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1370,12/15/22 06:05:00,,,,,,,,,,1,1,,,,,,,,
1371,12/15/22 06:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1372,12/15/22 06:35:00,,,,,,,,,,1,1,,,,,,,,
1373,12/15/22 07:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1374,12/15/22 07:05:00,,,,,,,,,,1,1,,,,,,,,
1375,12/15/22 07:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1376,12/15/22 07:35:00,,,,,,,,,,1,1,,,,,,,,
1377,12/15/22 08:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1378,12/15/22 08:05:00,,,,,,,,,,1,1,,,,,,,,
1379,12/15/22 08:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1380,12/15/22 08:35:00,,,,,,,,,,1,1,,,,,,,,
1381,12/15/22 09:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1382,12/15/22 09:05:00,,,,,,,,,,1,1,,,,,,,,
1383,12/15/22 09:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1384,12/15/22 09:35:00,,,,,,,,,,1,1,,,,,,,,
1385,12/15/22 10:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1386,12/15/22 10:05:00,,,,,,,,,,1,1,,,,,,,,
1387,12/15/22 10:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1388,12/15/22 10:35:00,,,,,,,,,,1,1,,,,,,,,
1389,12/15/22 11:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1390,12/15/22 11:05:00,,,,,,,,,,1,1,,,,,,,,
1391,12/15/22 11:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1392,12/15/22 11:35:00,,,,,,,,,,1,1,,,,,,,,
1393,12/15/22 12:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1394,12/15/22 12:05:00,,,,,,,,,,1,1,,,,,,,,
1395,12/15/22 12:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1396,12/15/22 12:35:00,,,,,,,,,,1,1,,,,,,,,
1397,12/15/22 13:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1398,12/15/22 13:05:00,,,,,,,,,,1,1,,,,,,,,
1399,12/15/22 13:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1400,12/15/22 13:35:00,,,,,,,,,,1,1,,,,,,,,
1401,12/15/22 14:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1402,12/15/22 14:05:00,,,,,,,,,,1,1,,,,,,,,
1403,12/15/22 14:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1404,12/15/22 14:35:00,,,,,,,,,,1,1,,,,,,,,
1405,12/15/22 15:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1406,12/15/22 15:05:00,,,,,,,,,,1,1,,,,,,,,
1407,12/15/22 15:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1408,12/15/22 15:35:00,,,,,,,,,,1,1,,,,,,,,
1409,12/15/22 16:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1410,12/15/22 16:05:00,,,,,,,,,,1,1,,,,,,,,
1411,12/15/22 16:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1412,12/15/22 16:35:00,,,,,,,,,,1,1,,,,,,,,
1413,12/15/22 17:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1414,12/15/22 17:05:00,,,,,,,,,,1,1,,,,,,,,
1415,12/15/22 17:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1416,12/15/22 17:35:00,,,,,,,,,,1,1,,,,,,,,
1417,12/15/22 18:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1418,12/15/22 18:05:00,,,,,,,,,,1,1,,,,,,,,
1419,12/15/22 18:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1420,12/15/22 18:35:00,,,,,,,,,,1,1,,,,,,,,
1421,12/15/22 19:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1422,12/15/22 19:05:00,,,,,,,,,,1,1,,,,,,,,
1423,12/15/22 19:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1424,12/15/22 19:35:00,,,,,,,,,,1,1,,,,,,,,
1425,12/15/22 20:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1426,12/15/22 20:05:00,,,,,,,,,,1,1,,,,,,,,
1427,12/15/22 20:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1428,12/15/22 20:35:00,,,,,,,,,,1,1,,,,,,,,
1429,12/15/22 21:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1430,12/15/22 21:05:00,,,,,,,,,,1,1,,,,,,,,
1431,12/15/22 21:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1432,12/15/22 21:35:00,,,,,,,,,,1,1,,,,,,,,
1433,12/15/22 22:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1434,12/15/22 22:05:00,,,,,,,,,,1,1,,,,,,,,
1435,12/15/22 22:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1436,12/15/22 22:35:00,,,,,,,,,,1,1,,,,,,,,
1437,12/15/22 23:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1438,12/15/22 23:05:00,,,,,,,,,,1,1,,,,,,,,
1439,12/15/22 23:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1440,12/15/22 23:35:00,,,,,,,,,,1,1,,,,,,,,
1441,12/16/22 00:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1442,12/16/22 00:05:00,,,,,,,,,,1,1,,,,,,,,
1443,12/16/22 00:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1444,12/16/22 00:35:00,,,,,,,,,,1,1,,,,,,,,
1445,12/16/22 01:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1446,12/16/22 01:05:00,,,,,,,,,,1,1,,,,,,,,
1447,12/16/22 01:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1448,12/16/22 01:35:00,,,,,,,,,,1,1,,,,,,,,
1449,12/16/22 02:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1450,12/16/22 02:05:00,,,,,,,,,,1,1,,,,,,,,
1451,12/16/22 02:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1452,12/16/22 02:35:00,,,,,,,,,,1,1,,,,,,,,
1453,12/16/22 03:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1454,12/16/22 03:05:00,,,,,,,,,,1,1,,,,,,,,
1455,12/16/22 03:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1456,12/16/22 03:35:00,,,,,,,,,,1,1,,,,,,,,
1457,12/16/22 04:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1458,12/16/22 04:05:00,,,,,,,,,,1,1,,,,,,,,
1459,12/16/22 04:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1460,12/16/22 04:35:00,,,,,,,,,,1,1,,,,,,,,
1461,12/16/22 05:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1462,12/16/22 05:05:00,,,,,,,,,,1,1,,,,,,,,
1463,12/16/22 05:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1464,12/16/22 05:35:00,,,,,,,,,,1,1,,,,,,,,
1465,12/16/22 06:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1466,12/16/22 06:05:00,,,,,,,,,,1,1,,,,,,,,
1467,12/16/22 06:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1468,12/16/22 06:35:00,,,,,,,,,,1,1,,,,,,,,
1469,12/16/22 07:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1470,12/16/22 07:05:00,,,,,,,,,,1,1,,,,,,,,
1471,12/16/22 07:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1472,12/16/22 07:35:00,,,,,,,,,,1,1,,,,,,,,
1473,12/16/22 08:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1474,12/16/22 08:05:00,,,,,,,,,,1,1,,,,,,,,
1475,12/16/22 08:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1476,12/16/22 08:35:00,,,,,,,,,,1,1,,,,,,,,
1477,12/16/22 09:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1478,12/16/22 09:05:00,,,,,,,,,,1,1,,,,,,,,
1479,12/16/22 09:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1480,12/16/22 09:35:00,,,,,,,,,,1,1,,,,,,,,
1481,12/16/22 10:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1482,12/16/22 10:05:00,,,,,,,,,,1,1,,,,,,,,
1483,12/16/22 10:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1484,12/16/22 10:35:00,,,,,,,,,,1,1,,,,,,,,
1485,12/16/22 11:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1486,12/16/22 11:05:00,,,,,,,,,,1,1,,,,,,,,
1487,12/16/22 11:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1488,12/16/22 11:35:00,,,,,,,,,,1,1,,,,,,,,
1489,12/16/22 12:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1490,12/16/22 12:05:00,,,,,,,,,,1,1,,,,,,,,
1491,12/16/22 12:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1492,12/16/22 12:35:00,,,,,,,,,,1,1,,,,,,,,
1493,12/16/22 13:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1494,12/16/22 13:05:00,,,,,,,,,,1,1,,,,,,,,
1495,12/16/22 13:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1496,12/16/22 13:35:00,,,,,,,,,,1,1,,,,,,,,
1497,12/16/22 14:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1498,12/16/22 14:05:00,,,,,,,,,,1,1,,,,,,,,
1499,12/16/22 14:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1500,12/16/22 14:35:00,,,,,,,,,,1,1,,,,,,,,
1501,12/16/22 15:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1502,12/16/22 15:05:00,,,,,,,,,,1,1,,,,,,,,
1503,12/16/22 15:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1504,12/16/22 15:35:00,,,,,,,,,,1,1,,,,,,,,
1505,12/16/22 16:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1506,12/16/22 16:05:00,,,,,,,,,,1,1,,,,,,,,
1507,12/16/22 16:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1508,12/16/22 16:35:00,,,,,,,,,,1,1,,,,,,,,
1509,12/16/22 17:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1510,12/16/22 17:05:00,,,,,,,,,,1,1,,,,,,,,
1511,12/16/22 17:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1512,12/16/22 17:35:00,,,,,,,,,,1,1,,,,,,,,
1513,12/16/22 18:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1514,12/16/22 18:05:00,,,,,,,,,,1,1,,,,,,,,
1515,12/16/22 18:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1516,12/16/22 18:35:00,,,,,,,,,,1,1,,,,,,,,
1517,12/16/22 19:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1518,12/16/22 19:05:00,,,,,,,,,,1,1,,,,,,,,
1519,12/16/22 19:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1520,12/16/22 19:35:00,,,,,,,,,,1,1,,,,,,,,
1521,12/16/22 20:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1522,12/16/22 20:05:00,,,,,,,,,,1,1,,,,,,,,
1523,12/16/22 20:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1524,12/16/22 20:35:00,,,,,,,,,,1,1,,,,,,,,
1525,12/16/22 21:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1526,12/16/22 21:05:00,,,,,,,,,,1,1,,,,,,,,
1527,12/16/22 21:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1528,12/16/22 21:35:00,,,,,,,,,,1,1,,,,,,,,
1529,12/16/22 22:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1530,12/16/22 22:05:00,,,,,,,,,,1,1,,,,,,,,
1531,12/16/22 22:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1532,12/16/22 22:35:00,,,,,,,,,,1,1,,,,,,,,
1533,12/16/22 23:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1534,12/16/22 23:05:00,,,,,,,,,,1,1,,,,,,,,
1535,12/16/22 23:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1536,12/16/22 23:35:00,,,,,,,,,,1,1,,,,,,,,
1537,12/17/22 00:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1538,12/17/22 00:05:00,,,,,,,,,,1,1,,,,,,,,
1539,12/17/22 00:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1540,12/17/22 00:35:00,,,,,,,,,,1,1,,,,,,,,
1541,12/17/22 01:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1542,12/17/22 01:05:00,,,,,,,,,,1,1,,,,,,,,
1543,12/17/22 01:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1544,12/17/22 01:35:00,,,,,,,,,,1,1,,,,,,,,
1545,12/17/22 02:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1546,12/17/22 02:05:00,,,,,,,,,,1,1,,,,,,,,
1547,12/17/22 02:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1548,12/17/22 02:35:00,,,,,,,,,,1,1,,,,,,,,
1549,12/17/22 03:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1550,12/17/22 03:05:00,,,,,,,,,,1,1,,,,,,,,
1551,12/17/22 03:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1552,12/17/22 03:35:00,,,,,,,,,,1,1,,,,,,,,
1553,12/17/22 04:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1554,12/17/22 04:05:00,,,,,,,,,,1,1,,,,,,,,
1555,12/17/22 04:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1556,12/17/22 04:35:00,,,,,,,,,,1,1,,,,,,,,
1557,12/17/22 05:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1558,12/17/22 05:05:00,,,,,,,,,,1,1,,,,,,,,
1559,12/17/22 05:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1560,12/17/22 05:35:00,,,,,,,,,,1,1,,,,,,,,
1561,12/17/22 06:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1562,12/17/22 06:05:00,,,,,,,,,,1,1,,,,,,,,
1563,12/17/22 06:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1564,12/17/22 06:35:00,,,,,,,,,,1,1,,,,,,,,
1565,12/17/22 07:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1566,12/17/22 07:05:00,,,,,,,,,,1,1,,,,,,,,
1567,12/17/22 07:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1568,12/17/22 07:35:00,,,,,,,,,,1,1,,,,,,,,
1569,12/17/22 08:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1570,12/17/22 08:05:00,,,,,,,,,,1,1,,,,,,,,
1571,12/17/22 08:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1572,12/17/22 08:35:00,,,,,,,,,,1,1,,,,,,,,
1573,12/17/22 09:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1574,12/17/22 09:05:00,,,,,,,,,,1,1,,,,,,,,
1575,12/17/22 09:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1576,12/17/22 09:35:00,,,,,,,,,,1,1,,,,,,,,
1577,12/17/22 10:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1578,12/17/22 10:05:00,,,,,,,,,,1,1,,,,,,,,
1579,12/17/22 10:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1580,12/17/22 10:35:00,,,,,,,,,,1,1,,,,,,,,
1581,12/17/22 11:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1582,12/17/22 11:05:00,,,,,,,,,,1,1,,,,,,,,
1583,12/17/22 11:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1584,12/17/22 11:35:00,,,,,,,,,,1,1,,,,,,,,
1585,12/17/22 12:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1586,12/17/22 12:05:00,,,,,,,,,,1,1,,,,,,,,
1587,12/17/22 12:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1588,12/17/22 12:35:00,,,,,,,,,,1,1,,,,,,,,
1589,12/17/22 13:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1590,12/17/22 13:05:00,,,,,,,,,,1,1,,,,,,,,
1591,12/17/22 13:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1592,12/17/22 13:35:00,,,,,,,,,,1,1,,,,,,,,
1593,12/17/22 14:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1594,12/17/22 14:05:00,,,,,,,,,,1,1,,,,,,,,
1595,12/17/22 14:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1596,12/17/22 14:35:00,,,,,,,,,,1,1,,,,,,,,
1597,12/17/22 15:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1598,12/17/22 15:05:00,,,,,,,,,,1,1,,,,,,,,
1599,12/17/22 15:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1600,12/17/22 15:35:00,,,,,,,,,,1,1,,,,,,,,
1601,12/17/22 16:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1602,12/17/22 16:05:00,,,,,,,,,,1,1,,,,,,,,
1603,12/17/22 16:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1604,12/17/22 16:35:00,,,,,,,,,,1,1,,,,,,,,
1605,12/17/22 17:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1606,12/17/22 17:05:00,,,,,,,,,,1,1,,,,,,,,
1607,12/17/22 17:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1608,12/17/22 17:35:00,,,,,,,,,,1,1,,,,,,,,
1609,12/17/22 18:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1610,12/17/22 18:05:00,,,,,,,,,,1,1,,,,,,,,
1611,12/17/22 18:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1612,12/17/22 18:35:00,,,,,,,,,,1,1,,,,,,,,
1613,12/17/22 19:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1614,12/17/22 19:05:00,,,,,,,,,,1,1,,,,,,,,
1615,12/17/22 19:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1616,12/17/22 19:35:00,,,,,,,,,,1,1,,,,,,,,
1617,12/17/22 20:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1618,12/17/22 20:05:00,,,,,,,,,,1,1,,,,,,,,
1619,12/17/22 20:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1620,12/17/22 20:35:00,,,,,,,,,,1,1,,,,,,,,
1621,12/17/22 21:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
1622,12/17/22 21:05:00,,,,,,,,,,1,1,,,,,,,,
1623,12/17/22 21:30:00,,,,,1,1,1,1,1,,,,,,,,,,1
1624,12/17/22 21:35:00,,,,,,,,,,1,1,,,,,,,,
1625,12/17/22 22:00:00,,,,,1,1,1,1,1,,,,,,,,,,1
