Line#,Date,"Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401801:21398622-1), W/m^2, RX3000_BRW4","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6","Solar Radiation (RXW-LIB 21198259:21398616-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401800:21362316-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362313-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362320-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398618-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398624-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401800:21390411-1), W/m^2, RX3000_BRW5"
362,06/20/22 06:05:00,23,18,287,21,219,18,22,,222,,,,,,
363,06/20/22 06:10:00,23,18,282,21,213,18,22,,217,,,,,,
364,06/20/22 06:15:00,23,18,278,21,207,18,22,,211,,,,,,
365,06/20/22 06:20:00,22,18,274,19,201,17,21,,204,,,,,,
366,06/20/22 06:25:00,22,18,269,19,196,17,21,,199,,,,,,
367,06/20/22 06:30:00,22,17,264,18,191,17,21,,194,,,,,,
368,06/20/22 06:35:00,22,17,261,18,183,17,19,,188,,,,,,
369,06/20/22 06:40:00,21,17,256,18,174,17,19,,183,,,,,,
370,06/20/22 06:45:00,21,17,252,18,202,17,19,,177,,,,,,
371,06/20/22 06:50:00,21,17,247,18,199,16,19,,172,,,,,,
372,06/20/22 06:55:00,21,16,242,18,197,16,19,,167,,,,,,
373,06/20/22 07:00:00,19,16,238,17,186,16,18,,162,,,,,,
374,06/20/22 07:05:00,19,16,233,17,184,16,18,,156,,,,,,
375,06/20/22 07:10:00,19,16,231,17,188,16,18,,152,,,,,,
376,06/20/22 07:15:00,18,16,227,17,146,16,18,,147,,,,,,
377,06/20/22 07:20:00,18,16,224,17,134,16,18,,143,,,,,,
378,06/20/22 07:25:00,18,14,219,16,133,16,17,,139,,,,,,
379,06/20/22 07:30:00,18,16,219,16,129,14,17,,136,,,,,,
380,06/20/22 07:35:00,18,16,214,16,126,14,16,,131,,,,,,
381,06/20/22 07:40:00,17,16,209,16,119,14,16,,127,,,,,,
382,06/20/22 07:45:00,17,16,206,14,116,14,16,,122,,,,,,
383,06/20/22 07:50:00,17,14,201,14,113,14,16,,118,,,,,,
384,06/20/22 07:55:00,17,14,197,14,108,13,16,,114,,,,,,
385,06/20/22 08:00:00,16,14,196,14,102,13,16,,111,,,,,,
386,06/20/22 08:05:00,16,14,196,14,101,13,14,,108,,,,,,
387,06/20/22 08:10:00,16,14,191,14,98,13,14,,104,,,,,,
388,06/20/22 08:15:00,16,14,189,13,94,13,14,,102,,,,,,
389,06/20/22 08:20:00,14,14,184,13,91,13,13,,97,,,,,,
390,06/20/22 08:25:00,14,14,184,13,86,13,13,,94,,,,,,
391,06/20/22 08:30:00,14,14,183,13,82,13,13,,91,,,,,,
392,06/20/22 08:35:00,14,14,182,14,77,12,13,,88,,,,,,
393,06/20/22 08:40:00,13,13,183,14,72,12,13,,84,,,,,,
394,06/20/22 08:45:00,13,13,179,14,23,12,12,,82,,,,,,
395,06/20/22 08:50:00,13,13,171,14,19,12,12,,78,,,,,,
396,06/20/22 08:55:00,13,13,169,14,18,12,12,,76,,,,,,
397,06/20/22 09:00:00,13,13,167,14,19,12,12,,73,,,,,,
398,06/20/22 09:05:00,13,12,159,14,17,12,12,,71,,,,,,
399,06/20/22 09:10:00,12,12,152,14,17,12,12,,68,,,,,,
400,06/20/22 09:15:00,12,12,147,12,17,12,12,,66,,,,,,
401,06/20/22 09:20:00,12,12,142,11,17,12,12,,64,,,,,,
402,06/20/22 09:25:00,12,12,139,11,16,11,12,,61,,,,,,
403,06/20/22 09:30:00,12,13,136,11,16,11,12,,59,,,,,,
404,06/20/22 09:35:00,12,14,133,11,14,11,11,,34,,,,,,
405,06/20/22 09:40:00,12,14,131,11,14,11,11,,26,,,,,,
406,06/20/22 09:45:00,11,14,128,11,14,11,11,,54,,,,,,
407,06/20/22 09:50:00,11,14,124,11,13,11,11,,52,,,,,,
408,06/20/22 09:55:00,11,16,123,11,13,9,9,,47,,,,,,
409,06/20/22 10:00:00,11,16,122,11,12,9,9,,51,,,,,,
410,06/20/22 10:05:00,11,16,112,8,12,9,9,,47,,,,,,
411,06/20/22 10:10:00,9,13,78,7,11,9,9,,36,,,,,,
412,06/20/22 10:15:00,9,8,33,6,8,8,9,,19,,,,,,
413,06/20/22 10:20:00,8,8,33,6,7,8,9,,19,,,,,,
414,06/20/22 10:25:00,8,7,21,4,7,8,8,,14,,,,,,
415,06/20/22 10:30:00,8,7,18,4,7,8,8,,14,,,,,,
416,06/20/22 10:35:00,8,8,27,4,7,8,8,,17,,,,,,
417,06/20/22 10:40:00,8,8,24,4,7,8,8,,17,,,,,,
418,06/20/22 10:45:00,9,8,22,6,7,8,9,,17,,,,,,
419,06/20/22 10:50:00,9,8,21,6,7,8,9,,17,,,,,,
420,06/20/22 10:55:00,9,8,24,6,7,9,9,,18,,,,,,
421,06/20/22 11:00:00,9,12,41,6,8,9,9,,24,,,,,,
422,06/20/22 11:05:00,11,17,71,7,9,9,9,,34,,,,,,
423,06/20/22 11:10:00,11,22,96,8,9,9,9,,44,,,,,,
424,06/20/22 11:15:00,11,18,71,7,9,9,9,,36,,,,,,
425,06/20/22 11:20:00,11,22,89,9,9,11,9,,43,,,,,,
426,06/20/22 11:25:00,12,24,97,11,11,11,11,,47,,,,,,
427,06/20/22 11:30:00,12,29,121,11,11,12,11,,56,,,,,,
428,06/20/22 11:35:00,11,29,122,9,11,12,9,,56,,,,,,
429,06/20/22 11:40:00,11,29,117,8,11,11,9,,54,,,,,,
430,06/20/22 11:45:00,9,24,87,7,9,9,9,,42,,,,,,
431,06/20/22 11:50:00,11,22,77,7,9,9,9,,38,,,,,,
432,06/20/22 11:55:00,11,24,86,7,9,11,9,,42,,,,,,
433,06/20/22 12:00:00,11,26,93,8,9,12,9,,44,,,,,,
434,06/20/22 12:05:00,11,26,86,8,9,12,11,,43,,,,,,
435,06/20/22 12:10:00,11,19,56,6,8,12,11,,32,,,,,,
436,06/20/22 12:15:00,13,23,67,7,8,12,11,,38,,,,,,
437,06/20/22 12:20:00,13,27,78,8,9,13,12,,44,,,,,,
438,06/20/22 12:25:00,13,23,59,8,9,13,13,,36,,,,,,
439,06/20/22 12:30:00,16,52,106,9,11,16,13,,59,,,,,,
440,06/20/22 12:35:00,14,61,92,9,11,16,13,,53,,,,,,
441,06/20/22 12:40:00,17,82,118,11,12,17,13,,68,,,,,,
442,06/20/22 12:45:00,18,67,134,11,13,19,16,,78,,,,,,
443,06/20/22 12:50:00,19,63,171,12,14,22,16,,98,,,,,,
444,06/20/22 12:55:00,19,68,171,12,16,101,16,,94,,,,,,
445,06/20/22 13:00:00,19,71,173,12,16,106,17,,27,,,,,,
446,06/20/22 13:05:00,21,81,173,13,16,109,17,,26,,,,,,
447,06/20/22 13:10:00,21,139,169,13,16,109,17,,26,,,,,,
448,06/20/22 13:15:00,19,93,144,12,14,97,18,,24,,,,,,
449,06/20/22 13:20:00,22,66,144,12,14,79,18,,24,,,,,,
450,06/20/22 13:25:00,23,82,183,13,17,128,18,,26,,,,,,
451,06/20/22 13:30:00,23,83,184,14,17,132,18,,26,,,,,,
452,06/20/22 13:35:00,24,152,187,14,17,136,19,,26,,,,,,
453,06/20/22 13:40:00,24,102,189,14,17,142,19,,26,,,,,,
454,06/20/22 13:45:00,26,88,191,14,17,148,19,,26,,,,,,
455,06/20/22 13:50:00,26,89,196,14,18,154,19,,26,,,,,,
456,06/20/22 13:55:00,26,92,198,14,18,162,21,,26,,,,,,
457,06/20/22 14:00:00,27,99,201,14,18,171,21,,27,,,,,,
458,06/20/22 14:05:00,27,199,203,14,18,182,22,,27,,,,,,
459,06/20/22 14:10:00,28,214,207,14,18,189,22,,27,,,,,,
460,06/20/22 14:15:00,28,221,209,14,18,196,22,,27,,,,,,
461,06/20/22 14:20:00,29,227,212,14,18,203,23,,27,,,,,,
462,06/20/22 14:25:00,29,234,216,14,19,209,23,,27,,,,,,
463,06/20/22 14:30:00,31,242,219,14,19,217,23,,27,,,,,,
464,06/20/22 14:35:00,31,249,223,16,19,226,24,,28,,,,,,
465,06/20/22 14:40:00,32,257,227,16,19,234,24,,28,,,,,,
466,06/20/22 14:45:00,32,264,229,16,19,239,26,,28,,,,,,
467,06/20/22 14:50:00,33,272,233,16,19,247,26,,28,,,,,,
468,06/20/22 14:55:00,34,278,236,16,19,253,26,,29,,,,,,
469,06/20/22 15:00:00,52,287,239,16,19,261,177,,29,,,,,,
470,06/20/22 15:05:00,212,294,244,17,19,269,211,,29,,,,,,
471,06/20/22 15:10:00,218,304,247,17,19,277,217,,29,,,,,,
472,06/20/22 15:15:00,226,313,252,17,19,284,226,,29,,,,,,
473,06/20/22 15:20:00,233,322,256,17,21,294,239,,29,,,,,,
474,06/20/22 15:25:00,239,329,258,17,21,303,276,,31,,,,,,
475,06/20/22 15:30:00,246,338,262,17,21,312,309,,32,,,,,,
476,06/20/22 15:35:00,253,347,261,17,22,319,291,,32,,,,,,
477,06/20/22 15:40:00,259,354,254,17,22,329,277,,32,,,,,,
478,06/20/22 15:45:00,266,364,164,18,22,338,278,,33,,,,,,
479,06/20/22 15:50:00,272,371,33,18,22,347,283,,34,,,,,,
480,06/20/22 15:55:00,278,378,33,18,22,354,288,,34,,,,,,
481,06/20/22 16:00:00,284,386,32,18,22,362,294,,34,,,,,,
482,06/20/22 16:05:00,291,394,32,18,22,372,301,,36,,,,,,
483,06/20/22 16:10:00,296,402,32,19,22,382,306,,36,,,,,,
484,06/20/22 16:15:00,303,412,32,19,22,402,316,,37,,,,,,
485,06/20/22 16:20:00,311,421,32,21,22,406,337,,38,,,,,,
486,06/20/22 16:25:00,319,429,31,21,22,413,372,,38,,,,,,
487,06/20/22 16:30:00,326,438,31,21,22,423,408,,39,,,,,,
488,06/20/22 16:35:00,333,446,31,21,22,433,422,,41,,,,,,
489,06/20/22 16:40:00,339,453,31,21,22,444,406,,41,,,,,,
490,06/20/22 16:45:00,354,462,31,22,23,461,416,,182,,,,,,
491,06/20/22 16:50:00,371,472,31,23,23,468,438,,352,,,,,,
492,06/20/22 16:55:00,376,479,32,23,23,481,417,,361,,,,,,
493,06/20/22 17:00:00,374,488,32,24,24,493,412,,366,,,,,,
494,06/20/22 17:05:00,381,494,33,24,24,507,417,,118,,,,,,
495,06/20/22 17:10:00,384,501,33,26,24,521,423,,232,,,,,,
496,06/20/22 17:15:00,392,506,33,27,24,543,432,,382,,,,,,
497,06/20/22 17:20:00,398,513,33,27,24,558,436,,378,,,,,,
498,06/20/22 17:25:00,406,521,33,28,26,564,442,,358,,,,,,
499,06/20/22 17:30:00,413,527,33,28,26,581,451,,399,,,,,,
500,06/20/22 17:35:00,418,533,33,28,26,594,476,,404,,,,,,
501,06/20/22 17:40:00,426,539,33,29,26,606,482,,409,,,,,,
502,06/20/22 17:45:00,434,549,33,31,26,622,481,,418,,,,,,
503,06/20/22 17:50:00,442,556,33,31,26,638,481,,424,,,,,,
504,06/20/22 17:55:00,448,562,33,32,27,667,478,,431,,,,,,
505,06/20/22 18:00:00,456,571,33,33,27,667,486,,437,,,,,,
506,06/20/22 18:05:00,463,578,33,34,27,677,492,,443,,,,,,
507,06/20/22 18:10:00,471,586,33,34,27,697,501,,451,,,,,,
508,06/20/22 18:15:00,477,593,33,37,27,706,507,,457,,,,,,
509,06/20/22 18:20:00,483,598,33,37,27,731,513,,462,,,,,,
510,06/20/22 18:25:00,491,606,33,38,27,744,518,,468,,,,,,
511,06/20/22 18:30:00,496,611,33,39,27,743,524,,474,,,,,,
512,06/20/22 18:35:00,506,618,33,41,27,752,531,,481,,,,,,
513,06/20/22 18:40:00,511,626,33,42,27,762,537,,487,,,,,,
514,06/20/22 18:45:00,517,631,33,43,27,789,544,,492,,,,,,
515,06/20/22 18:50:00,521,637,33,44,27,786,548,,497,,,,,,
516,06/20/22 18:55:00,529,644,33,46,27,792,556,,504,,,,,,
517,06/20/22 19:00:00,537,653,32,47,27,841,563,,509,,,,,,
518,06/20/22 19:05:00,543,661,32,48,27,803,567,,517,,,,,,
519,06/20/22 19:10:00,552,669,31,49,27,808,573,,523,,,,,,
520,06/20/22 19:15:00,559,677,31,51,27,822,582,,531,,,,,,
521,06/20/22 19:20:00,566,683,31,54,27,812,589,,537,,,,,,
522,06/20/22 19:25:00,572,688,31,57,27,793,594,,542,,,,,,
523,06/20/22 19:30:00,577,694,29,62,27,791,601,,548,,,,,,
524,06/20/22 19:35:00,583,698,29,66,27,798,607,,553,,,,,,
525,06/20/22 19:40:00,588,702,29,73,27,801,612,,559,,,,,,
526,06/20/22 19:45:00,597,709,29,91,27,808,618,,566,,,,,,
527,06/20/22 19:50:00,603,713,31,544,28,814,626,,573,,,,,,
528,06/20/22 19:55:00,619,722,31,607,32,823,636,,586,,,,,,
529,06/20/22 20:00:00,171,523,31,567,37,846,653,,572,,,,,,
530,06/20/22 20:05:00,721,772,36,668,47,878,683,,609,,,,,,
531,06/20/22 20:10:00,186,167,41,156,79,247,368,,194,,,,,,
532,06/20/22 20:15:00,212,153,67,144,111,183,189,,194,,,,,,
533,06/20/22 20:20:00,773,472,92,383,162,631,249,,447,,,,,,
534,06/20/22 20:25:00,792,613,89,498,148,977,586,,594,,,,,,
535,06/20/22 20:30:00,711,772,87,687,101,964,782,,667,,,,,,
536,06/20/22 20:35:00,654,769,76,701,69,881,706,,651,,,,,,
537,06/20/22 20:40:00,638,741,52,701,296,849,669,,621,,,,,,
538,06/20/22 20:45:00,641,733,37,709,462,847,664,,613,,,,,,
539,06/20/22 20:50:00,626,731,33,721,558,859,671,,621,,,,,,
540,06/20/22 20:55:00,647,714,31,707,512,853,603,,608,,,,,,
541,06/20/22 21:00:00,649,728,28,729,562,851,674,,621,,,,,,
542,06/20/22 21:05:00,649,724,28,736,478,851,678,,622,,,,,,
543,06/20/22 21:10:00,652,718,27,742,464,851,678,,624,,,,,,
544,06/20/22 21:15:00,654,714,27,746,578,853,681,,627,,,,,,
545,06/20/22 21:20:00,656,707,27,749,581,856,686,,629,,,,,,
546,06/20/22 21:25:00,657,701,27,753,501,857,688,,632,,,,,,
547,06/20/22 21:30:00,659,694,27,757,493,856,691,,633,,,,,,
548,06/20/22 21:35:00,659,688,27,761,557,853,683,,636,,,,,,
549,06/20/22 21:40:00,663,688,27,766,599,852,693,,638,,,,,,
550,06/20/22 21:45:00,576,688,27,761,602,852,704,,639,,,,,,
551,06/20/22 21:50:00,664,687,27,776,604,851,708,,642,,,,,,
552,06/20/22 21:55:00,624,686,27,781,606,849,711,,646,,,,,,
553,06/20/22 22:00:00,684,682,27,827,614,847,716,,678,,,,,,
554,06/20/22 22:05:00,201,659,28,817,626,856,723,,653,,,,,,
555,06/20/22 22:10:00,152,647,31,793,417,481,483,,643,,,,,,
556,06/20/22 22:15:00,99,382,31,801,623,861,729,,664,,,,,,
557,06/20/22 22:20:00,667,67,31,797,614,838,712,,652,,,,,,
558,06/20/22 22:25:00,667,58,28,801,607,828,709,,652,,,,,,
559,06/20/22 22:30:00,679,62,27,816,614,833,718,,658,,,,,,
560,06/20/22 22:35:00,721,106,27,836,494,288,652,,687,,,,,,
561,06/20/22 22:40:00,684,89,28,828,584,868,707,,677,,,,,,
562,06/20/22 22:45:00,666,53,28,813,609,786,722,,654,,,,,,
563,06/20/22 22:50:00,662,44,28,813,608,761,716,,651,,,,,,
564,06/20/22 22:55:00,658,42,28,814,607,741,727,,604,,,,,,
565,06/20/22 23:00:00,656,39,28,816,608,721,721,,648,,,,,,
566,06/20/22 23:05:00,654,38,28,817,608,194,704,,647,,,,,,
567,06/20/22 23:10:00,653,36,27,819,606,117,698,,647,,,,,,
568,06/20/22 23:15:00,652,36,27,818,607,103,696,,588,,,,,,
569,06/20/22 23:20:00,649,34,27,776,607,92,694,,647,,,,,,
570,06/20/22 23:25:00,644,34,27,764,606,83,696,,644,,,,,,
571,06/20/22 23:30:00,644,34,27,806,602,76,686,,643,,,,,,
572,06/20/22 23:35:00,641,33,27,821,599,69,676,,599,,,,,,
573,06/20/22 23:40:00,633,33,28,818,596,66,707,,638,,,,,,
574,06/20/22 23:45:00,628,32,28,814,592,62,691,,599,,,,,,
575,06/20/22 23:50:00,626,32,28,812,588,59,687,,616,,,,,,
576,06/20/22 23:55:00,624,32,28,809,587,58,664,,591,,,,,,
577,06/21/22 00:00:00,619,32,28,807,583,56,624,,631,,,,,,
578,06/21/22 00:05:00,618,32,29,812,582,52,621,,628,,,,,,
579,06/21/22 00:10:00,613,31,29,809,582,51,618,,492,,,,,,
580,06/21/22 00:15:00,611,29,28,808,578,49,611,,612,,,,,,
581,06/21/22 00:20:00,607,29,28,807,576,47,606,,622,,,,,,
582,06/21/22 00:25:00,574,29,29,774,574,44,599,,618,,,,,,
583,06/21/22 00:30:00,457,29,32,749,574,43,597,,612,,,,,,
584,06/21/22 00:35:00,596,29,31,801,569,37,593,,618,,,,,,
585,06/21/22 00:40:00,593,28,29,802,571,36,591,,616,,,,,,
586,06/21/22 00:45:00,591,28,29,801,569,34,587,,616,,,,,,
587,06/21/22 00:50:00,588,27,29,803,569,33,586,,616,,,,,,
588,06/21/22 00:55:00,583,27,29,799,568,36,584,,614,,,,,,
589,06/21/22 01:00:00,574,26,31,762,563,36,579,,609,,,,,,
590,06/21/22 01:05:00,573,26,31,776,559,36,576,,607,,,,,,
591,06/21/22 01:10:00,564,26,31,784,553,34,571,,602,,,,,,
592,06/21/22 01:15:00,557,26,31,776,551,33,567,,597,,,,,,
593,06/21/22 01:20:00,551,26,31,768,543,33,562,,592,,,,,,
594,06/21/22 01:25:00,544,26,31,733,539,32,556,,587,,,,,,
595,06/21/22 01:30:00,539,24,31,749,537,32,551,,582,,,,,,
596,06/21/22 01:35:00,533,24,31,748,533,31,544,,578,,,,,,
597,06/21/22 01:40:00,527,24,32,739,529,31,541,,574,,,,,,
598,06/21/22 01:45:00,522,24,33,732,524,29,534,,569,,,,,,
599,06/21/22 01:50:00,513,24,33,721,521,28,528,,564,,,,,,
600,06/21/22 01:55:00,507,24,33,709,516,27,521,,558,,,,,,
601,06/21/22 02:00:00,498,24,34,693,512,27,513,,551,,,,,,
602,06/21/22 02:05:00,493,24,36,681,504,27,504,,547,,,,,,
603,06/21/22 02:10:00,486,24,36,667,499,27,499,,541,,,,,,
604,06/21/22 02:15:00,481,24,36,656,496,26,496,,536,,,,,,
605,06/21/22 02:20:00,473,24,36,639,491,26,492,,531,,,,,,
606,06/21/22 02:25:00,468,23,36,624,484,26,488,,523,,,,,,
607,06/21/22 02:30:00,371,23,37,607,479,24,482,,517,,,,,,
608,06/21/22 02:35:00,358,22,37,589,472,24,482,,511,,,,,,
609,06/21/22 02:40:00,444,22,37,572,467,24,478,,503,,,,,,
610,06/21/22 02:45:00,438,22,38,551,459,24,474,,496,,,,,,
611,06/21/22 02:50:00,431,22,39,537,454,24,469,,491,,,,,,
612,06/21/22 02:55:00,426,22,39,524,449,24,463,,486,,,,,,
613,06/21/22 03:00:00,417,22,229,511,443,23,457,,478,,,,,,
614,06/21/22 03:05:00,409,22,432,498,437,23,386,,471,,,,,,
615,06/21/22 03:10:00,402,22,429,484,429,23,54,,464,,,,,,
616,06/21/22 03:15:00,394,22,453,254,423,23,48,,457,,,,,,
617,06/21/22 03:20:00,388,22,452,92,417,23,44,,449,,,,,,
618,06/21/22 03:25:00,383,22,447,86,412,23,42,,444,,,,,,
619,06/21/22 03:30:00,373,22,441,79,406,23,39,,437,,,,,,
620,06/21/22 03:35:00,366,22,439,76,397,23,38,,428,,,,,,
621,06/21/22 03:40:00,306,22,434,69,391,23,37,,421,,,,,,
622,06/21/22 03:45:00,319,22,429,66,383,23,36,,413,,,,,,
623,06/21/22 03:50:00,342,21,424,62,376,23,36,,406,,,,,,
624,06/21/22 03:55:00,334,22,419,58,369,23,36,,398,,,,,,
625,06/21/22 04:00:00,326,22,413,53,362,23,36,,389,,,,,,
626,06/21/22 04:05:00,192,21,406,51,354,23,34,,381,,,,,,
627,06/21/22 04:10:00,34,21,398,49,347,23,34,,373,,,,,,
628,06/21/22 04:15:00,34,21,393,46,339,23,33,,364,,,,,,
629,06/21/22 04:20:00,36,21,387,43,332,23,33,,357,,,,,,
630,06/21/22 04:25:00,34,21,382,41,324,23,33,,349,,,,,,
631,06/21/22 04:30:00,34,21,376,39,318,23,33,,343,,,,,,
632,06/21/22 04:35:00,34,21,372,37,312,23,33,,336,,,,,,
633,06/21/22 04:40:00,34,21,366,36,306,23,33,,328,,,,,,
634,06/21/22 04:45:00,34,21,359,34,298,23,33,,321,,,,,,
635,06/21/22 04:50:00,33,21,356,34,296,23,32,,314,,,,,,
636,06/21/22 04:55:00,33,21,352,33,296,23,32,,179,,,,,,
637,06/21/22 05:00:00,33,21,342,32,287,23,31,,103,,,,,,
638,06/21/22 05:05:00,33,21,339,31,283,22,31,,166,,,,,,
639,06/21/22 05:10:00,32,21,337,31,279,22,31,,128,,,,,,
640,06/21/22 05:15:00,32,21,331,29,276,22,29,,263,,,,,,
641,06/21/22 05:20:00,29,19,302,28,267,22,29,,211,,,,,,
642,06/21/22 05:25:00,28,19,266,26,232,22,28,,63,,,,,,
643,06/21/22 05:30:00,29,19,303,27,226,22,27,,62,,,,,,
644,06/21/22 05:35:00,29,19,313,27,246,22,28,,62,,,,,,
645,06/21/22 05:40:00,29,19,306,27,242,22,28,,61,,,,,,
646,06/21/22 05:45:00,28,19,301,27,237,22,27,,62,,,,,,
647,06/21/22 05:50:00,28,19,294,26,233,21,27,,217,,,,,,
648,06/21/22 05:55:00,28,19,284,24,223,21,27,,226,,,,,,
649,06/21/22 06:00:00,27,19,276,24,213,21,26,,217,,,,,,
650,06/21/22 06:05:00,27,19,277,24,211,19,26,,216,,,,,,
651,06/21/22 06:10:00,27,19,274,24,206,19,26,,212,,,,,,
652,06/21/22 06:15:00,27,19,271,23,199,19,26,,207,,,,,,
653,06/21/22 06:20:00,26,19,266,23,194,19,26,,201,,,,,,
654,06/21/22 06:25:00,26,19,258,23,188,19,24,,192,,,,,,
655,06/21/22 06:30:00,26,18,253,22,183,19,23,,186,,,,,,
656,06/21/22 06:35:00,24,18,249,21,176,19,23,,182,,,,,,
657,06/21/22 06:40:00,24,18,246,21,168,18,23,,177,,,,,,
658,06/21/22 06:45:00,24,18,242,21,192,18,22,,171,,,,,,
659,06/21/22 06:50:00,23,18,236,19,191,18,22,,166,,,,,,
660,06/21/22 06:55:00,23,18,233,18,186,17,22,,161,,,,,,
661,06/21/22 07:00:00,22,16,138,16,176,17,19,,98,,,,,,
662,06/21/22 07:05:00,19,16,218,17,186,16,18,,146,,,,,,
663,06/21/22 07:10:00,17,13,83,12,134,14,17,,63,,,,,,
664,06/21/22 07:15:00,17,12,47,11,56,13,17,,41,,,,,,
665,06/21/22 07:20:00,18,12,47,11,29,14,17,,42,,,,,,
666,06/21/22 07:25:00,19,16,204,17,91,16,18,,131,,,,,,
667,06/21/22 07:30:00,19,16,202,17,121,16,18,,127,,,,,,
668,06/21/22 07:35:00,21,16,189,18,108,14,18,,119,,,,,,
669,06/21/22 07:40:00,23,17,194,19,113,16,18,,122,,,,,,
670,06/21/22 07:45:00,22,17,191,17,109,17,19,,118,,,,,,
671,06/21/22 07:50:00,19,16,183,16,104,16,18,,112,,,,,,
672,06/21/22 07:55:00,19,16,171,16,96,16,18,,102,,,,,,
673,06/21/22 08:00:00,19,16,166,14,89,16,18,,97,,,,,,
674,06/21/22 08:05:00,18,16,166,14,87,16,18,,96,,,,,,
675,06/21/22 08:10:00,18,16,164,14,84,16,17,,93,,,,,,
676,06/21/22 08:15:00,18,16,159,14,79,14,17,,89,,,,,,
677,06/21/22 08:20:00,17,16,161,14,77,14,17,,87,,,,,,
678,06/21/22 08:25:00,17,16,161,14,74,14,16,,84,,,,,,
679,06/21/22 08:30:00,17,14,161,13,69,13,16,,81,,,,,,
680,06/21/22 08:35:00,16,14,137,12,64,13,16,,67,,,,,,
681,06/21/22 08:40:00,14,12,103,12,61,13,14,,53,,,,,,
682,06/21/22 08:45:00,16,11,52,11,21,12,14,,36,,,,,,
683,06/21/22 08:50:00,17,14,146,16,22,13,14,,68,,,,,,
684,06/21/22 08:55:00,18,14,146,17,23,13,16,,69,,,,,,
685,06/21/22 09:00:00,19,14,147,17,27,14,17,,69,,,,,,
686,06/21/22 09:05:00,22,14,141,17,27,16,18,,69,,,,,,
687,06/21/22 09:10:00,23,14,53,12,27,17,19,,42,,,,,,
688,06/21/22 09:15:00,17,14,43,7,23,13,18,,36,,,,,,
689,06/21/22 09:20:00,13,11,33,7,14,11,13,,28,,,,,,
690,06/21/22 09:25:00,17,9,33,8,14,12,13,,29,,,,,,
691,06/21/22 09:30:00,16,12,33,8,16,12,14,,29,,,,,,
692,06/21/22 09:35:00,17,12,24,9,13,12,14,,26,,,,,,
693,06/21/22 09:40:00,13,9,22,8,12,9,13,,22,,,,,,
694,06/21/22 09:45:00,13,9,18,8,9,9,12,,19,,,,,,
695,06/21/22 09:50:00,17,9,18,11,12,11,13,,22,,,,,,
696,06/21/22 09:55:00,22,11,22,14,17,14,18,,28,,,,,,
697,06/21/22 10:00:00,31,16,33,18,24,18,23,,41,,,,,,
698,06/21/22 10:05:00,36,19,47,22,32,23,29,,53,,,,,,
699,06/21/22 10:10:00,41,24,51,24,36,28,34,,57,,,,,,
700,06/21/22 10:15:00,44,28,53,24,37,34,39,,59,,,,,,
701,06/21/22 10:20:00,39,32,51,21,36,37,41,,57,,,,,,
702,06/21/22 10:25:00,31,29,43,16,27,33,36,,44,,,,,,
703,06/21/22 10:30:00,32,26,38,16,22,31,33,,41,,,,,,
704,06/21/22 10:35:00,33,34,103,18,26,33,33,,61,,,,,,
705,06/21/22 10:40:00,29,29,62,14,23,32,32,,44,,,,,,
706,06/21/22 10:45:00,21,24,42,9,17,27,27,,31,,,,,,
707,06/21/22 10:50:00,16,16,22,7,9,18,18,,19,,,,,,
708,06/21/22 10:55:00,19,14,16,8,11,21,18,,19,,,,,,
709,06/21/22 11:00:00,21,16,13,9,12,22,21,,19,,,,,,
710,06/21/22 11:05:00,21,17,14,11,12,22,22,,21,,,,,,
711,06/21/22 11:10:00,21,16,17,9,13,22,22,,21,,,,,,
712,06/21/22 11:15:00,19,14,14,8,12,21,19,,19,,,,,,
713,06/21/22 11:20:00,19,16,14,8,12,21,21,,19,,,,,,
714,06/21/22 11:25:00,17,14,13,8,11,18,18,,17,,,,,,
715,06/21/22 11:30:00,19,13,12,9,11,17,18,,18,,,,,,
716,06/21/22 11:35:00,22,14,14,11,14,21,21,,22,,,,,,
717,06/21/22 11:40:00,23,17,17,11,16,22,23,,23,,,,,,
718,06/21/22 11:45:00,21,16,17,9,14,19,22,,22,,,,,,
719,06/21/22 11:50:00,18,13,14,9,12,17,18,,19,,,,,,
720,06/21/22 11:55:00,21,13,14,11,13,18,19,,21,,,,,,
721,06/21/22 12:00:00,21,14,14,11,13,18,19,,21,,,,,,
722,06/21/22 12:05:00,22,14,16,11,14,19,21,,23,,,,,,
