Line#,Date,"Temperature (RXW-THC 21198259:21380919-1), *C, RX3000_BRW1_TNHA","Temperature (S-THC 21198259:21390850-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398664-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398666-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21198259:21398674-1), *C, RX3000_BRW1_TNHA","Temperature (RXW-THC 21401801:21380922-1), *C, RX3000_BRW4_SSMH","Temperature (RXW-THC 21401801:21398665-1), *C, RX3000_BRW4_SSMH","Temperature (RXW-THC 21401801:21398667-1), *C, RX3000_BRW4_SSMH","Temperature (RXW-THC 21401801:21398670-1), *C, RX3000_BRW4_SSMH","Temperature (S-THC 21401801:21981320-1), *C, RX3000_BRW4_SSMH","Temperature (S-THC 21401803:21981318-1), *C, RX3000_BRW6_BEO"
516,06/22/24 11:00:00,2.08,1.730,2.96,1.78,3.60,1.93,2.29,1.73,1.80,1.558,
517,06/22/24 12:00:00,1.80,1.301,2.53,1.33,2.74,1.93,3.09,1.93,1.69,1.622,
518,06/22/24 13:00:00,2.08,1.794,2.38,1.95,3.43,2.10,3.28,2.19,1.78,2.180,
519,06/22/24 14:00:00,2.94,2.738,3.15,2.81,4.72,2.68,3.97,3.04,2.31,3.510,
520,06/22/24 15:00:00,4.22,5.011,4.39,4.33,6.52,5.57,4.59,5.06,4.20,5.569,
521,06/22/24 16:00:00,5.87,7.049,6.30,7.01,6.22,7.87,5.96,6.56,7.14,7.177,
522,06/22/24 17:00:00,5.75,7.006,5.40,7.10,5.15,7.83,5.47,6.45,7.72,7.091,
523,06/22/24 18:00:00,6.26,6.941,6.67,6.82,6.24,8.64,5.57,6.69,7.40,7.585,
524,06/22/24 19:00:00,7.72,8.014,7.96,7.85,6.67,9.93,6.52,7.74,8.45,8.571,
525,06/22/24 20:00:00,9.56,8.957,8.56,8.62,6.97,10.85,7.27,7.87,10.10,8.486,
526,06/22/24 21:00:00,12.20,8.335,9.26,8.21,7.55,14.56,7.72,8.04,10.40,8.700,
527,06/22/24 22:00:00,13.32,9.537,10.23,9.33,8.53,15.55,9.33,9.09,10.83,9.494,
528,06/22/24 23:00:00,14.15,8.957,9.67,6.71,6.35,17.95,9.09,8.11,10.36,8.014,
529,06/23/24 00:00:00,11.24,7.435,9.80,5.75,5.32,18.77,8.41,8.64,10.12,7.606,
530,06/23/24 01:00:00,12.93,7.306,9.35,5.49,5.49,17.56,8.56,7.87,9.50,7.177,
531,06/23/24 02:00:00,11.43,6.877,9.84,5.15,5.27,18.21,8.02,7.57,8.96,6.834,
532,06/23/24 03:00:00,8.32,5.526,9.01,4.46,4.59,16.36,6.86,6.69,7.20,5.676,
533,06/23/24 04:00:00,7.23,4.646,6.90,4.20,4.69,11.71,6.43,5.96,6.24,5.547,
534,06/23/24 05:00:00,6.26,4.303,6.65,4.01,5.00,11.30,6.73,5.77,5.83,5.419,
535,06/23/24 06:00:00,6.07,4.475,5.10,4.20,4.33,7.27,5.23,5.02,5.45,4.732,
536,06/23/24 07:00:00,5.53,4.067,4.69,3.71,4.07,6.78,5.04,4.80,5.00,4.475,
537,06/23/24 08:00:00,4.29,3.274,4.12,3.11,3.30,5.53,4.16,3.97,4.22,3.960,
538,06/23/24 09:00:00,3.73,2.931,4.03,2.66,3.00,5.04,3.71,3.47,3.56,3.467,
539,06/23/24 10:00:00,3.34,2.845,4.67,2.83,3.39,7.85,3.36,3.82,3.47,3.317,
540,06/23/24 11:00:00,2.83,2.287,4.01,2.57,2.70,3.45,2.89,3.04,2.96,2.845,
541,06/23/24 12:00:00,1.67,0.786,1.43,0.73,0.60,1.65,1.01,0.71,1.67,1.108,
542,06/23/24 13:00:00,1.33,0.314,0.98,0.25,0.06,1.99,0.19,0.06,0.79,0.335,
543,06/23/24 14:00:00,0.77,-0.244,0.30,-0.30,-0.30,1.61,-0.26,-0.39,0.08,-0.222,
544,06/23/24 15:00:00,0.98,-0.158,0.45,-0.24,-0.45,1.73,-0.13,-0.20,0.32,-0.072,
545,06/23/24 16:00:00,1.63,0.486,1.11,0.49,0.08,2.19,0.17,0.17,1.11,0.421,
546,06/23/24 17:00:00,1.67,1.108,1.26,0.98,-0.24,2.66,-0.02,0.60,1.91,1.279,
547,06/23/24 18:00:00,2.81,2.587,2.10,2.96,0.13,3.52,0.64,1.41,3.21,2.330,
548,06/23/24 19:00:00,3.19,3.081,2.83,3.04,0.19,3.84,1.13,2.06,4.84,3.145,
549,06/23/24 20:00:00,4.12,4.196,3.13,3.49,0.77,4.89,1.97,2.53,5.27,3.810,
550,06/23/24 21:00:00,8.00,3.982,4.76,3.88,1.22,7.59,2.64,2.76,6.15,4.282,
551,06/23/24 22:00:00,10.19,4.196,5.34,3.77,1.52,11.28,3.21,3.30,5.94,3.831,
552,06/23/24 23:00:00,10.31,3.939,5.27,2.12,1.56,13.17,3.58,3.79,5.51,3.209,
553,06/24/24 00:00:00,8.88,3.231,5.32,1.58,1.46,13.38,3.41,3.34,4.72,2.587,
554,06/24/24 01:00:00,9.97,3.467,5.62,1.93,1.71,13.30,4.67,3.26,5.77,2.630,
555,06/24/24 02:00:00,5.66,1.772,4.42,0.86,0.71,11.49,2.66,2.23,3.67,1.708,
556,06/24/24 03:00:00,4.42,1.279,3.56,0.66,0.71,11.73,2.16,1.67,2.59,1.236,
557,06/24/24 04:00:00,4.14,1.108,3.99,0.77,1.50,11.34,2.66,2.40,2.29,1.408,
558,06/24/24 05:00:00,2.91,0.743,2.38,0.51,0.86,7.91,1.65,1.26,1.58,0.786,
559,06/24/24 06:00:00,2.06,0.142,1.50,0.02,0.30,6.22,0.81,0.60,0.88,0.250,
560,06/24/24 07:00:00,1.26,-0.008,0.60,-0.05,0.00,1.86,0.71,0.32,0.60,0.164,
561,06/24/24 08:00:00,1.22,0.250,0.79,0.19,0.21,1.88,0.90,0.66,1.03,0.614,
562,06/24/24 09:00:00,1.35,0.421,0.88,0.32,0.34,1.56,0.81,0.55,0.92,0.400,
563,06/24/24 10:00:00,1.37,0.507,1.05,0.34,0.38,1.43,0.92,0.71,0.98,0.507,
564,06/24/24 11:00:00,1.24,0.507,0.92,0.38,0.43,1.56,0.96,0.66,1.05,0.657,
565,06/24/24 12:00:00,1.13,0.421,0.77,0.34,0.45,1.26,0.79,0.55,0.96,0.443,
566,06/24/24 13:00:00,0.71,0.121,0.40,0.08,0.17,1.09,0.49,0.25,0.51,0.057,
567,06/24/24 14:00:00,0.86,0.142,0.43,0.06,0.23,1.63,0.40,0.15,0.60,0.057,
568,06/24/24 15:00:00,0.88,0.014,0.40,-0.11,-0.02,1.41,0.38,0.17,0.58,-0.008,
569,06/24/24 16:00:00,0.79,0.121,0.71,0.04,0.43,2.23,0.55,0.02,0.73,0.142,
570,06/24/24 17:00:00,1.76,0.850,1.20,0.60,0.34,3.58,1.01,0.83,1.78,0.700,
571,06/24/24 18:00:00,2.42,1.665,1.76,1.26,0.90,5.02,1.48,1.46,2.83,1.343,
572,06/24/24 19:00:00,3.67,3.038,2.85,2.55,1.18,5.90,1.95,2.19,4.12,2.394,
573,06/24/24 20:00:00,4.54,2.888,3.26,2.38,1.67,7.63,2.12,2.14,4.50,2.416,
574,06/24/24 21:00:00,6.58,3.081,3.60,2.44,1.93,9.86,2.57,2.27,4.44,2.180,
575,06/24/24 22:00:00,4.54,2.587,4.16,2.10,1.18,9.05,2.72,2.94,4.35,3.167,
576,06/24/24 23:00:00,6.63,2.995,4.20,1.95,1.31,11.13,2.31,2.51,3.84,2.523,
577,06/25/24 00:00:00,7.87,3.531,5.38,2.27,1.95,10.14,3.64,3.04,4.48,2.609,
578,06/25/24 01:00:00,5.51,2.180,3.02,1.73,1.78,7.68,3.60,2.40,4.33,2.223,
579,06/25/24 02:00:00,4.63,1.987,2.94,1.56,1.65,6.54,2.91,2.10,2.98,1.708,
580,06/25/24 03:00:00,3.94,2.309,3.00,1.93,1.97,6.52,2.72,2.29,3.04,1.944,
581,06/25/24 04:00:00,4.07,1.815,2.98,1.56,1.84,7.85,2.66,2.38,2.83,1.901,
582,06/25/24 05:00:00,3.64,2.180,2.85,2.08,2.27,5.17,2.98,2.25,3.06,2.223,
583,06/25/24 06:00:00,3.11,1.687,2.53,1.43,1.35,3.94,1.95,1.84,2.23,1.815,
584,06/25/24 07:00:00,2.44,1.258,1.97,1.09,1.07,3.30,1.56,1.61,1.80,1.515,
