Line#,Date,"Temperature (RXW-THC 21198259:21398674-1), *C, RX3000_BRW1","Temperature (S-THC 21198259:21218018-1), *C, RX3000_BRW1","Temperature (RXW-THC 21198259:21380919-1), *C, RX3000_BRW1","Temperature (S-THC 21401803:21397541-1), *C, RX3000_BRW6","Temperature (S-THC 21401801:21390849-1), *C, RX3000_BRW4","Temperature (RXW-THC 21401801:21398665-1), *C, RX3000_BRW4","Temperature (RXW-THC 21401801:21398670-1), *C, RX3000_BRW4"
799,12/09/22 07:30:00,-13.07,-13.348,-13.07,-13.563,,,
800,12/09/22 07:35:00,,,,,128.830,-13.19,-13.07
801,12/09/22 08:00:00,-13.11,-13.434,-13.13,-13.563,,,
802,12/09/22 08:05:00,,,,,128.830,-13.17,-13.00
803,12/09/22 08:30:00,-12.83,-13.177,-13.13,-13.627,,,
804,12/09/22 08:35:00,,,,,128.830,-13.17,-13.22
805,12/09/22 09:00:00,-12.92,-13.284,-13.28,-13.713,,,
806,12/09/22 09:05:00,,,,,128.830,-13.17,-13.30
807,12/09/22 09:30:00,-12.87,-13.305,-13.13,-13.734,,,
808,12/09/22 09:35:00,,,,,128.830,-13.28,-13.26
809,12/09/22 10:00:00,-12.38,-13.091,-12.94,-13.584,,,
810,12/09/22 10:05:00,,,,,128.830,-13.17,-13.17
811,12/09/22 10:30:00,-12.68,-13.327,-13.26,-13.563,,,
812,12/09/22 10:35:00,,,,,128.830,-13.30,-13.04
813,12/09/22 11:00:00,-13.24,-13.820,-13.75,-15.300,,,
814,12/09/22 11:05:00,,,,,128.830,-14.37,-13.95
815,12/09/22 11:30:00,-12.89,-13.241,-13.28,-15.257,,,
816,12/09/22 11:35:00,,,,,128.830,-13.19,-12.59
817,12/09/22 12:00:00,-11.03,-11.354,-11.48,-13.456,,,
818,12/09/22 12:05:00,,,,,128.830,-11.44,-11.26
819,12/09/22 12:30:00,-11.31,-11.547,-11.54,-14.399,,,
820,12/09/22 12:35:00,,,,,128.830,-11.89,-11.37
821,12/09/22 13:00:00,-11.16,-11.397,-11.29,-14.120,,,
822,12/09/22 13:05:00,,,,,128.830,-11.63,-10.41
823,12/09/22 13:30:00,-11.05,-11.161,-11.11,-13.756,,,
824,12/09/22 13:35:00,,,,,128.830,-11.14,-9.89
825,12/09/22 14:00:00,-11.20,-11.225,-11.14,-12.405,,,
826,12/09/22 14:05:00,,,,,128.830,-11.26,-9.59
827,12/09/22 14:30:00,-11.09,-11.075,-11.09,-12.319,,,
828,12/09/22 14:35:00,,,,,128.830,-11.22,-9.29
829,12/09/22 15:00:00,-10.84,-10.860,-10.84,-12.362,,,
830,12/09/22 15:05:00,,,,,128.830,-10.96,-9.83
831,12/09/22 15:30:00,-10.15,-10.303,-10.23,-12.083,,,
832,12/09/22 15:35:00,,,,,128.830,-10.45,-9.61
833,12/09/22 16:00:00,-9.87,-9.874,-9.81,-10.646,,,
834,12/09/22 16:05:00,,,,,128.830,-9.91,-8.60
835,12/09/22 16:30:00,-9.31,-9.423,-9.31,-10.324,,,
836,12/09/22 16:35:00,,,,,128.830,-9.57,-9.08
837,12/09/22 17:00:00,-8.15,-8.587,-8.30,-9.638,,,
838,12/09/22 17:05:00,,,,,128.830,-8.28,-7.90
839,12/09/22 17:30:00,-8.26,-8.801,-8.24,-9.059,,,
840,12/09/22 17:35:00,,,,,128.830,-8.20,-7.62
841,12/09/22 18:00:00,-8.37,-8.952,-8.26,-9.037,,,
842,12/09/22 18:05:00,,,,,128.830,-8.33,-7.92
843,12/09/22 18:30:00,-8.24,-8.952,-8.18,-9.123,,,
844,12/09/22 18:35:00,,,,,128.830,-8.33,-7.68
845,12/09/22 19:00:00,-9.18,-9.445,-9.31,-9.745,,,
846,12/09/22 19:05:00,,,,,128.830,-9.42,-8.95
847,12/09/22 19:30:00,-9.51,-9.745,-9.68,-10.024,,,
848,12/09/22 19:35:00,,,,,128.830,-9.87,-9.29
849,12/09/22 20:00:00,-9.91,-10.088,-10.02,-10.324,,,
850,12/09/22 20:05:00,,,,,128.830,-10.21,-9.91
851,12/09/22 20:30:00,-10.00,-10.238,-10.11,-10.560,,,
852,12/09/22 20:35:00,,,,,128.830,-10.36,-9.81
853,12/09/22 21:00:00,-10.28,-10.624,-10.47,-11.332,,,
854,12/09/22 21:05:00,,,,,128.830,-10.81,-10.23
855,12/09/22 21:30:00,-10.34,-10.646,-10.47,-12.405,,,
856,12/09/22 21:35:00,,,,,128.830,-10.84,-10.47
857,12/09/22 22:00:00,-11.67,-12.233,-12.14,-12.212,,,
858,12/09/22 22:05:00,,,,,128.830,-12.19,-11.97
859,12/09/22 22:30:00,-11.22,-11.482,-11.33,-12.383,,,
860,12/09/22 22:35:00,,,,,128.830,-11.76,-11.48
861,12/09/22 23:00:00,-10.36,-10.689,-10.45,-12.533,,,
862,12/09/22 23:05:00,,,,,128.830,-11.11,-10.58
863,12/09/22 23:30:00,-10.45,-10.775,-10.62,-12.383,,,
864,12/09/22 23:35:00,,,,,128.830,-11.31,-10.99
865,12/10/22 00:00:00,-10.73,-10.946,-10.73,-12.362,,,
866,12/10/22 00:05:00,,,,,128.830,-11.22,-10.84
867,12/10/22 00:30:00,-11.76,-12.233,-12.10,-12.362,,,
868,12/10/22 00:35:00,,,,,128.830,-12.38,-12.21
869,12/10/22 01:00:00,-12.83,-13.327,-13.26,-13.606,,,
870,12/10/22 01:05:00,,,,,128.830,-13.30,-13.15
871,12/10/22 01:30:00,-13.73,-14.549,-14.42,-14.871,,,
872,12/10/22 01:35:00,,,,,128.830,-14.63,-14.35
873,12/10/22 02:00:00,-14.63,-15.579,-15.53,-16.394,,,
874,12/10/22 02:05:00,,,,,128.830,-15.83,-15.77
875,12/10/22 02:30:00,-15.13,-15.815,-15.75,-17.638,,,
876,12/10/22 02:35:00,,,,,128.830,-16.33,-16.24
877,12/10/22 03:00:00,-15.19,-15.879,-15.85,-18.238,,,
878,12/10/22 03:05:00,,,,,128.830,-16.37,-16.46
879,12/10/22 03:30:00,-15.73,-16.394,-16.33,-19.482,,,
880,12/10/22 03:35:00,,,,,128.830,-16.97,-16.84
881,12/10/22 04:00:00,-16.05,-16.716,-16.71,-20.448,,,
882,12/10/22 04:05:00,,,,,128.830,-18.09,-17.21
883,12/10/22 04:30:00,-16.05,-16.673,-16.73,-20.555,,,
884,12/10/22 04:35:00,,,,,128.830,-18.02,-17.83
885,12/10/22 05:00:00,-15.58,-16.694,-16.73,-20.255,,,
886,12/10/22 05:05:00,,,,,128.830,-18.24,-18.15
887,12/10/22 05:30:00,-16.00,-16.673,-16.63,-21.220,,,
888,12/10/22 05:35:00,,,,,128.830,-18.92,-18.69
889,12/10/22 06:00:00,-15.94,-16.480,-16.52,-20.555,,,
890,12/10/22 06:05:00,,,,,128.830,-18.51,-18.11
891,12/10/22 06:30:00,-15.04,-15.257,-15.30,-19.096,,,
892,12/10/22 06:35:00,,,,,128.830,-16.58,-15.75
893,12/10/22 07:00:00,-13.62,-13.799,-13.82,-17.702,,,
894,12/10/22 07:05:00,,,,,128.830,-14.89,-14.57
895,12/10/22 07:30:00,-12.59,-12.576,-12.57,-17.037,,,
896,12/10/22 07:35:00,,,,,128.830,-13.52,-13.52
897,12/10/22 08:00:00,-9.87,-9.809,-9.61,-14.078,,,
898,12/10/22 08:05:00,,,,,128.830,-9.98,-10.06
899,12/10/22 08:30:00,-9.42,-9.509,-9.33,-11.011,,,
900,12/10/22 08:35:00,,,,,128.830,-9.63,-9.61
901,12/10/22 09:00:00,-9.14,-9.230,-9.14,-10.796,,,
902,12/10/22 09:05:00,,,,,128.830,-9.31,-9.08
903,12/10/22 09:30:00,-8.86,-8.973,-8.82,-10.260,,,
904,12/10/22 09:35:00,,,,,128.830,-9.10,-8.86
905,12/10/22 10:00:00,-8.93,-8.973,-8.97,-9.809,,,
906,12/10/22 10:05:00,,,,,128.830,-8.97,-8.73
907,12/10/22 10:30:00,-8.78,-8.866,-8.82,-9.938,,,
908,12/10/22 10:35:00,,,,,128.830,-9.03,-8.73
909,12/10/22 11:00:00,-8.73,-8.801,-8.71,-9.681,,,
910,12/10/22 11:05:00,,,,,128.830,-8.82,-8.58
911,12/10/22 11:30:00,-8.80,-8.844,-8.73,-9.466,,,
912,12/10/22 11:35:00,,,,,128.830,-9.08,-8.71
913,12/10/22 12:00:00,-9.01,-9.059,-8.95,-9.895,,,
914,12/10/22 12:05:00,,,,,128.830,-9.18,-8.73
915,12/10/22 12:30:00,-8.97,-9.080,-8.90,-10.024,,,
916,12/10/22 12:35:00,,,,,128.830,-9.31,-8.84
917,12/10/22 13:00:00,-9.59,-9.788,-9.61,-10.367,,,
918,12/10/22 13:05:00,,,,,128.830,-9.89,-9.55
919,12/10/22 13:30:00,-9.61,-9.745,-9.59,-10.624,,,
920,12/10/22 13:35:00,,,,,128.830,-9.91,-9.61
921,12/10/22 14:00:00,-9.78,-9.917,-9.72,-10.989,,,
922,12/10/22 14:05:00,,,,,128.830,-10.32,-10.06
923,12/10/22 14:30:00,-10.15,-10.389,-10.26,-11.375,,,
924,12/10/22 14:35:00,,,,,128.830,-10.51,-10.13
925,12/10/22 15:00:00,-10.13,-10.389,-10.28,-11.182,,,
926,12/10/22 15:05:00,,,,,128.830,-10.56,-10.36
927,12/10/22 15:30:00,-9.76,-9.960,-9.85,-11.246,,,
928,12/10/22 15:35:00,,,,,128.830,-10.43,-10.15
929,12/10/22 16:00:00,-10.15,-10.324,-10.19,-11.161,,,
930,12/10/22 16:05:00,,,,,128.830,-10.41,-10.19
931,12/10/22 16:30:00,-10.34,-10.582,-10.47,-11.268,,,
932,12/10/22 16:35:00,,,,,128.830,-10.64,-10.38
933,12/10/22 17:00:00,-10.60,-10.946,-10.90,-11.482,,,
934,12/10/22 17:05:00,,,,,128.830,-10.94,-10.88
935,12/10/22 17:30:00,-11.01,-11.418,-11.31,-11.740,,,
936,12/10/22 17:35:00,,,,,128.830,-11.29,-11.29
937,12/10/22 18:00:00,-11.05,-11.461,-11.37,-11.954,,,
938,12/10/22 18:05:00,,,,,128.830,-11.41,-11.63
939,12/10/22 18:30:00,-11.05,-11.761,-11.65,-12.169,,,
940,12/10/22 18:35:00,,,,,128.830,-11.54,-11.93
941,12/10/22 19:00:00,-10.90,-11.761,-11.67,-12.340,,,
942,12/10/22 19:05:00,,,,,128.830,-11.89,-12.17
943,12/10/22 19:30:00,-11.89,-12.212,-12.10,-12.791,,,
944,12/10/22 19:35:00,,,,,128.830,-11.86,-12.36
945,12/10/22 20:00:00,-12.42,-12.791,-12.68,-13.799,,,
946,12/10/22 20:05:00,,,,,128.830,-12.34,-12.92
947,12/10/22 20:30:00,-13.24,-13.863,-13.58,-17.016,,,
948,12/10/22 20:35:00,,,,,128.830,-13.54,-14.50
949,12/10/22 21:00:00,-16.33,-17.359,-17.01,-19.740,,,
950,12/10/22 21:05:00,,,,,128.830,-16.58,-17.74
951,12/10/22 21:30:00,-17.91,-19.161,-18.90,-20.641,,,
952,12/10/22 21:35:00,,,,,128.830,-17.16,-18.71
953,12/10/22 22:00:00,-18.94,-19.740,-19.89,-22.292,,,
954,12/10/22 22:05:00,,,,,128.830,-19.09,-20.36
955,12/10/22 22:30:00,-19.37,-20.169,-19.82,-23.257,,,
956,12/10/22 22:35:00,,,,,128.830,-20.25,-21.58
957,12/10/22 23:00:00,-20.53,-21.155,-20.90,-24.051,,,
958,12/10/22 23:05:00,,,,,128.830,-20.21,-20.96
959,12/10/22 23:30:00,-20.04,-20.877,-20.75,-25.123,,,
960,12/10/22 23:35:00,,,,,128.830,-21.54,-22.42
961,12/11/22 00:00:00,-20.59,-21.241,-21.00,-25.273,,,
962,12/11/22 00:05:00,,,,,128.830,-22.57,-23.04
963,12/11/22 00:30:00,-19.33,-19.697,-19.37,-24.759,,,
964,12/11/22 00:35:00,,,,,128.830,-21.75,-22.76
965,12/11/22 01:00:00,-19.18,-19.847,-19.72,-23.579,,,
966,12/11/22 01:05:00,,,,,128.830,-21.60,-22.55
967,12/11/22 01:30:00,-19.48,-19.954,-19.76,-22.957,,,
968,12/11/22 01:35:00,,,,,128.830,-21.47,-22.31
969,12/11/22 02:00:00,-18.81,-18.946,-18.88,-22.163,,,
970,12/11/22 02:05:00,,,,,128.830,-20.81,-21.56
971,12/11/22 02:30:00,-19.03,-19.311,-19.07,-21.627,,,
972,12/11/22 02:35:00,,,,,128.830,-19.93,-20.25
973,12/11/22 03:00:00,-18.60,-18.818,-18.60,-20.448,,,
974,12/11/22 03:05:00,,,,,128.830,-19.24,-19.59
975,12/11/22 03:30:00,-18.86,-19.032,-18.88,-19.804,,,
976,12/11/22 03:35:00,,,,,128.830,-18.88,-19.18
977,12/11/22 04:00:00,-18.71,-18.882,-18.66,-19.247,,,
978,12/11/22 04:05:00,,,,,128.830,-18.39,-18.58
979,12/11/22 04:30:00,-18.02,-17.981,-17.96,-18.389,,,
980,12/11/22 04:35:00,,,,,128.830,-17.66,-17.89
981,12/11/22 05:00:00,-17.59,-17.595,-17.57,-17.960,,,
982,12/11/22 05:05:00,,,,,128.830,-17.12,-17.29
983,12/11/22 05:30:00,-17.44,-17.574,-17.36,-18.346,,,
984,12/11/22 05:35:00,,,,,128.830,-17.55,-17.72
985,12/11/22 06:00:00,-17.31,-17.445,-17.27,-17.960,,,
986,12/11/22 06:05:00,,,,,128.830,-16.88,-17.06
987,12/11/22 06:30:00,-16.67,-16.694,-16.65,-16.952,,,
988,12/11/22 06:35:00,,,,,128.830,-16.33,-16.50
989,12/11/22 07:00:00,-16.61,-16.716,-16.63,-17.188,,,
990,12/11/22 07:05:00,,,,,128.830,-16.35,-16.43
991,12/11/22 07:30:00,-16.15,-16.158,-16.13,-16.415,,,
992,12/11/22 07:35:00,,,,,128.830,-15.85,-16.05
993,12/11/22 08:00:00,-15.96,-15.965,-15.92,-16.179,,,
994,12/11/22 08:05:00,,,,,128.830,-15.51,-15.68
995,12/11/22 08:30:00,-15.21,-15.279,-15.40,-15.665,,,
996,12/11/22 08:35:00,,,,,128.830,-15.10,-15.23
997,12/11/22 09:00:00,-15.23,-15.343,-15.19,-15.858,,,
998,12/11/22 09:05:00,,,,,128.830,-14.89,-15.04
999,12/11/22 09:30:00,-15.25,-15.343,-15.34,-15.879,,,
1000,12/11/22 09:35:00,,,,,128.830,-15.23,
1001,12/11/22 10:00:00,-15.10,-15.193,-15.25,-15.665,,,
1002,12/11/22 10:05:00,,,,,128.830,-14.76,
1003,12/11/22 10:30:00,-15.40,-15.472,-15.53,-15.793,,,
1004,12/11/22 10:35:00,,,,,128.830,-15.28,
1005,12/11/22 11:00:00,-15.15,-15.257,-15.13,-15.558,,,
1006,12/11/22 11:05:00,,,,,128.830,-14.95,
1007,12/11/22 11:30:00,-14.82,-14.850,-14.78,-15.300,,,
1008,12/11/22 11:35:00,,,,,128.830,-14.44,
1009,12/11/22 12:00:00,-14.44,-14.421,-14.35,-14.807,,,
1010,12/11/22 12:05:00,,,,,128.830,-14.14,
1011,12/11/22 12:30:00,-14.25,-14.206,-14.27,-14.721,,,
1012,12/11/22 12:35:00,,,,,128.830,-13.88,
1013,12/11/22 13:00:00,-13.99,-13.949,-13.92,-14.335,,,
1014,12/11/22 13:05:00,,,,,128.830,-13.84,
1015,12/11/22 13:30:00,-14.22,-14.206,-14.16,-14.657,,,
1016,12/11/22 13:35:00,,,,,128.830,-14.01,
1017,12/11/22 14:00:00,-14.33,-14.442,-14.44,-14.936,,,
1018,12/11/22 14:05:00,,,,,128.830,-14.12,
1019,12/11/22 14:30:00,-14.72,-14.764,-14.82,-15.322,,,
1020,12/11/22 14:35:00,,,,,128.830,-14.50,
1021,12/11/22 15:00:00,-14.72,-14.742,-14.59,-15.150,,,
1022,12/11/22 15:05:00,,,,,128.830,-14.44,
1023,12/11/22 15:30:00,-14.44,-14.464,-14.44,-14.828,,,
1024,12/11/22 15:35:00,,,,,128.830,-14.07,
1025,12/11/22 16:00:00,-14.22,-14.228,-14.25,-14.678,,,
1026,12/11/22 16:05:00,,,,,128.830,-13.92,
1027,12/11/22 16:30:00,-14.20,-14.249,-14.07,-14.592,,,
1028,12/11/22 16:35:00,,,,,128.830,-13.80,
1029,12/11/22 17:00:00,-14.14,-14.142,-14.05,-14.507,,,
1030,12/11/22 17:05:00,,,,,128.830,-13.80,
1031,12/11/22 17:30:00,-13.86,-13.820,-13.80,-14.056,,,
1032,12/11/22 17:35:00,,,,,128.830,-13.62,
1033,12/11/22 18:00:00,-13.62,-13.606,-13.54,-13.906,,,
1034,12/11/22 18:05:00,,,,,128.830,-13.45,
1035,12/11/22 18:30:00,-13.75,-13.777,-13.77,-14.056,,,
1036,12/11/22 18:35:00,,,,,128.830,-13.62,
1037,12/11/22 19:00:00,-13.88,-14.013,-13.92,-14.271,,,
1038,12/11/22 19:05:00,,,,,128.830,-13.69,
1039,12/11/22 19:30:00,-13.97,-14.056,-13.99,-14.314,,,
1040,12/11/22 19:35:00,,,,,128.830,-13.69,
1041,12/11/22 20:00:00,-13.75,-13.756,-13.69,-14.120,,,
1042,12/11/22 20:05:00,,,,,128.830,-13.47,
1043,12/11/22 20:30:00,-13.84,-13.885,-13.88,-14.206,,,
1044,12/11/22 20:35:00,,,,,128.830,-13.67,
1045,12/11/22 21:00:00,-14.03,-14.013,-14.01,-13.885,,,
1046,12/11/22 21:05:00,,,,,128.830,-13.65,
1047,12/11/22 21:30:00,-13.86,-13.906,-13.84,-14.078,,,
1048,12/11/22 21:35:00,,,,,128.830,-13.75,
1049,12/11/22 22:00:00,-14.01,-14.013,-14.05,-14.206,,,
1050,12/11/22 22:05:00,,,,,128.830,-13.90,
1051,12/11/22 22:30:00,-14.16,-14.249,-14.25,-14.657,,,
1052,12/11/22 22:35:00,,,,,128.830,-14.10,
1053,12/11/22 23:00:00,-14.22,-14.314,-14.29,-14.635,,,
1054,12/11/22 23:05:00,,,,,128.830,-13.99,
1055,12/11/22 23:30:00,-14.50,-14.614,-14.59,-15.214,,,
1056,12/11/22 23:35:00,,,,,128.830,-14.33,
1057,12/12/22 00:00:00,-15.02,-15.107,-15.00,-15.364,,,
1058,12/12/22 00:05:00,,,,,128.830,-14.59,
1059,12/12/22 00:30:00,-14.91,-15.043,-14.87,-15.257,,,
1060,12/12/22 00:35:00,,,,,128.830,-14.78,
1061,12/12/22 01:00:00,-14.89,-14.936,-14.89,-14.850,,,
1062,12/12/22 01:05:00,,,,,128.830,-14.87,
1063,12/12/22 01:30:00,-14.40,-14.442,-14.42,-14.721,,,
1064,12/12/22 01:35:00,,,,,128.830,-14.44,
1065,12/12/22 02:00:00,-14.07,-14.056,-14.01,-13.992,,,
1066,12/12/22 02:05:00,,,,,128.830,-13.71,
1067,12/12/22 02:30:00,-13.34,-13.305,-13.28,-13.220,,,
1068,12/12/22 02:35:00,,,,,128.830,-12.87,
1069,12/12/22 03:00:00,-12.89,-12.877,-12.83,-13.027,,,
1070,12/12/22 03:05:00,,,,,128.830,-12.57,
1071,12/12/22 03:30:00,-12.64,-12.619,-12.59,-12.641,,,
1072,12/12/22 03:35:00,,,,,128.830,-12.38,
1073,12/12/22 04:00:00,-12.51,-12.533,-12.51,-12.598,,,
1074,12/12/22 04:05:00,,,,,128.830,-12.29,-12.38
1075,12/12/22 04:30:00,-12.74,-12.769,-12.72,-12.834,,,
1076,12/12/22 04:35:00,,,,,128.830,-12.53,
1077,12/12/22 05:00:00,-13.04,-13.155,-13.09,-13.434,,,
1078,12/12/22 05:05:00,,,,,128.830,-12.92,
1079,12/12/22 05:30:00,-13.92,-14.056,-13.95,-14.678,,,
1080,12/12/22 05:35:00,,,,,128.830,-14.05,
1081,12/12/22 06:00:00,-14.29,-14.378,-14.25,-14.549,,,
1082,12/12/22 06:05:00,,,,,128.830,-14.20,
1083,12/12/22 06:30:00,-14.42,-14.549,-14.35,-14.742,,,
1084,12/12/22 06:35:00,,,,,128.830,-14.46,
1085,12/12/22 07:00:00,-14.44,-14.528,-14.46,-15.150,,,
1086,12/12/22 07:05:00,,,,,128.830,-14.61,
1087,12/12/22 07:30:00,-14.59,-14.721,-14.57,-15.343,,,
1088,12/12/22 07:35:00,,,,,128.830,-14.67,-14.89
1089,12/12/22 08:00:00,-14.70,-14.871,-14.82,-15.214,,,
1090,12/12/22 08:05:00,,,,,128.830,-14.82,
1091,12/12/22 08:30:00,-14.95,-15.150,-15.06,-15.493,,,
1092,12/12/22 08:35:00,,,,,128.830,-14.89,
1093,12/12/22 09:00:00,-14.27,-14.271,-14.27,-14.571,,,
1094,12/12/22 09:05:00,,,,,128.830,-14.18,
1095,12/12/22 09:30:00,-13.58,-13.584,-13.62,-13.692,,,
1096,12/12/22 09:35:00,,,,,128.830,-13.52,
1097,12/12/22 10:00:00,-13.28,-13.305,-13.32,-13.434,,,
1098,12/12/22 10:05:00,,,,,128.830,-13.11,
1099,12/12/22 10:30:00,-13.15,-13.198,-13.24,-13.413,,,
1100,12/12/22 10:35:00,,,,,128.830,-13.07,
1101,12/12/22 11:00:00,-13.00,-13.005,-13.02,-13.263,,,
1102,12/12/22 11:05:00,,,,,128.830,-12.92,
1103,12/12/22 11:30:00,-13.00,-13.134,-13.15,-13.284,,,
1104,12/12/22 11:35:00,,,,,128.830,-13.07,-13.26
1105,12/12/22 12:00:00,-13.90,-14.142,-14.07,-14.549,,,
1106,12/12/22 12:05:00,,,,,128.830,-13.95,
1107,12/12/22 12:30:00,-14.61,-14.914,-14.85,-15.536,,,
1108,12/12/22 12:35:00,,,,,128.830,-14.80,
1109,12/12/22 13:00:00,-14.91,-15.150,-15.17,-15.257,,,
1110,12/12/22 13:05:00,,,,,128.830,-14.89,
1111,12/12/22 13:30:00,-14.59,-14.721,-14.65,-14.678,,,
1112,12/12/22 13:35:00,,,,,128.830,-14.40,
1113,12/12/22 14:00:00,-13.92,-14.078,-14.07,-14.099,,,
1114,12/12/22 14:05:00,,,,,128.830,-13.75,
1115,12/12/22 14:30:00,-13.56,-13.756,-13.77,-13.906,,,
1116,12/12/22 14:35:00,,,,,128.830,-13.49,
1117,12/12/22 15:00:00,-13.54,-13.820,-13.84,-13.992,,,
1118,12/12/22 15:05:00,,,,,128.830,-13.58,
1119,12/12/22 15:30:00,-13.62,-13.863,-13.88,-14.142,,,
1120,12/12/22 15:35:00,,,,,128.830,-13.69,
1121,12/12/22 16:00:00,-13.65,-13.949,-13.97,-13.863,,,
1122,12/12/22 16:05:00,,,,,128.830,-13.62,
1123,12/12/22 16:30:00,-13.69,-14.013,-14.01,-13.949,,,
1124,12/12/22 16:35:00,,,,,128.830,-13.54,
1125,12/12/22 17:00:00,-13.60,-13.885,-13.84,-13.927,,,
1126,12/12/22 17:05:00,,,,,128.830,-13.45,
1127,12/12/22 17:30:00,-13.39,-13.670,-13.62,-13.799,,,
1128,12/12/22 17:35:00,,,,,128.830,-13.17,
1129,12/12/22 18:00:00,-13.09,-13.305,-13.26,-13.649,,,
1130,12/12/22 18:05:00,,,,,128.830,-13.26,
1131,12/12/22 18:30:00,-12.29,-12.083,-12.08,-13.284,,,
1132,12/12/22 18:35:00,,,,,128.830,-12.74,
1133,12/12/22 19:00:00,-6.52,-7.279,-6.35,-7.193,,,
1134,12/12/22 19:05:00,,,,,128.830,-6.48,
1135,12/12/22 19:30:00,-6.97,-7.515,-6.87,-7.429,,,
1136,12/12/22 19:35:00,,,,,128.830,-7.02,
1137,12/12/22 20:00:00,-7.17,-7.536,-7.04,-7.579,,,
1138,12/12/22 20:05:00,,,,,128.830,-7.15,
1139,12/12/22 20:30:00,-7.42,-7.858,-7.38,-8.094,,,
1140,12/12/22 20:35:00,,,,,128.830,-7.53,
1141,12/12/22 21:00:00,-7.94,-8.179,-7.75,-8.565,,,
1142,12/12/22 21:05:00,,,,,128.830,-7.90,-7.45
1143,12/12/22 21:30:00,-8.18,-8.287,-7.92,-8.501,,,
1144,12/12/22 21:35:00,,,,,128.830,-8.05,
1145,12/12/22 22:00:00,-8.30,-8.372,-8.07,-8.630,,,
1146,12/12/22 22:05:00,,,,,128.830,-8.22,-7.75
1147,12/12/22 22:30:00,-8.07,-8.415,-7.98,-8.651,,,
1148,12/12/22 22:35:00,,,,,128.830,-8.03,-7.49
1149,12/12/22 23:00:00,-7.81,-8.265,-7.72,-8.458,,,
1150,12/12/22 23:05:00,,,,,128.830,-7.94,-7.38
1151,12/12/22 23:30:00,-7.68,-8.222,-7.66,-8.480,,,
1152,12/12/22 23:35:00,,,,,128.830,-7.75,-6.78
1153,12/13/22 00:00:00,-7.70,-8.115,-7.68,-8.330,,,
1154,12/13/22 00:05:00,,,,,128.830,-7.72,-7.10
1155,12/13/22 00:30:00,-7.70,-8.094,-7.64,-8.501,,,
1156,12/13/22 00:35:00,,,,,128.830,-7.75,
1157,12/13/22 01:00:00,-7.90,-7.901,-7.77,-8.608,,,
1158,12/13/22 01:05:00,,,,,128.830,-7.87,
1159,12/13/22 01:30:00,-8.39,-8.415,-8.24,-9.295,,,
1160,12/13/22 01:35:00,,,,,128.830,-8.48,
1161,12/13/22 02:00:00,-8.58,-8.716,-8.48,-10.045,,,
1162,12/13/22 02:05:00,,,,,128.830,-8.63,-8.48
1163,12/13/22 02:30:00,-8.69,-8.737,-8.56,-10.839,,,
1164,12/13/22 02:35:00,,,,,128.830,-8.86,
1165,12/13/22 03:00:00,-8.75,-8.780,-8.69,-12.898,,,
1166,12/13/22 03:05:00,,,,,128.830,-8.97,
1167,12/13/22 03:30:00,-12.12,-12.919,-12.79,-13.970,,,
1168,12/13/22 03:35:00,,,,,128.830,-12.64,-12.38
1169,12/13/22 04:00:00,-13.19,-13.927,-13.80,-14.657,,,
1170,12/13/22 04:05:00,,,,,128.830,-13.95,
1171,12/13/22 04:30:00,-13.84,-14.399,-14.25,-15.729,,,
1172,12/13/22 04:35:00,,,,,128.830,-14.22,
1173,12/13/22 05:00:00,-13.54,-13.906,-13.84,-15.214,,,
1174,12/13/22 05:05:00,,,,,128.830,-13.88,-13.92
1175,12/13/22 05:30:00,-13.60,-14.078,-13.99,-14.549,,,
1176,12/13/22 05:35:00,,,,,128.830,-13.80,
1177,12/13/22 06:00:00,-13.54,-13.992,-13.92,-14.378,,,
1178,12/13/22 06:05:00,,,,,128.830,-13.41,
1179,12/13/22 06:30:00,-13.41,-13.842,-13.75,-14.356,,,
1180,12/13/22 06:35:00,,,,,128.830,-13.49,
1181,12/13/22 07:00:00,-13.22,-13.627,-13.52,-14.314,,,
1182,12/13/22 07:05:00,,,,,128.830,-13.58,
1183,12/13/22 07:30:00,-13.15,-13.541,-13.47,-14.078,,,
1184,12/13/22 07:35:00,,,,,128.830,-13.43,
1185,12/13/22 08:00:00,-12.94,-13.198,-13.17,-13.885,,,
1186,12/13/22 08:05:00,,,,,128.830,-13.28,
1187,12/13/22 08:30:00,-12.68,-12.898,-12.87,-13.241,,,
1188,12/13/22 08:35:00,,,,,128.830,-12.55,
1189,12/13/22 09:00:00,-12.49,-12.662,-12.62,-12.898,,,
1190,12/13/22 09:05:00,,,,,128.830,-12.70,-12.59
1191,12/13/22 09:30:00,-12.42,-12.598,-12.57,-13.134,,,
1192,12/13/22 09:35:00,,,,,128.830,-12.74,
1193,12/13/22 10:00:00,-12.42,-12.791,-12.70,-13.155,,,
1194,12/13/22 10:05:00,,,,,128.830,-12.81,
1195,12/13/22 10:30:00,-12.32,-12.512,-12.47,-13.284,,,
1196,12/13/22 10:35:00,,,,,128.830,-12.51,
1197,12/13/22 11:00:00,-12.38,-12.576,-12.51,-13.499,,,
1198,12/13/22 11:05:00,,,,,128.830,-12.59,
1199,12/13/22 11:30:00,-12.55,-12.791,-12.74,-13.541,,,
1200,12/13/22 11:35:00,,,,,128.830,-12.87,
