Line#,Date,"Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21398616-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401800:21362313-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362314-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362316-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362320-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401800:21390414-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398617-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398623-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6"
326,09/07/22 18:30:00,262,206,14,,-888.88,23,14,331,,,,,,,,282
327,09/07/22 19:00:00,89,347,18,,-888.88,33,14,147,,,,,,,,332
328,09/07/22 19:30:00,371,401,24,,-888.88,124,27,233,,,,,,,,397
329,09/07/22 20:00:00,366,324,24,,-888.88,271,29,526,,,,,,,,413
330,09/07/22 20:30:00,383,464,17,,-888.88,441,14,546,,,,,,,,407
331,09/07/22 21:00:00,404,466,14,,-888.88,486,14,556,,,,,,,,428
332,09/07/22 21:30:00,414,452,14,,-888.88,514,14,563,,,,,,,,446
333,09/07/22 22:00:00,81,434,14,,-888.88,537,17,157,,,,,,,,453
334,09/07/22 22:30:00,358,63,14,,-888.88,562,33,97,,,,,,,,522
335,09/07/22 23:00:00,418,31,16,,-888.88,561,29,47,,,,,,,,437
336,09/07/22 23:30:00,241,63,28,,-888.88,438,129,118,,,,,,,,258
337,09/08/22 00:00:00,131,58,27,,-888.88,238,84,33,,,,,,,,214
338,09/08/22 00:30:00,362,26,21,,-888.88,322,136,26,,,,,,,,403
339,09/08/22 01:00:00,136,27,37,,-888.88,351,74,64,,,,,,,,413
340,09/08/22 01:30:00,121,57,58,,-888.88,132,106,87,,,,,,,,169
341,09/08/22 02:00:00,94,52,59,,-888.88,114,96,72,,,,,,,,134
342,09/08/22 02:30:00,92,42,52,,-888.88,104,134,52,,,,,,,,359
343,09/08/22 03:00:00,21,27,36,,-888.88,273,224,19,,,,,,,,218
344,09/08/22 03:30:00,17,13,109,,-888.88,191,167,13,,,,,,,,94
345,09/08/22 04:00:00,37,11,82,,-888.88,59,84,16,,,,,,,,39
346,09/08/22 04:30:00,21,12,43,,-888.88,28,58,11,,,,,,,,43
347,09/08/22 05:00:00,8,6,13,,-888.88,11,14,7,,,,,,,,14
348,09/08/22 05:30:00,3,2,4,,-888.88,3,4,2,,,,,,,,4
349,09/08/22 06:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
350,09/08/22 06:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
351,09/08/22 07:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
352,09/08/22 07:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
353,09/08/22 08:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
354,09/08/22 08:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
355,09/08/22 09:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
356,09/08/22 09:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
357,09/08/22 10:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
358,09/08/22 10:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
359,09/08/22 11:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
360,09/08/22 11:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
361,09/08/22 12:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
362,09/08/22 12:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
363,09/08/22 13:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
364,09/08/22 13:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
365,09/08/22 14:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
366,09/08/22 14:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
367,09/08/22 15:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
368,09/08/22 15:30:00,4,1,1,,-888.88,1,1,6,,,,,,,,6
369,09/08/22 16:00:00,8,4,4,,-888.88,3,4,8,,,,,,,,12
370,09/08/22 16:30:00,18,9,11,,-888.88,8,11,16,,,,,,,,23
371,09/08/22 17:00:00,27,16,14,,-888.88,12,17,27,,,,,,,,48
372,09/08/22 17:30:00,39,31,24,,-888.88,22,27,62,,,,,,,,86
373,09/08/22 18:00:00,78,54,33,,-888.88,33,36,107,,,,,,,,109
374,09/08/22 18:30:00,97,83,39,,-888.88,47,47,123,,,,,,,,439
375,09/08/22 19:00:00,167,106,44,,-888.88,66,52,113,,,,,,,,249
376,09/08/22 19:30:00,418,197,49,,-888.88,107,64,263,,,,,,,,249
377,09/08/22 20:00:00,167,259,44,,-888.88,211,71,187,,,,,,,,397
378,09/08/22 20:30:00,301,306,43,,-888.88,283,66,209,,,,,,,,183
379,09/08/22 21:00:00,247,249,31,,-888.88,254,58,313,,,,,,,,209
380,09/08/22 21:30:00,286,307,39,,-888.88,348,102,317,,,,,,,,486
381,09/08/22 22:00:00,191,411,47,,-888.88,519,98,234,,,,,,,,338
382,09/08/22 22:30:00,466,117,43,,-888.88,502,126,238,,,,,,,,321
383,09/08/22 23:00:00,299,92,41,,-888.88,502,117,209,,,,,,,,354
384,09/08/22 23:30:00,218,81,37,,-888.88,344,164,129,,,,,,,,402
385,09/09/22 00:00:00,206,68,49,,-888.88,397,221,154,,,,,,,,237
386,09/09/22 00:30:00,218,86,68,,-888.88,237,148,89,,,,,,,,211
387,09/09/22 01:00:00,268,48,51,,-888.88,362,121,46,,,,,,,,188
388,09/09/22 01:30:00,167,41,54,,-888.88,297,117,58,,,,,,,,182
389,09/09/22 02:00:00,112,41,59,,-888.88,192,103,62,,,,,,,,159
390,09/09/22 02:30:00,67,39,59,,-888.88,97,92,51,,,,,,,,74
391,09/09/22 03:00:00,51,34,51,,-888.88,64,69,34,,,,,,,,74
392,09/09/22 03:30:00,38,27,34,,-888.88,33,41,29,,,,,,,,52
393,09/09/22 04:00:00,22,18,22,,-888.88,21,28,22,,,,,,,,33
394,09/09/22 04:30:00,13,12,14,,-888.88,12,17,14,,,,,,,,16
395,09/09/22 05:00:00,6,4,6,,-888.88,4,6,4,,,,,,,,8
396,09/09/22 05:30:00,2,1,2,,-888.88,1,2,2,,,,,,,,3
397,09/09/22 06:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
398,09/09/22 06:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
399,09/09/22 07:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
400,09/09/22 07:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
401,09/09/22 08:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
402,09/09/22 08:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
403,09/09/22 09:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
404,09/09/22 09:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
405,09/09/22 10:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
406,09/09/22 10:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
407,09/09/22 11:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
408,09/09/22 11:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
409,09/09/22 12:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
410,09/09/22 12:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
411,09/09/22 13:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
412,09/09/22 13:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
413,09/09/22 14:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
414,09/09/22 14:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
415,09/09/22 15:00:00,2,1,1,,-888.88,1,1,2,,,,,,,,2
416,09/09/22 15:30:00,8,8,2,,-888.88,1,1,13,,,,,,,,8
417,09/09/22 16:00:00,32,53,7,,-888.88,3,3,51,,,,,,,,22
418,09/09/22 16:30:00,76,113,11,,-888.88,6,6,107,,,,,,,,61
419,09/09/22 17:00:00,127,177,12,,-888.88,8,7,176,,,,,,,,109
420,09/09/22 17:30:00,169,233,12,,-888.88,12,8,256,,,,,,,,153
421,09/09/22 18:00:00,211,283,13,,-888.88,17,9,343,,,,,,,,201
422,09/09/22 18:30:00,253,328,13,,-888.88,23,11,419,,,,,,,,247
423,09/09/22 19:00:00,288,369,13,,-888.88,34,12,461,,,,,,,,292
424,09/09/22 19:30:00,322,404,14,,-888.88,131,12,557,,,,,,,,334
425,09/09/22 20:00:00,351,434,14,,-888.88,359,13,508,,,,,,,,369
426,09/09/22 20:30:00,371,452,14,,-888.88,429,14,529,,,,,,,,397
427,09/09/22 21:00:00,388,453,14,,-888.88,472,16,539,,,,,,,,423
428,09/09/22 21:30:00,408,438,16,,-888.88,499,19,548,,,,,,,,423
429,09/09/22 22:00:00,194,366,18,,-888.88,476,32,118,,,,,,,,492
430,09/09/22 22:30:00,178,109,37,,-888.88,239,84,167,,,,,,,,202
431,09/09/22 23:00:00,208,113,67,,-888.88,168,124,118,,,,,,,,323
432,09/09/22 23:30:00,138,102,71,,-888.88,164,111,121,,,,,,,,138
433,09/10/22 00:00:00,101,79,72,,-888.88,84,89,126,,,,,,,,129
434,09/10/22 00:30:00,97,68,66,,-888.88,78,87,82,,,,,,,,118
435,09/10/22 01:00:00,64,57,56,,-888.88,56,64,82,,,,,,,,86
436,09/10/22 01:30:00,52,44,43,,-888.88,41,46,52,,,,,,,,63
437,09/10/22 02:00:00,46,33,33,,-888.88,29,37,38,,,,,,,,54
438,09/10/22 02:30:00,41,26,26,,-888.88,23,28,32,,,,,,,,46
439,09/10/22 03:00:00,29,21,21,,-888.88,18,22,23,,,,,,,,34
440,09/10/22 03:30:00,21,14,14,,-888.88,12,17,17,,,,,,,,33
441,09/10/22 04:00:00,17,9,11,,-888.88,8,12,13,,,,,,,,19
442,09/10/22 04:30:00,14,8,8,,-888.88,8,11,11,,,,,,,,24
443,09/10/22 05:00:00,13,4,6,,-888.88,4,7,8,,,,,,,,12
444,09/10/22 05:30:00,1,2,2,,-888.88,2,2,1,,,,,,,,2
445,09/10/22 06:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
446,09/10/22 06:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
447,09/10/22 07:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
448,09/10/22 07:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
449,09/10/22 08:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
450,09/10/22 08:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
451,09/10/22 09:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
452,09/10/22 09:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
453,09/10/22 10:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
454,09/10/22 10:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
455,09/10/22 11:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
456,09/10/22 11:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
457,09/10/22 12:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
458,09/10/22 12:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
459,09/10/22 13:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
460,09/10/22 13:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
461,09/10/22 14:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
462,09/10/22 14:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
463,09/10/22 15:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
464,09/10/22 15:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
465,09/10/22 16:00:00,4,1,1,,-888.88,1,1,4,,,,,,,,6
466,09/10/22 16:30:00,11,4,4,,-888.88,3,4,11,,,,,,,,11
467,09/10/22 17:00:00,26,11,11,,-888.88,8,12,21,,,,,,,,24
468,09/10/22 17:30:00,34,16,17,,-888.88,13,17,33,,,,,,,,53
469,09/10/22 18:00:00,22,24,24,,-888.88,21,26,22,,,,,,,,28
470,09/10/22 18:30:00,34,16,14,,-888.88,13,14,36,,,,,,,,46
471,09/10/22 19:00:00,56,29,28,,-888.88,24,31,42,,,,,,,,52
472,09/10/22 19:30:00,78,39,38,,-888.88,34,46,68,,,,,,,,98
473,09/10/22 20:00:00,78,54,51,,-888.88,48,57,77,,,,,,,,101
474,09/10/22 20:30:00,92,63,59,,-888.88,56,67,94,,,,,,,,112
475,09/10/22 21:00:00,99,69,64,,-888.88,62,76,98,,,,,,,,148
476,09/10/22 21:30:00,107,72,66,,-888.88,63,79,111,,,,,,,,179
477,09/10/22 22:00:00,113,81,69,,-888.88,77,82,123,,,,,,,,167
478,09/10/22 22:30:00,156,92,71,,-888.88,98,106,139,,,,,,,,163
479,09/10/22 23:00:00,162,98,77,,-888.88,112,107,137,,,,,,,,162
480,09/10/22 23:30:00,151,94,78,,-888.88,117,108,134,,,,,,,,233
481,09/11/22 00:00:00,117,92,76,,-888.88,136,126,111,,,,,,,,134
482,09/11/22 00:30:00,96,72,67,,-888.88,86,98,89,,,,,,,,128
483,09/11/22 01:00:00,118,63,63,,-888.88,76,87,81,,,,,,,,127
484,09/11/22 01:30:00,101,67,67,,-888.88,76,79,87,,,,,,,,143
485,09/11/22 02:00:00,34,48,47,,-888.88,49,52,24,,,,,,,,59
486,09/11/22 02:30:00,27,16,17,,-888.88,14,18,19,,,,,,,,32
487,09/11/22 03:00:00,32,22,23,,-888.88,21,28,32,,,,,,,,42
488,09/11/22 03:30:00,41,26,26,,-888.88,23,31,47,,,,,,,,28
489,09/11/22 04:00:00,14,14,17,,-888.88,12,17,13,,,,,,,,16
490,09/11/22 04:30:00,14,8,8,,-888.88,7,9,11,,,,,,,,14
491,09/11/22 05:00:00,6,6,6,,-888.88,4,7,4,,,,,,,,11
492,09/11/22 05:30:00,1,1,1,,-888.88,1,2,1,,,,,,,,3
493,09/11/22 06:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
494,09/11/22 06:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
495,09/11/22 07:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
496,09/11/22 07:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
497,09/11/22 08:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
498,09/11/22 08:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
499,09/11/22 09:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
500,09/11/22 09:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
501,09/11/22 10:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
502,09/11/22 10:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
503,09/11/22 11:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
504,09/11/22 11:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
505,09/11/22 12:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
506,09/11/22 12:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
507,09/11/22 13:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
508,09/11/22 13:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
509,09/11/22 14:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
510,09/11/22 14:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
511,09/11/22 15:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
512,09/11/22 15:30:00,3,1,1,,-888.88,1,1,2,,,,,,,,6
513,09/11/22 16:00:00,12,4,4,,-888.88,2,4,18,,,,,,,,14
514,09/11/22 16:30:00,23,12,11,,-888.88,8,11,49,,,,,,,,31
515,09/11/22 17:00:00,24,19,17,,-888.88,12,17,43,,,,,,,,33
516,09/11/22 17:30:00,43,28,21,,-888.88,19,21,36,,,,,,,,61
517,09/11/22 18:00:00,73,39,31,,-888.88,31,29,42,,,,,,,,91
518,09/11/22 18:30:00,53,57,38,,-888.88,41,38,54,,,,,,,,73
519,09/11/22 19:00:00,146,57,39,,-888.88,46,46,67,,,,,,,,99
520,09/11/22 19:30:00,244,102,53,,-888.88,76,56,114,,,,,,,,131
521,09/11/22 20:00:00,92,113,57,,-888.88,94,63,551,,,,,,,,113
522,09/11/22 20:30:00,119,181,47,,-888.88,166,72,133,,,,,,,,121
523,09/11/22 21:00:00,243,133,44,,-888.88,131,72,192,,,,,,,,171
524,09/11/22 21:30:00,86,126,56,,-888.88,139,94,161,,,,,,,,298
525,09/11/22 22:00:00,106,163,59,,-888.88,207,118,234,,,,,,,,201
526,09/11/22 22:30:00,374,117,73,,-888.88,157,103,143,,,,,,,,121
527,09/11/22 23:00:00,134,118,82,,-888.88,171,129,138,,,,,,,,149
528,09/11/22 23:30:00,114,76,68,,-888.88,79,98,131,,,,,,,,158
529,09/12/22 00:00:00,191,92,72,,-888.88,144,103,104,,,,,,,,153
530,09/12/22 00:30:00,104,76,66,,-888.88,157,116,107,,,,,,,,126
531,09/12/22 01:00:00,189,68,63,,-888.88,128,98,108,,,,,,,,264
532,09/12/22 01:30:00,126,49,59,,-888.88,143,113,73,,,,,,,,156
533,09/12/22 02:00:00,107,47,57,,-888.88,98,84,67,,,,,,,,126
534,09/12/22 02:30:00,53,41,51,,-888.88,66,61,42,,,,,,,,86
535,09/12/22 03:00:00,61,29,41,,-888.88,46,49,56,,,,,,,,56
536,09/12/22 03:30:00,36,23,28,,-888.88,28,38,24,,,,,,,,84
537,09/12/22 04:00:00,22,19,22,,-888.88,21,27,17,,,,,,,,24
538,09/12/22 04:30:00,9,8,11,,-888.88,8,11,8,,,,,,,,16
539,09/12/22 05:00:00,4,3,4,,-888.88,2,4,2,,,,,,,,3
540,09/12/22 05:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
541,09/12/22 06:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
542,09/12/22 06:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
543,09/12/22 07:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
544,09/12/22 07:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
545,09/12/22 08:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
546,09/12/22 08:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
547,09/12/22 09:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
548,09/12/22 09:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
549,09/12/22 10:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
550,09/12/22 10:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
551,09/12/22 11:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
552,09/12/22 11:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
553,09/12/22 12:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
554,09/12/22 12:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
555,09/12/22 13:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
556,09/12/22 13:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
557,09/12/22 14:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
558,09/12/22 14:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
559,09/12/22 15:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
560,09/12/22 15:30:00,2,1,1,,-888.88,1,1,2,,,,,,,,3
561,09/12/22 16:00:00,7,4,3,,-888.88,2,2,7,,,,,,,,7
562,09/12/22 16:30:00,22,11,8,,-888.88,6,7,17,,,,,,,,22
563,09/12/22 17:00:00,26,21,14,,-888.88,12,12,33,,,,,,,,39
564,09/12/22 17:30:00,46,33,21,,-888.88,19,21,52,,,,,,,,66
565,09/12/22 18:00:00,71,49,28,,-888.88,27,28,56,,,,,,,,72
566,09/12/22 18:30:00,74,73,33,,-888.88,41,36,81,,,,,,,,109
567,09/12/22 19:00:00,162,103,42,,-888.88,61,49,143,,,,,,,,126
568,09/12/22 19:30:00,113,117,44,,-888.88,78,56,183,,,,,,,,189
569,09/12/22 20:00:00,169,147,49,,-888.88,111,57,194,,,,,,,,227
570,09/12/22 20:30:00,126,118,44,,-888.88,108,69,158,,,,,,,,226
571,09/12/22 21:00:00,144,181,87,,-888.88,177,121,178,,,,,,,,176
572,09/12/22 21:30:00,127,89,67,,-888.88,91,84,97,,,,,,,,138
573,09/12/22 22:00:00,122,78,68,,-888.88,76,79,127,,,,,,,,146
574,09/12/22 22:30:00,142,79,66,,-888.88,79,82,97,,,,,,,,134
575,09/12/22 23:00:00,91,88,63,,-888.88,116,109,73,,,,,,,,169
576,09/12/22 23:30:00,234,92,62,,-888.88,156,117,139,,,,,,,,251
577,09/13/22 00:00:00,194,86,69,,-888.88,131,111,132,,,,,,,,248
578,09/13/22 00:30:00,236,76,69,,-888.88,141,108,107,,,,,,,,152
579,09/13/22 01:00:00,128,69,66,,-888.88,134,92,82,,,,,,,,203
580,09/13/22 01:30:00,114,52,57,,-888.88,136,98,89,,,,,,,,149
581,09/13/22 02:00:00,78,41,56,,-888.88,107,94,58,,,,,,,,113
582,09/13/22 02:30:00,68,37,49,,-888.88,84,72,48,,,,,,,,152
583,09/13/22 03:00:00,54,31,42,,-888.88,64,53,41,,,,,,,,91
584,09/13/22 03:30:00,37,26,38,,-888.88,34,49,37,,,,,,,,62
585,09/13/22 04:00:00,46,22,33,,-888.88,29,37,34,,,,,,,,51
586,09/13/22 04:30:00,12,11,14,,-888.88,13,14,8,,,,,,,,17
587,09/13/22 05:00:00,6,4,6,,-888.88,4,7,6,,,,,,,,8
588,09/13/22 05:30:00,1,1,2,,-888.88,1,2,1,,,,,,,,2
589,09/13/22 06:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
590,09/13/22 06:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
591,09/13/22 07:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
592,09/13/22 07:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
593,09/13/22 08:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
594,09/13/22 08:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
595,09/13/22 09:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
596,09/13/22 09:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
597,09/13/22 10:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
598,09/13/22 10:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
599,09/13/22 11:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
600,09/13/22 11:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
601,09/13/22 12:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
602,09/13/22 12:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
603,09/13/22 13:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
604,09/13/22 13:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
605,09/13/22 14:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
606,09/13/22 14:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
607,09/13/22 15:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
608,09/13/22 15:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
609,09/13/22 16:00:00,2,1,1,,-888.88,1,1,2,,,,,,,,3
610,09/13/22 16:30:00,8,2,2,,-888.88,2,2,6,,,,,,,,12
611,09/13/22 17:00:00,14,8,8,,-888.88,7,8,12,,,,,,,,19
612,09/13/22 17:30:00,21,12,12,,-888.88,11,12,17,,,,,,,,23
613,09/13/22 18:00:00,23,14,14,,-888.88,12,14,18,,,,,,,,33
614,09/13/22 18:30:00,27,18,17,,-888.88,16,18,23,,,,,,,,47
615,09/13/22 19:00:00,44,26,26,,-888.88,23,27,43,,,,,,,,78
616,09/13/22 19:30:00,59,42,41,,-888.88,37,43,54,,,,,,,,73
617,09/13/22 20:00:00,64,43,41,,-888.88,38,43,64,,,,,,,,102
618,09/13/22 20:30:00,73,54,49,,-888.88,48,53,69,,,,,,,,106
619,09/13/22 21:00:00,86,61,58,,-888.88,53,63,69,,,,,,,,101
620,09/13/22 21:30:00,93,57,54,,-888.88,49,61,88,,,,,,,,118
621,09/13/22 22:00:00,143,76,67,,-888.88,69,76,116,,,,,,,,154
622,09/13/22 22:30:00,117,79,76,,-888.88,74,86,108,,,,,,,,126
623,09/13/22 23:00:00,68,62,59,,-888.88,62,64,59,,,,,,,,83
624,09/13/22 23:30:00,57,39,39,,-888.88,37,47,56,,,,,,,,93
625,09/14/22 00:00:00,82,57,54,,-888.88,54,57,62,,,,,,,,79
626,09/14/22 00:30:00,58,49,49,,-888.88,46,57,49,,,,,,,,109
627,09/14/22 01:00:00,83,57,56,,-888.88,53,63,76,,,,,,,,122
628,09/14/22 01:30:00,39,41,41,,-888.88,41,44,41,,,,,,,,48
629,09/14/22 02:00:00,67,32,32,,-888.88,27,39,69,,,,,,,,88
630,09/14/22 02:30:00,53,46,47,,-888.88,42,53,48,,,,,,,,61
631,09/14/22 03:00:00,31,24,24,,-888.88,23,27,32,,,,,,,,39
632,09/14/22 03:30:00,32,21,22,,-888.88,18,24,23,,,,,,,,32
633,09/14/22 04:00:00,21,14,14,,-888.88,12,17,19,,,,,,,,26
634,09/14/22 04:30:00,6,8,8,,-888.88,7,7,4,,,,,,,,9
635,09/14/22 05:00:00,1,1,1,,-888.88,1,2,1,,,,,,,,2
636,09/14/22 05:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
637,09/14/22 06:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
638,09/14/22 06:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
639,09/14/22 07:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
640,09/14/22 07:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
641,09/14/22 08:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
642,09/14/22 08:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
643,09/14/22 09:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
644,09/14/22 09:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
645,09/14/22 10:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
646,09/14/22 10:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
647,09/14/22 11:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
648,09/14/22 11:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
649,09/14/22 12:00:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
650,09/14/22 12:30:00,1,1,1,,-888.88,1,1,1,,,,,,,,1
