Line#,Date,"Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (RXW-LIB 21401801:21398619-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (RXW-LIB 21401801:21398622-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6_BEO"
1,06/01/24 00:00:00,648,46,,568,799,587,,49,698,
2,06/01/24 01:00:00,581,38,,563,772,557,,491,594,
3,06/01/24 02:00:00,502,34,,526,694,506,,47,533,
4,06/01/24 03:00:00,422,28,,474,564,448,,39,467,
5,06/01/24 04:00:00,34,24,,414,142,379,,228,44,
6,06/01/24 05:00:00,28,22,,319,34,307,,157,29,
7,06/01/24 06:00:00,23,19,,203,23,241,,153,23,
8,06/01/24 07:00:00,14,14,,129,14,117,,69,18,
9,06/01/24 08:00:00,32,19,,52,18,33,,39,32,
10,06/01/24 09:00:00,18,14,,36,12,22,,29,21,
11,06/01/24 10:00:00,18,9,,22,8,12,,19,16,
12,06/01/24 11:00:00,17,9,,18,7,9,,17,13,
13,06/01/24 12:00:00,23,12,,22,9,12,,21,18,
14,06/01/24 13:00:00,36,19,,32,14,19,,29,28,
15,06/01/24 14:00:00,57,31,,47,23,29,,44,43,
16,06/01/24 15:00:00,92,51,,77,34,46,,72,69,
17,06/01/24 16:00:00,93,71,,108,52,64,,97,97,
18,06/01/24 17:00:00,129,82,,134,66,82,,118,121,
19,06/01/24 18:00:00,253,117,,154,79,87,,139,142,
20,06/01/24 19:00:00,267,198,,211,118,114,,218,224,
21,06/01/24 20:00:00,334,373,,323,211,147,,336,353,
22,06/01/24 21:00:00,309,277,,349,232,219,,359,422,
23,06/01/24 22:00:00,447,284,,391,271,257,,336,409,
24,06/01/24 23:00:00,358,237,,371,246,258,,304,371,
25,06/02/24 00:00:00,371,202,,349,214,236,,278,328,
26,06/02/24 01:00:00,334,176,,384,303,277,,271,352,
27,06/02/24 02:00:00,191,123,,389,342,318,,203,372,
28,06/02/24 03:00:00,221,123,,307,213,222,,197,256,
29,06/02/24 04:00:00,166,101,,216,118,144,,158,173,
30,06/02/24 05:00:00,119,72,,149,77,101,,116,122,
31,06/02/24 06:00:00,73,54,,101,51,77,,89,93,
32,06/02/24 07:00:00,52,42,,73,37,51,,66,68,
33,06/02/24 08:00:00,24,19,,33,16,22,,29,31,
34,06/02/24 09:00:00,8,9,,18,8,11,,16,16,
35,06/02/24 10:00:00,3,3,,6,2,3,,6,6,
36,06/02/24 11:00:00,2,1,,2,1,1,,2,2,
37,06/02/24 12:00:00,3,1,,3,1,2,,3,4,
38,06/02/24 13:00:00,13,4,,9,3,4,,7,8,
39,06/02/24 14:00:00,46,12,,22,9,13,,19,19,
40,06/02/24 15:00:00,62,49,,76,37,46,,69,68,
41,06/02/24 16:00:00,96,56,,91,41,53,,77,74,
42,06/02/24 17:00:00,161,87,,138,69,87,,127,127,
43,06/02/24 18:00:00,131,107,,179,88,113,,159,162,
44,06/02/24 19:00:00,151,96,,159,77,106,,144,147,
45,06/02/24 20:00:00,209,108,,178,88,118,,164,168,
46,06/02/24 21:00:00,157,126,,208,104,132,,182,186,
47,06/02/24 22:00:00,222,124,,202,103,127,,179,186,
48,06/02/24 23:00:00,214,154,,261,131,158,,216,218,
49,06/03/24 00:00:00,192,129,,214,108,137,,191,196,
50,06/03/24 01:00:00,174,111,,186,93,116,,158,161,
51,06/03/24 02:00:00,168,139,,234,119,147,,197,201,
52,06/03/24 03:00:00,231,118,,209,108,131,,167,172,
53,06/03/24 04:00:00,144,108,,189,102,132,,163,174,
54,06/03/24 05:00:00,102,82,,152,79,106,,127,133,
55,06/03/24 06:00:00,62,38,,63,33,42,,58,61,
56,06/03/24 07:00:00,43,37,,63,31,43,,58,58,
57,06/03/24 08:00:00,44,27,,51,24,32,,42,41,
58,06/03/24 09:00:00,13,17,,33,14,21,,27,26,
59,06/03/24 10:00:00,11,6,,12,4,7,,11,11,
60,06/03/24 11:00:00,12,6,,12,6,7,,9,9,
61,06/03/24 12:00:00,31,14,,24,11,14,,24,22,
62,06/03/24 13:00:00,23,17,,27,13,17,,26,26,
63,06/03/24 14:00:00,48,18,,33,17,18,,24,26,
64,06/03/24 15:00:00,51,38,,59,31,37,,56,54,
65,06/03/24 16:00:00,136,43,,71,37,44,,62,64,
66,06/03/24 17:00:00,113,74,,118,62,71,,99,104,
67,06/03/24 18:00:00,142,73,,121,63,76,,103,106,
68,06/03/24 19:00:00,219,129,,207,111,124,,174,179,
69,06/03/24 20:00:00,358,154,,251,134,149,,212,221,
70,06/03/24 21:00:00,324,169,,268,142,167,,232,242,
71,06/03/24 22:00:00,101,169,,278,151,158,,218,224,
72,06/03/24 23:00:00,169,98,,162,82,103,,146,151,
73,06/04/24 00:00:00,163,112,,183,92,118,,166,172,
74,06/04/24 01:00:00,171,102,,168,84,108,,152,157,
75,06/04/24 02:00:00,234,137,,224,119,143,,199,193,
76,06/04/24 03:00:00,221,153,,277,159,174,,214,233,
77,06/04/24 04:00:00,137,117,,197,106,132,,172,179,
78,06/04/24 05:00:00,111,84,,137,74,88,,118,124,
79,06/04/24 06:00:00,67,62,,102,57,64,,88,92,
80,06/04/24 07:00:00,32,29,,47,26,31,,42,44,
81,06/04/24 08:00:00,26,17,,28,14,18,,26,27,
82,06/04/24 09:00:00,12,9,,16,8,9,,14,16,
83,06/04/24 10:00:00,21,8,,14,8,8,,13,14,
84,06/04/24 11:00:00,11,8,,14,8,9,,13,13,
85,06/04/24 12:00:00,21,9,,16,8,9,,14,16,
86,06/04/24 13:00:00,34,19,,31,17,19,,28,29,
87,06/04/24 14:00:00,29,21,,36,18,22,,31,33,
88,06/04/24 15:00:00,41,23,,38,19,24,,36,37,
89,06/04/24 16:00:00,78,36,,59,29,38,,54,57,
90,06/04/24 17:00:00,111,58,,93,47,68,,98,103,
91,06/04/24 18:00:00,143,92,,152,76,97,,134,141,
92,06/04/24 19:00:00,231,102,,167,83,109,,153,161,
93,06/04/24 20:00:00,182,117,,193,96,128,,177,187,
94,06/04/24 21:00:00,214,123,,203,101,123,,172,179,
95,06/04/24 22:00:00,243,136,,224,111,139,,194,203,
96,06/04/24 23:00:00,188,133,,221,107,137,,191,199,
97,06/05/24 00:00:00,137,119,,199,97,122,,168,177,
98,06/05/24 01:00:00,146,96,,158,77,94,,132,138,
99,06/05/24 02:00:00,108,87,,144,69,87,,121,127,
100,06/05/24 03:00:00,92,73,,122,58,74,,103,108,
101,06/05/24 04:00:00,71,56,,93,44,56,,78,82,
102,06/05/24 05:00:00,87,46,,76,36,41,,58,61,
103,06/05/24 06:00:00,26,34,,57,27,32,,43,46,
104,06/05/24 07:00:00,18,13,,23,11,13,,19,21,
105,06/05/24 08:00:00,18,12,,19,8,12,,16,18,
106,06/05/24 09:00:00,17,11,,18,8,11,,16,17,
107,06/05/24 10:00:00,8,6,,9,4,6,,8,9,
108,06/05/24 11:00:00,14,6,,12,4,7,,9,9,
109,06/05/24 12:00:00,21,11,,18,8,11,,16,16,
110,06/05/24 13:00:00,32,17,,29,12,14,,24,24,
111,06/05/24 14:00:00,54,29,,48,19,27,,42,42,
112,06/05/24 15:00:00,101,58,,81,33,41,,79,74,
113,06/05/24 16:00:00,133,106,,122,47,57,,126,118,
114,06/05/24 17:00:00,139,138,,166,74,87,,181,179,
115,06/05/24 18:00:00,446,296,,211,98,98,,267,259,
116,06/05/24 19:00:00,299,284,,257,139,129,,313,332,
117,06/05/24 20:00:00,354,273,,322,188,173,,314,328,
118,06/05/24 21:00:00,441,331,,388,283,224,,343,386,
119,06/05/24 22:00:00,423,329,,421,317,238,,313,381,
120,06/05/24 23:00:00,332,278,,451,359,279,,324,424,
121,06/06/24 00:00:00,289,209,,379,268,251,,278,357,
122,06/06/24 01:00:00,373,146,,441,454,339,,269,411,
123,06/06/24 02:00:00,494,67,,482,563,432,,101,516,
124,06/06/24 03:00:00,282,68,,299,253,313,,93,302,
125,06/06/24 04:00:00,157,27,,373,124,373,,224,58,
126,06/06/24 05:00:00,128,38,,261,78,237,,111,74,
127,06/06/24 06:00:00,52,46,,91,46,59,,73,77,
128,06/06/24 07:00:00,41,29,,52,26,34,,46,48,
129,06/06/24 08:00:00,21,22,,39,19,24,,33,36,
130,06/06/24 09:00:00,17,12,,22,11,13,,18,19,
131,06/06/24 10:00:00,12,7,,13,6,7,,11,12,
132,06/06/24 11:00:00,12,6,,12,4,7,,9,9,
133,06/06/24 12:00:00,14,7,,13,6,7,,9,11,
134,06/06/24 13:00:00,23,11,,19,8,12,,16,18,
135,06/06/24 14:00:00,31,17,,31,14,17,,23,26,
136,06/06/24 15:00:00,48,28,,49,23,29,,39,44,
137,06/06/24 16:00:00,73,41,,69,33,42,,57,62,
138,06/06/24 17:00:00,107,59,,99,49,61,,81,89,
139,06/06/24 18:00:00,133,82,,136,68,83,,108,121,
140,06/06/24 19:00:00,147,97,,162,81,98,,129,143,
141,06/06/24 20:00:00,197,122,,203,103,127,,168,186,
142,06/06/24 21:00:00,243,179,,284,152,176,,242,263,
143,06/06/24 22:00:00,379,203,189,318,187,204,,271,311,
144,06/06/24 23:00:00,281,196,181,319,191,206,,263,302,
145,06/07/24 00:00:00,247,178,187,302,172,188,,244,271,
146,06/07/24 01:00:00,189,139,157,239,127,152,,201,217,
147,06/07/24 02:00:00,171,117,134,202,106,129,,171,186,
148,06/07/24 03:00:00,126,101,116,174,92,113,,147,158,
149,06/07/24 04:00:00,104,76,87,131,67,84,,111,118,
150,06/07/24 05:00:00,81,56,66,96,48,62,,83,88,
151,06/07/24 06:00:00,57,41,47,71,36,46,,61,64,
152,06/07/24 07:00:00,28,28,33,48,24,32,,42,44,
153,06/07/24 08:00:00,22,18,21,32,14,19,,26,28,
154,06/07/24 09:00:00,12,11,12,19,8,12,,16,17,
155,06/07/24 10:00:00,13,6,8,12,4,7,,9,9,
156,06/07/24 11:00:00,13,6,7,11,4,7,,9,9,
157,06/07/24 12:00:00,17,8,8,14,6,7,,11,12,
158,06/07/24 13:00:00,18,8,11,16,7,12,,16,18,
159,06/07/24 14:00:00,32,18,21,31,14,19,,26,27,
160,06/07/24 15:00:00,46,24,28,41,21,29,,38,42,
161,06/07/24 16:00:00,86,44,51,74,37,46,,61,64,
162,06/07/24 17:00:00,144,79,84,127,64,67,,91,97,
163,06/07/24 18:00:00,167,129,119,179,86,97,,143,154,
164,06/07/24 19:00:00,199,132,129,202,108,128,,181,192,
165,06/07/24 20:00:00,207,276,123,289,162,141,,214,228,
166,06/07/24 21:00:00,387,229,156,304,202,167,,242,267,
167,06/07/24 22:00:00,539,362,104,407,403,394,,256,539,
168,06/07/24 23:00:00,356,252,183,393,296,268,,272,379,
169,06/08/24 00:00:00,356,207,182,404,334,306,,273,424,
170,06/08/24 01:00:00,277,176,186,342,237,241,,253,323,
171,06/08/24 02:00:00,218,146,174,287,177,189,,207,248,
172,06/08/24 03:00:00,182,116,173,287,191,194,,177,228,
173,06/08/24 04:00:00,179,94,169,234,126,171,,166,196,
174,06/08/24 05:00:00,188,94,154,207,102,163,,171,187,
175,06/08/24 06:00:00,103,89,138,187,91,102,,124,129,
176,06/08/24 07:00:00,39,33,53,68,31,41,,52,53,
177,06/08/24 08:00:00,38,27,36,48,23,43,,57,56,
178,06/08/24 09:00:00,52,19,28,37,16,24,,33,31,
179,06/08/24 10:00:00,37,18,33,38,14,21,,31,26,
180,06/08/24 11:00:00,24,16,24,29,12,14,,22,21,
181,06/08/24 12:00:00,43,22,38,44,17,21,,33,28,
182,06/08/24 13:00:00,48,38,73,73,23,29,,66,44,
183,06/08/24 14:00:00,42,47,79,54,18,22,,64,41,
184,06/08/24 15:00:00,71,139,154,52,18,24,,144,72,
185,06/08/24 16:00:00,276,324,183,52,23,27,,262,183,
186,06/08/24 17:00:00,291,346,54,198,23,22,,277,226,
187,06/08/24 18:00:00,474,472,41,47,23,21,,394,402,
188,06/08/24 19:00:00,557,639,34,197,33,,,,,
189,06/08/24 20:00:00,621,718,33,514,209,22,816,563,589,
190,06/08/24 21:00:00,664,758,34,549,668,113,858,594,684,
191,06/08/24 22:00:00,117,737,34,574,739,522,854,276,679,
192,06/08/24 23:00:00,666,136,37,588,784,561,391,236,696,
193,06/09/24 00:00:00,608,74,52,558,777,492,76,93,642,
194,06/09/24 01:00:00,512,46,53,519,714,479,73,413,537,
195,06/09/24 02:00:00,533,38,61,519,687,484,49,59,506,
196,06/09/24 03:00:00,341,37,93,479,557,388,58,66,392,
197,06/09/24 04:00:00,292,32,411,411,169,317,63,182,89,
198,06/09/24 05:00:00,141,49,411,379,94,236,81,129,78,
199,06/09/24 06:00:00,39,57,182,189,63,82,62,79,73,
200,06/09/24 07:00:00,47,32,48,62,28,43,27,53,54,
201,06/09/24 08:00:00,19,17,21,29,14,18,17,26,27,
202,06/09/24 09:00:00,36,14,22,28,12,16,12,22,22,
203,06/09/24 10:00:00,19,9,17,22,8,12,9,17,16,
204,06/09/24 11:00:00,12,8,21,22,6,9,13,19,13,
205,06/09/24 12:00:00,19,11,17,22,8,12,19,18,17,
206,06/09/24 13:00:00,33,16,21,28,12,16,34,23,23,
207,06/09/24 14:00:00,51,26,32,44,19,26,52,37,38,
208,06/09/24 15:00:00,61,38,43,63,29,38,78,53,56,
209,06/09/24 16:00:00,97,56,63,91,42,53,82,78,81,
210,06/09/24 17:00:00,129,78,86,124,61,74,116,106,113,
211,06/09/24 18:00:00,171,107,113,169,84,99,168,143,156,
212,06/09/24 19:00:00,248,146,141,217,112,128,373,189,207,
213,06/09/24 20:00:00,329,234,157,291,171,164,564,282,301,
214,06/09/24 21:00:00,254,251,177,333,209,182,242,277,304,
215,06/09/24 22:00:00,353,196,179,308,183,204,366,267,309,
216,06/09/24 23:00:00,308,198,189,326,198,197,253,258,284,
217,06/10/24 00:00:00,313,,,329,209,,,,,
218,06/10/24 01:00:00,261,142,163,288,189,,232,,,
219,06/10/24 02:00:00,257,141,177,303,201,219,191,204,248,
220,06/10/24 03:00:00,188,113,163,254,156,181,156,179,221,
221,06/10/24 04:00:00,143,88,141,203,112,148,112,146,169,
222,06/10/24 05:00:00,122,66,131,172,87,123,79,117,128,
223,06/10/24 06:00:00,77,48,96,122,56,84,56,89,89,
224,06/10/24 07:00:00,48,33,79,91,34,63,31,67,57,
225,06/10/24 08:00:00,33,23,66,69,21,42,22,48,36,
226,06/10/24 09:00:00,24,17,46,47,14,23,16,31,22,
227,06/10/24 10:00:00,11,14,73,61,11,14,9,43,13,
228,06/10/24 11:00:00,12,22,144,106,9,12,9,76,9,
229,06/10/24 12:00:00,14,32,152,117,12,12,13,94,11,
230,06/10/24 13:00:00,21,52,181,136,12,14,116,134,13,
231,06/10/24 14:00:00,28,102,211,24,13,16,188,184,16,
232,06/10/24 15:00:00,102,221,248,26,14,17,277,247,43,
233,06/10/24 16:00:00,303,352,197,29,17,18,379,319,279,
234,06/10/24 17:00:00,388,454,33,248,18,19,503,396,397,
235,06/10/24 18:00:00,482,557,33,42,23,19,692,473,471,
236,06/10/24 19:00:00,562,649,33,194,34,22,822,537,543,
237,06/10/24 20:00:00,624,726,34,527,214,24,829,586,611,
238,06/10/24 21:00:00,654,757,37,558,669,212,846,606,649,
239,06/10/24 22:00:00,106,727,37,579,747,511,849,283,683,
240,06/10/24 23:00:00,672,141,34,589,794,573,692,242,699,
241,06/11/24 00:00:00,638,42,37,577,801,567,58,44,681,
242,06/11/24 01:00:00,577,34,38,562,778,537,43,457,589,
243,06/11/24 02:00:00,501,31,43,528,709,491,33,39,529,
244,06/11/24 03:00:00,176,97,144,302,246,222,149,162,257,
245,06/11/24 04:00:00,129,93,138,201,107,144,111,149,168,
246,06/11/24 05:00:00,92,68,98,138,69,96,69,108,116,
247,06/11/24 06:00:00,89,53,82,111,52,72,63,84,86,
248,06/11/24 07:00:00,31,36,157,146,37,118,22,88,58,
249,06/11/24 08:00:00,22,19,177,138,17,97,16,47,21,
250,06/11/24 09:00:00,16,32,137,97,13,53,14,54,16,
251,06/11/24 10:00:00,12,16,122,79,11,17,12,66,12,
252,06/11/24 11:00:00,13,21,127,92,9,12,12,73,11,
253,06/11/24 12:00:00,16,32,148,113,12,12,14,94,12,
254,06/11/24 13:00:00,23,53,181,136,12,14,126,132,14,
255,06/11/24 14:00:00,33,98,208,32,14,17,186,179,19,
256,06/11/24 15:00:00,104,206,244,36,17,19,268,239,48,
257,06/11/24 16:00:00,292,333,196,43,18,22,368,309,266,
258,06/11/24 17:00:00,341,434,49,241,24,23,497,388,383,
259,06/11/24 18:00:00,481,546,44,62,32,23,697,466,462,
260,06/11/24 19:00:00,571,612,54,218,73,36,833,514,522,
261,06/11/24 20:00:00,659,681,53,484,228,49,791,541,567,
262,06/11/24 21:00:00,354,631,73,498,543,173,562,498,566,
263,06/11/24 22:00:00,362,518,74,492,562,399,912,316,614,
264,06/11/24 23:00:00,402,233,82,528,658,463,718,257,644,
265,06/12/24 00:00:00,453,133,83,531,674,489,268,153,634,
266,06/12/24 01:00:00,341,117,112,463,547,394,103,287,482,
267,06/12/24 02:00:00,438,68,112,463,553,436,94,109,483,
268,06/12/24 03:00:00,272,54,144,426,433,374,81,99,372,
269,06/12/24 04:00:00,356,61,273,329,171,297,52,159,158,
270,06/12/24 05:00:00,56,53,232,244,101,183,81,114,117,
271,06/12/24 06:00:00,64,44,173,177,62,112,41,99,78,
272,06/12/24 07:00:00,52,32,97,102,34,67,26,62,52,
273,06/12/24 08:00:00,19,22,53,59,22,43,24,47,38,
274,06/12/24 09:00:00,22,12,28,32,11,22,12,28,22,
275,06/12/24 10:00:00,19,9,24,26,7,13,13,21,14,
276,06/12/24 11:00:00,26,16,49,46,11,14,28,34,18,
277,06/12/24 12:00:00,27,24,74,64,12,19,31,63,26,
278,06/12/24 13:00:00,36,42,118,93,16,21,99,102,29,
279,06/12/24 14:00:00,39,93,193,53,18,22,191,179,32,
280,06/12/24 15:00:00,121,203,241,39,18,21,262,241,52,
281,06/12/24 16:00:00,264,324,183,47,21,23,323,281,249,
282,06/12/24 17:00:00,384,406,44,213,23,24,492,356,357,
283,06/12/24 18:00:00,494,556,38,47,24,22,692,471,466,
284,06/12/24 19:00:00,572,656,33,192,33,19,833,544,549,
285,06/12/24 20:00:00,634,734,31,534,209,21,839,593,618,
286,06/12/24 21:00:00,677,783,31,573,694,217,878,621,663,
287,06/12/24 22:00:00,96,758,31,596,779,558,874,286,701,
288,06/12/24 23:00:00,688,144,31,602,823,589,739,249,716,
289,06/13/24 00:00:00,656,36,32,584,828,582,53,36,694,
290,06/13/24 01:00:00,597,29,33,574,803,553,34,463,602,
291,06/13/24 02:00:00,517,24,34,541,734,503,26,32,542,
292,06/13/24 03:00:00,441,22,66,489,592,446,23,31,481,
293,06/13/24 04:00:00,359,19,468,436,147,382,22,239,53,
294,06/13/24 05:00:00,26,18,422,318,31,314,19,162,24,
295,06/13/24 06:00:00,21,16,358,211,21,256,17,167,21,
296,06/13/24 07:00:00,17,14,302,244,17,206,14,106,17,
297,06/13/24 08:00:00,14,14,249,188,14,147,12,27,13,
298,06/13/24 09:00:00,13,51,218,144,14,73,11,66,12,
299,06/13/24 10:00:00,12,14,182,111,12,14,9,88,11,
300,06/13/24 11:00:00,12,23,162,117,11,12,11,84,9,
301,06/13/24 12:00:00,16,34,166,126,12,12,13,102,9,
302,06/13/24 13:00:00,21,53,187,142,12,13,119,137,12,
303,06/13/24 14:00:00,29,96,211,26,13,16,187,182,17,
304,06/13/24 15:00:00,148,211,248,29,14,18,278,246,44,
305,06/13/24 16:00:00,304,352,202,33,17,19,381,322,281,
306,06/13/24 17:00:00,393,457,32,249,18,19,512,397,398,
307,06/13/24 18:00:00,488,562,31,41,23,19,697,473,474,
308,06/13/24 19:00:00,569,658,29,188,32,18,837,542,549,
309,06/13/24 20:00:00,631,737,28,533,206,18,842,592,616,
310,06/13/24 21:00:00,672,782,28,572,694,192,874,621,664,
311,06/13/24 22:00:00,94,754,28,593,777,529,871,291,698,
312,06/13/24 23:00:00,686,146,28,602,822,589,752,248,717,
313,06/14/24 00:00:00,651,34,29,584,826,582,52,36,696,
314,06/14/24 01:00:00,593,28,31,573,802,551,34,463,602,
315,06/14/24 02:00:00,518,24,33,542,738,506,26,31,544,
316,06/14/24 03:00:00,442,21,63,493,598,448,22,29,484,
317,06/14/24 04:00:00,361,18,469,438,149,384,21,239,54,
318,06/14/24 05:00:00,24,18,426,321,32,318,19,166,24,
319,06/14/24 06:00:00,21,16,363,212,22,259,17,168,21,
320,06/14/24 07:00:00,18,16,307,249,18,209,16,109,18,
321,06/14/24 08:00:00,16,16,257,193,16,148,13,28,14,
322,06/14/24 09:00:00,13,51,218,144,14,72,12,66,12,
323,06/14/24 10:00:00,12,14,181,108,12,14,9,86,9,
324,06/14/24 11:00:00,12,21,144,103,8,12,11,76,9,
325,06/14/24 12:00:00,16,34,167,124,12,12,16,102,11,
326,06/14/24 13:00:00,22,56,193,146,12,14,124,142,13,
327,06/14/24 14:00:00,29,92,203,28,13,16,164,171,18,
328,06/14/24 15:00:00,73,89,131,66,22,28,132,138,62,
329,06/14/24 16:00:00,208,157,111,102,33,39,223,187,147,
330,06/14/24 17:00:00,292,277,106,181,49,53,324,263,224,
331,06/14/24 18:00:00,281,328,111,188,87,79,452,298,274,
332,06/14/24 19:00:00,399,402,103,247,122,108,386,343,337,
333,06/14/24 20:00:00,361,476,94,376,226,132,617,393,401,
334,06/14/24 21:00:00,458,408,116,393,334,192,386,407,453,
335,06/14/24 22:00:00,291,466,103,458,488,297,559,296,472,
336,06/14/24 23:00:00,681,181,69,468,566,492,729,238,634,
337,06/15/24 00:00:00,654,46,38,564,773,541,59,52,651,
338,06/15/24 01:00:00,599,36,38,551,756,497,83,396,562,
339,06/15/24 02:00:00,161,39,73,346,414,272,86,93,303,
340,06/15/24 03:00:00,301,58,136,318,273,242,34,91,251,
341,06/15/24 04:00:00,227,38,262,298,133,283,76,163,113,
342,06/15/24 05:00:00,42,36,291,246,63,231,28,126,71,
343,06/15/24 06:00:00,49,32,73,73,31,123,51,59,53,
344,06/15/24 07:00:00,34,26,33,47,23,29,33,38,39,
345,06/15/24 08:00:00,26,18,19,29,13,19,23,31,29,
346,06/15/24 09:00:00,18,21,61,54,16,23,13,42,23,
347,06/15/24 10:00:00,12,16,143,91,12,17,11,71,13,
348,06/15/24 11:00:00,17,18,108,81,11,14,16,63,13,
349,06/15/24 12:00:00,24,22,58,53,12,17,26,44,22,
350,06/15/24 13:00:00,17,18,34,33,8,13,18,37,22,
351,06/15/24 14:00:00,48,62,126,34,14,14,178,108,22,
352,06/15/24 15:00:00,172,193,229,49,18,22,257,237,54,
353,06/15/24 16:00:00,171,313,232,101,43,43,183,323,276,
354,06/15/24 17:00:00,378,354,76,183,39,41,487,333,332,
355,06/15/24 18:00:00,257,426,68,119,66,53,872,392,398,
356,06/15/24 19:00:00,377,393,108,288,119,97,514,371,392,
357,06/15/24 20:00:00,292,304,139,319,183,149,291,339,359,
358,06/15/24 21:00:00,738,613,58,483,529,223,882,508,532,
359,06/15/24 22:00:00,261,579,49,499,601,407,398,231,574,
360,06/15/24 23:00:00,653,132,34,557,754,543,704,231,678,
361,06/16/24 00:00:00,623,56,49,551,727,507,58,61,608,
362,06/16/24 01:00:00,564,29,31,544,746,519,38,437,573,
363,06/16/24 02:00:00,493,26,33,512,684,474,29,34,516,
364,06/16/24 03:00:00,417,22,61,466,551,418,23,33,453,
365,06/16/24 04:00:00,158,18,386,376,153,331,32,174,71,
366,06/16/24 05:00:00,77,43,202,201,86,143,59,102,102,
367,06/16/24 06:00:00,39,39,331,233,43,244,29,189,61,
368,06/16/24 07:00:00,23,16,262,217,18,181,16,101,21,
369,06/16/24 08:00:00,26,19,246,197,23,144,22,48,27,
370,06/16/24 09:00:00,23,33,137,101,14,49,18,63,19,
371,06/16/24 10:00:00,14,17,151,101,13,19,13,83,16,
372,06/16/24 11:00:00,13,16,61,52,8,12,13,44,16,
373,06/16/24 12:00:00,28,17,31,36,11,16,28,34,23,
374,06/16/24 13:00:00,23,26,43,43,13,17,23,48,28,
375,06/16/24 14:00:00,29,28,32,42,17,21,32,43,37,
376,06/16/24 15:00:00,52,43,39,57,28,32,47,58,57,
377,06/16/24 16:00:00,64,41,41,63,33,38,62,57,61,
378,06/16/24 17:00:00,66,71,58,94,49,57,68,93,96,
379,06/16/24 18:00:00,511,279,66,113,54,48,486,239,234,
380,06/16/24 19:00:00,596,572,47,196,68,41,391,467,482,
381,06/16/24 20:00:00,242,133,99,182,97,106,227,163,176,
382,06/16/24 21:00:00,326,211,121,272,188,157,327,229,259,
383,06/16/24 22:00:00,337,394,92,402,411,311,329,277,483,
384,06/16/24 23:00:00,463,176,69,464,551,384,387,226,531,
385,06/17/24 00:00:00,703,123,91,482,573,419,133,154,534,
386,06/17/24 01:00:00,294,96,128,404,421,357,218,278,404,
387,06/17/24 02:00:00,223,132,148,291,213,203,173,193,266,
388,06/17/24 03:00:00,283,98,128,223,147,144,158,147,181,
389,06/17/24 04:00:00,116,61,301,341,193,301,68,193,152,
390,06/17/24 05:00:00,112,58,109,144,71,109,84,94,107,
391,06/17/24 06:00:00,106,52,87,117,54,79,68,88,87,
392,06/17/24 07:00:00,14,34,63,79,31,58,9,66,53,
393,06/17/24 08:00:00,12,9,12,19,9,12,8,16,17,
394,06/17/24 09:00:00,4,8,14,19,8,12,3,14,16,
395,06/17/24 10:00:00,6,3,4,8,3,4,4,6,6,
396,06/17/24 11:00:00,4,1,2,4,1,2,2,3,4,
397,06/17/24 12:00:00,6,2,4,6,2,3,4,4,4,
398,06/17/24 13:00:00,8,4,6,8,3,4,8,7,7,
399,06/17/24 14:00:00,22,8,11,16,7,9,19,13,14,
400,06/17/24 15:00:00,22,12,13,21,11,14,16,19,21,
401,06/17/24 16:00:00,76,32,34,53,27,34,68,46,51,
402,06/17/24 17:00:00,78,49,54,81,41,56,98,76,82,
403,06/17/24 18:00:00,144,74,79,122,63,69,111,98,106,
404,06/17/24 19:00:00,166,104,108,172,92,98,143,127,138,
405,06/17/24 20:00:00,233,127,131,209,113,121,247,157,172,
406,06/17/24 21:00:00,208,152,152,247,133,158,249,211,231,
407,06/17/24 22:00:00,238,146,156,247,131,167,246,218,244,
408,06/17/24 23:00:00,229,161,167,272,149,181,216,229,256,
409,06/18/24 00:00:00,242,159,169,273,151,181,224,223,247,
410,06/18/24 01:00:00,197,139,154,243,131,156,161,198,216,
411,06/18/24 02:00:00,204,114,131,202,107,126,189,162,173,
412,06/18/24 03:00:00,93,99,116,178,94,113,84,143,154,
413,06/18/24 04:00:00,113,78,93,141,72,87,99,113,121,
414,06/18/24 05:00:00,82,71,89,131,67,84,89,104,113,
415,06/18/24 06:00:00,108,48,82,107,49,87,69,89,92,
416,06/18/24 07:00:00,43,44,66,89,43,53,37,64,67,
417,06/18/24 08:00:00,53,24,28,43,22,27,34,36,38,
418,06/18/24 09:00:00,17,26,33,47,23,29,14,39,41,
419,06/18/24 10:00:00,36,9,11,17,8,11,31,14,16,
420,06/18/24 11:00:00,9,16,27,32,12,19,9,29,24,
