Line#,Date,"Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401800:21362313-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362314-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362316-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362320-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401800:21390414-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398617-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398623-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6"
358,09/22/22 12:00:00,1,1,1,1,1,,,1,1,1,,1,1,,1
359,09/22/22 12:10:00,,,,,,1,1,,,,,,,,
360,09/22/22 12:30:00,1,1,1,1,1,,,1,1,1,,1,1,,1
361,09/22/22 12:40:00,,,,,,1,1,,,,,,,,
362,09/22/22 13:00:00,1,1,1,1,1,,,1,1,1,,1,1,,1
363,09/22/22 13:10:00,,,,,,1,1,,,,,,,,
364,09/22/22 13:30:00,1,1,1,1,1,,,1,1,1,,1,1,,1
365,09/22/22 13:40:00,,,,,,1,1,,,,,,,,
366,09/22/22 14:00:00,1,1,1,1,1,,,1,1,1,,1,1,,1
367,09/22/22 14:10:00,,,,,,1,1,,,,,,,,
368,09/22/22 14:30:00,1,1,1,1,1,,,1,1,1,,1,1,,1
369,09/22/22 14:40:00,,,,,,1,1,,,,,,,,
370,09/22/22 15:00:00,1,1,1,1,1,,,1,1,1,,1,1,,1
371,09/22/22 15:10:00,,,,,,1,1,,,,,,,,
372,09/22/22 15:30:00,1,1,1,1,1,,,1,1,1,,1,1,,1
373,09/22/22 15:40:00,,,,,,1,1,,,,,,,,
374,09/22/22 16:00:00,2,1,1,1,1,,,1,1,1,,2,1,,3
375,09/22/22 16:10:00,,,,,,1,4,,,,,,,,
376,09/22/22 16:30:00,12,4,3,4,1,,,3,4,3,,16,6,,12
377,09/22/22 16:40:00,,,,,,2,16,,,,,,,,
378,09/22/22 17:00:00,31,16,7,11,4,,,11,12,8,,32,33,,29
379,09/22/22 17:10:00,,,,,,7,44,,,,,,,,
380,09/22/22 17:30:00,26,49,13,23,11,,,32,39,21,,34,34,,46
381,09/22/22 17:40:00,,,,,,12,44,,,,,,,,
382,09/22/22 18:00:00,56,47,18,38,21,,,38,39,31,,57,47,,43
383,09/22/22 18:10:00,,,,,,18,81,,,,,,,,
384,09/22/22 18:30:00,43,46,22,46,26,,,43,44,37,,54,53,,138
385,09/22/22 18:40:00,,,,,,27,72,,,,,,,,
386,09/22/22 19:00:00,69,48,26,53,33,,,49,49,43,,68,54,,123
387,09/22/22 19:10:00,,,,,,46,116,,,,,,,,
388,09/22/22 19:30:00,112,84,48,97,59,,,92,87,79,,104,97,,78
389,09/22/22 19:40:00,,,,,,53,66,,,,,,,,
390,09/22/22 20:00:00,97,56,49,83,49,,,69,62,63,,93,78,,149
391,09/22/22 20:10:00,,,,,,63,138,,,,,,,,
392,09/22/22 20:30:00,109,74,61,109,69,,,93,86,84,,127,104,,158
393,09/22/22 20:40:00,,,,,,74,91,,,,,,,,
394,09/22/22 21:00:00,81,71,62,108,67,,,93,84,86,,92,103,,97
395,09/22/22 21:10:00,,,,,,59,48,,,,,,,,
396,09/22/22 21:30:00,64,46,44,73,43,,,61,54,56,,76,71,,84
397,09/22/22 21:40:00,,,,,,48,71,,,,,,,,
398,09/22/22 22:00:00,69,48,46,74,42,,,61,56,56,,82,72,,98
399,09/22/22 22:10:00,,,,,,57,76,,,,,,,,
400,09/22/22 22:30:00,87,57,51,88,54,,,72,66,67,,108,82,,96
401,09/22/22 22:40:00,,,,,,63,72,,,,,,,,
402,09/22/22 23:00:00,88,56,53,89,53,,,76,68,69,,99,86,,99
403,09/22/22 23:10:00,,,,,,61,83,,,,,,,,
404,09/22/22 23:30:00,71,52,49,84,49,,,67,61,62,,104,78,,66
405,09/22/22 23:40:00,,,,,,47,44,,,,,,,,
406,09/23/22 00:00:00,57,38,37,61,34,,,49,44,44,,71,57,,104
407,09/23/22 00:10:00,,,,,,48,47,,,,,,,,
408,09/23/22 00:30:00,43,39,38,64,37,,,52,47,48,,44,59,,68
409,09/23/22 00:40:00,,,,,,36,43,,,,,,,,
410,09/23/22 01:00:00,82,29,31,49,27,,,38,34,37,,103,47,,72
411,09/23/22 01:10:00,,,,,,33,27,,,,,,,,
412,09/23/22 01:30:00,43,23,22,39,23,,,29,27,28,,48,34,,62
413,09/23/22 01:40:00,,,,,,38,58,,,,,,,,
414,09/23/22 02:00:00,67,41,51,81,49,,,62,52,64,,81,72,,117
415,09/23/22 02:10:00,,,,,,64,56,,,,,,,,
416,09/23/22 02:30:00,78,39,44,83,63,,,63,48,67,,84,63,,83
417,09/23/22 02:40:00,,,,,,71,56,,,,,,,,
418,09/23/22 03:00:00,43,32,44,76,52,,,57,42,66,,47,58,,42
419,09/23/22 03:10:00,,,,,,41,22,,,,,,,,
420,09/23/22 03:30:00,19,16,22,38,27,,,26,21,29,,23,28,,22
421,09/23/22 03:40:00,,,,,,18,13,,,,,,,,
422,09/23/22 04:00:00,11,8,11,16,8,,,12,11,14,,9,14,,12
423,09/23/22 04:10:00,,,,,,9,4,,,,,,,,
424,09/23/22 04:30:00,1,2,2,4,2,,,2,2,3,,1,3,,2
425,09/23/22 04:40:00,,,,,,1,1,,,,,,,,
426,09/23/22 05:00:00,1,1,1,1,1,,,1,1,1,,1,1,,1
427,09/23/22 05:10:00,,,,,,1,1,,,,,,,,
428,09/23/22 05:30:00,1,1,1,1,1,,,1,1,1,,1,1,,1
429,09/23/22 05:40:00,,,,,,1,1,,,,,,,,
430,09/23/22 06:00:00,1,1,1,1,1,,,1,1,1,,1,1,,1
431,09/23/22 06:10:00,,,,,,1,1,,,,,,,,
432,09/23/22 06:30:00,1,1,1,1,1,,,1,1,1,,1,1,,1
433,09/23/22 06:40:00,,,,,,1,1,,,,,,,,
434,09/23/22 07:00:00,1,1,1,1,1,,,1,1,1,,1,1,,1
435,09/23/22 07:10:00,,,,,,1,1,,,,,,,,
436,09/23/22 07:30:00,1,1,1,1,1,,,1,1,1,,1,1,,1
437,09/23/22 07:40:00,,,,,,1,1,,,,,,,,
438,09/23/22 08:00:00,1,1,1,1,1,,,1,1,1,,1,1,,1
439,09/23/22 08:10:00,,,,,,1,1,,,,,,,,
440,09/23/22 08:30:00,1,1,1,1,1,,,1,1,1,,1,1,,1
441,09/23/22 08:40:00,,,,,,1,1,,,,,,,,
442,09/23/22 09:00:00,1,1,1,1,1,,,1,1,1,,1,1,,1
443,09/23/22 09:10:00,,,,,,1,1,,,,,,,,
444,09/23/22 09:30:00,1,1,1,1,1,,,1,1,1,,1,1,,1
445,09/23/22 09:40:00,,,,,,1,1,,,,,,,,
446,09/23/22 10:00:00,1,1,1,1,1,,,1,1,1,,1,1,,1
447,09/23/22 10:10:00,,,,,,1,1,,,,,,,,
448,09/23/22 10:30:00,1,1,1,1,1,,,1,1,1,,1,1,,1
449,09/23/22 10:40:00,,,,,,1,1,,,,,,,,
450,09/23/22 11:00:00,1,1,1,1,1,,,1,1,1,,1,1,,1
451,09/23/22 11:10:00,,,,,,1,1,,,,,,,,
452,09/23/22 11:30:00,1,1,1,1,1,,,1,1,1,,1,1,,1
453,09/23/22 11:40:00,,,,,,1,1,,,,,,,,
454,09/23/22 12:00:00,1,1,1,1,1,,,1,1,1,,1,1,,1
455,09/23/22 12:10:00,,,,,,1,1,,,,,,,,
456,09/23/22 12:30:00,1,1,1,1,1,,,1,1,1,,1,1,,1
457,09/23/22 12:40:00,,,,,,1,1,,,,,,,,
458,09/23/22 13:00:00,1,1,1,1,1,,,1,1,1,,1,1,,1
459,09/23/22 13:10:00,,,,,,1,1,,,,,,,,
460,09/23/22 13:30:00,1,1,1,1,1,,,1,1,1,,1,1,,1
461,09/23/22 13:40:00,,,,,,1,1,,,,,,,,
462,09/23/22 14:00:00,1,1,1,1,1,,,1,1,1,,1,1,,1
463,09/23/22 14:10:00,,,,,,1,1,,,,,,,,
464,09/23/22 14:30:00,1,1,1,1,1,,,1,1,1,,1,1,,1
465,09/23/22 14:40:00,,,,,,1,1,,,,,,,,
466,09/23/22 15:00:00,1,1,1,1,1,,,1,1,1,,1,1,,1
467,09/23/22 15:10:00,,,,,,1,1,,,,,,,,
468,09/23/22 15:30:00,1,1,1,1,1,,,1,1,1,,1,1,,1
469,09/23/22 15:40:00,,,,,,1,1,,,,,,,,
470,09/23/22 16:00:00,1,1,1,1,1,,,1,1,1,,1,1,,1
471,09/23/22 16:10:00,,,,,,1,1,,,,,,,,
472,09/23/22 16:30:00,2,1,1,1,1,,,1,1,1,,2,1,,2
473,09/23/22 16:40:00,,,,,,1,2,,,,,,,,
474,09/23/22 17:00:00,9,2,2,4,1,,,2,2,2,,9,3,,13
475,09/23/22 17:10:00,,,,,,4,13,,,,,,,,
476,09/23/22 17:30:00,18,9,8,14,7,,,11,11,11,,22,14,,29
477,09/23/22 17:40:00,,,,,,9,16,,,,,,,,
478,09/23/22 18:00:00,43,19,16,26,14,,,21,21,18,,48,24,,41
479,09/23/22 18:10:00,,,,,,21,44,,,,,,,,
480,09/23/22 18:30:00,46,33,24,43,24,,,36,34,32,,52,41,,68
481,09/23/22 18:40:00,,,,,,29,43,,,,,,,,
482,09/23/22 19:00:00,58,38,28,49,31,,,39,37,37,,61,46,,74
483,09/23/22 19:10:00,,,,,,34,58,,,,,,,,
484,09/23/22 19:30:00,52,46,36,63,37,,,,,,,,,,59
485,09/23/22 19:40:00,,,,,,39,36,,,,,,,,
486,09/23/22 20:00:00,79,44,38,63,36,,,,,,,87,,,158
487,09/23/22 20:10:00,,,,,,48,69,,,,,,,,
488,09/23/22 20:30:00,113,63,49,89,54,,,89,82,92,,123,106,,109
489,09/23/22 20:40:00,,,,,,63,76,,,,,,,,
490,09/23/22 21:00:00,78,59,51,88,53,,,71,64,64,,82,76,,86
491,09/23/22 21:10:00,,,,,,54,62,,,,,,,,
492,09/23/22 21:30:00,112,59,52,87,51,,,,,,,,,,222
493,09/23/22 21:40:00,,,,,,64,74,,,,,,,,
494,09/23/22 22:00:00,111,66,52,94,59,,,,,,,,,,89
495,09/23/22 22:10:00,,,,,,63,86,,,,,,,,
496,09/23/22 22:30:00,106,67,53,103,72,,,,,,,139,,,104
497,09/23/22 22:40:00,,,,,,67,84,,,,,,,,
498,09/23/22 23:00:00,101,58,53,87,52,,,89,82,84,42,122,102,,118
499,09/23/22 23:10:00,,,,,,62,76,,,,,,,,
500,09/23/22 23:30:00,66,58,51,93,59,,,78,69,76,34,76,82,,191
501,09/23/22 23:40:00,,,,,,56,107,,,,,,,,
502,09/24/22 00:00:00,66,58,51,87,53,,,71,64,64,34,81,78,,81
503,09/24/22 00:10:00,,,,,,58,41,,,,,,,,
504,09/24/22 00:30:00,73,42,43,67,38,,,54,49,52,28,58,63,,59
505,09/24/22 00:40:00,,,,,,44,56,,,,,,,,
506,09/24/22 01:00:00,34,34,32,54,33,,,43,39,41,19,29,48,,83
507,09/24/22 01:10:00,,,,,,36,47,,,,,,,,
508,09/24/22 01:30:00,38,32,33,52,31,,,42,38,41,21,56,48,,81
509,09/24/22 01:40:00,,,,,,39,49,,,,,,,,
510,09/24/22 02:00:00,38,29,32,53,32,,,42,37,43,21,43,47,,42
511,09/24/22 02:10:00,,,,,,31,27,,,,,,,,
512,09/24/22 02:30:00,21,16,17,29,17,,,23,19,22,9,24,26,,36
513,09/24/22 02:40:00,,,,,,18,23,,,,,,,,
514,09/24/22 03:00:00,27,16,17,28,16,,,21,18,22,9,33,24,,32
515,09/24/22 03:10:00,,,,,,21,29,,,,,,,,
516,09/24/22 03:30:00,26,17,24,33,18,,,24,21,27,13,32,31,,32
517,09/24/22 03:40:00,,,,,,24,19,,,,,,,,
518,09/24/22 04:00:00,11,11,13,21,12,,,14,13,17,7,12,18,,13
519,09/24/22 04:10:00,,,,,,9,4,,,,,,,,
520,09/24/22 04:30:00,1,2,2,4,2,,,3,2,3,1,2,3,,2
521,09/24/22 04:40:00,,,,,,1,1,,,,,,,,
522,09/24/22 05:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
523,09/24/22 05:10:00,,,,,,1,1,,,,,,,,
524,09/24/22 05:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
525,09/24/22 05:40:00,,,,,,1,1,,,,,,,,
526,09/24/22 06:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
527,09/24/22 06:10:00,,,,,,1,1,,,,,,,,
528,09/24/22 06:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
529,09/24/22 06:40:00,,,,,,1,1,,,,,,,,
530,09/24/22 07:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
531,09/24/22 07:10:00,,,,,,1,1,,,,,,,,
532,09/24/22 07:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
533,09/24/22 07:40:00,,,,,,1,1,,,,,,,,
534,09/24/22 08:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
535,09/24/22 08:10:00,,,,,,1,1,,,,,,,,
536,09/24/22 08:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
537,09/24/22 08:40:00,,,,,,1,1,,,,,,,,
538,09/24/22 09:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
539,09/24/22 09:10:00,,,,,,1,1,,,,,,,,
540,09/24/22 09:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
541,09/24/22 09:40:00,,,,,,1,1,,,,,,,,
542,09/24/22 10:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
543,09/24/22 10:10:00,,,,,,1,1,,,,,,,,
544,09/24/22 10:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
545,09/24/22 10:40:00,,,,,,1,1,,,,,,,,
546,09/24/22 11:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
547,09/24/22 11:10:00,,,,,,1,1,,,,,,,,
548,09/24/22 11:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
549,09/24/22 11:40:00,,,,,,1,1,,,,,,,,
550,09/24/22 12:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
551,09/24/22 12:10:00,,,,,,1,1,,,,,,,,
552,09/24/22 12:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
553,09/24/22 12:40:00,,,,,,1,1,,,,,,,,
554,09/24/22 13:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
555,09/24/22 13:10:00,,,,,,1,1,,,,,,,,
556,09/24/22 13:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
557,09/24/22 13:40:00,,,,,,1,1,,,,,,,,
558,09/24/22 14:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
559,09/24/22 14:10:00,,,,,,1,1,,,,,,,,
560,09/24/22 14:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
561,09/24/22 14:40:00,,,,,,1,1,,,,,,,,
562,09/24/22 15:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
563,09/24/22 15:10:00,,,,,,1,1,,,,,,,,
564,09/24/22 15:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
565,09/24/22 15:40:00,,,,,,1,1,,,,,,,,
566,09/24/22 16:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
567,09/24/22 16:10:00,,,,,,1,1,,,,,,,,
568,09/24/22 16:30:00,1,1,1,1,1,,,1,1,1,1,2,1,,2
569,09/24/22 16:40:00,,,,,,1,1,,,,,,,,
570,09/24/22 17:00:00,3,1,1,1,1,,,2,2,2,1,3,2,,4
571,09/24/22 17:10:00,,,,,,2,2,,,,,,,,
572,09/24/22 17:30:00,8,3,3,4,2,,,4,3,4,2,8,4,,8
573,09/24/22 17:40:00,,,,,,4,9,,,,,,,,
574,09/24/22 18:00:00,14,8,8,13,8,,,9,9,9,4,14,12,,17
575,09/24/22 18:10:00,,,,,,8,9,,,,,,,,
576,09/24/22 18:30:00,14,7,7,11,6,,,8,7,8,3,16,11,,23
577,09/24/22 18:40:00,,,,,,9,22,,,,,,,,
578,09/24/22 19:00:00,57,24,19,33,21,,,27,24,24,13,56,29,,64
579,09/24/22 19:10:00,,,,,,32,51,,,,,,,,
580,09/24/22 19:30:00,38,42,37,61,36,,,51,43,46,24,49,57,,74
581,09/24/22 19:40:00,,,,,,39,74,,,,,,,,
582,09/24/22 20:00:00,64,44,37,62,36,,,51,46,46,24,72,59,,76
583,09/24/22 20:10:00,,,,,,43,74,,,,,,,,
584,09/24/22 20:30:00,81,53,41,74,44,,,63,56,56,29,79,68,,92
585,09/24/22 20:40:00,,,,,,48,41,,,,,,,,
586,09/24/22 21:00:00,66,42,38,63,36,,,53,47,48,26,74,61,,83
587,09/24/22 21:10:00,,,,,,41,46,,,,,,,,
588,09/24/22 21:30:00,58,38,37,59,34,,,49,42,44,24,67,57,,63
589,09/24/22 21:40:00,,,,,,43,56,,,,,,,,
590,09/24/22 22:00:00,71,39,39,61,33,,,49,43,44,26,83,61,,87
591,09/24/22 22:10:00,,,,,,46,56,,,,,,,,
592,09/24/22 22:30:00,58,44,42,68,41,,,56,47,49,28,63,63,,74
593,09/24/22 22:40:00,,,,,,46,51,,,,,,,,
594,09/24/22 23:00:00,53,42,41,64,37,,,52,46,47,27,67,62,,69
595,09/24/22 23:10:00,,,,,,46,59,,,,,,,,
596,09/24/22 23:30:00,44,36,37,56,31,,,46,39,41,24,52,56,,64
597,09/24/22 23:40:00,,,,,,39,54,,,,,,,,
598,09/25/22 00:00:00,64,38,38,59,33,,,49,43,44,24,67,57,,73
599,09/25/22 00:10:00,,,,,,41,51,,,,,,,,
600,09/25/22 00:30:00,42,32,32,49,27,,,41,34,37,21,46,48,,46
601,09/25/22 00:40:00,,,,,,31,31,,,,,,,,
602,09/25/22 01:00:00,51,28,27,43,26,,,36,31,33,17,56,41,,78
603,09/25/22 01:10:00,,,,,,29,42,,,,,,,,
604,09/25/22 01:30:00,47,31,32,51,28,,,41,34,38,21,57,46,,59
605,09/25/22 01:40:00,,,,,,33,39,,,,,,,,
606,09/25/22 02:00:00,48,27,28,44,26,,,36,29,33,17,52,41,,68
607,09/25/22 02:10:00,,,,,,33,37,,,,,,,,
608,09/25/22 02:30:00,41,24,26,41,24,,,31,27,31,16,46,36,,52
609,09/25/22 02:40:00,,,,,,31,28,,,,,,,,
610,09/25/22 03:00:00,13,16,18,28,16,,,22,18,22,11,17,26,,19
611,09/25/22 03:10:00,,,,,,14,13,,,,,,,,
612,09/25/22 03:30:00,12,8,8,14,7,,,11,9,11,6,12,12,,16
613,09/25/22 03:40:00,,,,,,7,8,,,,,,,,
614,09/25/22 04:00:00,6,4,4,8,4,,,7,6,6,2,7,8,,7
615,09/25/22 04:10:00,,,,,,4,4,,,,,,,,
616,09/25/22 04:30:00,1,1,2,3,1,,,2,2,2,1,1,3,,2
617,09/25/22 04:40:00,,,,,,1,1,,,,,,,,
618,09/25/22 05:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
619,09/25/22 05:10:00,,,,,,1,1,,,,,,,,
620,09/25/22 05:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
621,09/25/22 05:40:00,,,,,,1,1,,,,,,,,
622,09/25/22 06:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
623,09/25/22 06:10:00,,,,,,1,1,,,,,,,,
624,09/25/22 06:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
625,09/25/22 06:40:00,,,,,,1,1,,,,,,,,
626,09/25/22 07:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
627,09/25/22 07:10:00,,,,,,1,1,,,,,,,,
628,09/25/22 07:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
629,09/25/22 07:40:00,,,,,,1,1,,,,,,,,
630,09/25/22 08:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
631,09/25/22 08:10:00,,,,,,1,1,,,,,,,,
632,09/25/22 08:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
633,09/25/22 08:40:00,,,,,,1,1,,,,,,,,
634,09/25/22 09:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
635,09/25/22 09:10:00,,,,,,1,1,,,,,,,,
636,09/25/22 09:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
637,09/25/22 09:40:00,,,,,,1,1,,,,,,,,
638,09/25/22 10:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
639,09/25/22 10:10:00,,,,,,1,1,,,,,,,,
640,09/25/22 10:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
641,09/25/22 10:40:00,,,,,,1,1,,,,,,,,
642,09/25/22 11:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
643,09/25/22 11:10:00,,,,,,1,1,,,,,,,,
644,09/25/22 11:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
645,09/25/22 11:40:00,,,,,,1,1,,,,,,,,
646,09/25/22 12:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
647,09/25/22 12:10:00,,,,,,1,1,,,,,,,,
648,09/25/22 12:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
649,09/25/22 12:40:00,,,,,,1,1,,,,,,,,
650,09/25/22 13:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
651,09/25/22 13:10:00,,,,,,1,1,,,,,,,,
652,09/25/22 13:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
653,09/25/22 13:40:00,,,,,,1,1,,,,,,,,
654,09/25/22 14:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
655,09/25/22 14:10:00,,,,,,1,1,,,,,,,,
656,09/25/22 14:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
657,09/25/22 14:40:00,,,,,,1,1,,,,,,,,
658,09/25/22 15:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
659,09/25/22 15:10:00,,,,,,1,1,,,,,,,,
660,09/25/22 15:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
661,09/25/22 15:40:00,,,,,,1,1,,,,,,,,
662,09/25/22 16:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
663,09/25/22 16:10:00,,,,,,1,1,,,,,,,,
664,09/25/22 16:30:00,4,1,1,2,1,,,1,1,1,1,4,2,,4
665,09/25/22 16:40:00,,,,,,2,11,,,,,,,,
666,09/25/22 17:00:00,11,9,4,8,4,,,8,9,7,3,13,11,,28
667,09/25/22 17:10:00,,,,,,6,31,,,,,,,,
668,09/25/22 17:30:00,41,27,11,21,11,,,21,22,17,7,46,26,,28
669,09/25/22 17:40:00,,,,,,12,44,,,,,,,,
670,09/25/22 18:00:00,42,38,18,33,17,,,32,33,27,13,43,39,,47
671,09/25/22 18:10:00,,,,,,19,89,,,,,,,,
672,09/25/22 18:30:00,49,62,26,53,32,,,54,56,43,22,62,54,,56
673,09/25/22 18:40:00,,,,,,29,62,,,,,,,,
674,09/25/22 19:00:00,61,48,28,57,37,,,49,47,43,21,61,53,,63
675,09/25/22 19:10:00,,,,,,43,82,,,,,,,,
676,09/25/22 19:30:00,119,116,41,107,86,,,93,92,82,41,91,74,,121
677,09/25/22 19:40:00,,,,,,51,99,,,,,,,,
678,09/25/22 20:00:00,76,94,44,104,84,,,94,91,87,39,76,62,,219
679,09/25/22 20:10:00,,,,,,52,179,,,,,,,,
680,09/25/22 20:30:00,323,187,26,136,194,,,81,147,149,106,72,43,,59
681,09/25/22 20:40:00,,,,,,24,69,,,,,,,,
682,09/25/22 21:00:00,124,133,33,114,142,,,76,116,123,83,103,87,,142
683,09/25/22 21:10:00,,,,,,54,74,,,,,,,,
684,09/25/22 21:30:00,66,62,48,92,67,,,71,66,69,34,69,74,,91
685,09/25/22 21:40:00,,,,,,46,81,,,,,,,,
686,09/25/22 22:00:00,97,58,47,86,56,,,71,66,66,31,104,76,,156
687,09/25/22 22:10:00,,,,,,71,66,,,,,,,,
688,09/25/22 22:30:00,146,71,53,111,92,,,96,86,98,38,159,88,,117
689,09/25/22 22:40:00,,,,,,91,116,,,,,,,,
690,09/25/22 23:00:00,132,87,59,152,139,,,129,107,137,52,132,101,,136
691,09/25/22 23:10:00,,,,,,89,103,,,,,,,,
692,09/25/22 23:30:00,93,72,57,129,104,,,112,94,109,38,111,98,,114
693,09/25/22 23:40:00,,,,,,68,59,,,,,,,,
694,09/26/22 00:00:00,72,44,41,69,42,,,54,49,51,26,79,62,,108
695,09/26/22 00:10:00,,,,,,54,79,,,,,,,,
696,09/26/22 00:30:00,73,48,44,82,57,,,66,57,66,27,76,68,,124
697,09/26/22 00:40:00,,,,,,61,33,,,,,,,,
698,09/26/22 01:00:00,44,39,37,107,127,,,97,56,104,24,42,54,,238
699,09/26/22 01:10:00,,,,,,61,61,,,,,,,,
700,09/26/22 01:30:00,69,36,36,82,79,,,71,42,73,24,73,52,,57
701,09/26/22 01:40:00,,,,,,38,31,,,,,,,,
702,09/26/22 02:00:00,56,28,37,71,63,,,61,38,64,22,56,51,,47
703,09/26/22 02:10:00,,,,,,51,36,,,,,,,,
704,09/26/22 02:30:00,23,18,21,34,21,,,26,22,27,13,23,28,,23
705,09/26/22 02:40:00,,,,,,17,16,,,,,,,,
706,09/26/22 03:00:00,9,8,8,14,8,,,12,11,11,6,9,14,,14
707,09/26/22 03:10:00,,,,,,7,7,,,,,,,,
708,09/26/22 03:30:00,6,4,4,7,3,,,4,6,4,2,6,6,,7
709,09/26/22 03:40:00,,,,,,4,3,,,,,,,,
710,09/26/22 04:00:00,1,1,1,2,1,,,2,2,2,1,1,2,,2
711,09/26/22 04:10:00,,,,,,1,1,,,,,,,,
712,09/26/22 04:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
713,09/26/22 04:40:00,,,,,,1,1,,,,,,,,
714,09/26/22 05:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
715,09/26/22 05:10:00,,,,,,1,1,,,,,,,,
716,09/26/22 05:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
717,09/26/22 05:40:00,,,,,,1,1,,,,,,,,
718,09/26/22 06:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
719,09/26/22 06:10:00,,,,,,1,1,,,,,,,,
720,09/26/22 06:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
721,09/26/22 06:40:00,,,,,,1,1,,,,,,,,
722,09/26/22 07:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
723,09/26/22 07:10:00,,,,,,1,1,,,,,,,,
724,09/26/22 07:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
725,09/26/22 07:40:00,,,,,,1,1,,,,,,,,
726,09/26/22 08:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
727,09/26/22 08:10:00,,,,,,1,1,,,,,,,,
728,09/26/22 08:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
729,09/26/22 08:40:00,,,,,,1,1,,,,,,,,
730,09/26/22 09:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
