Line#,Date,"Wind Direction (S-WDA 21198259:21167037-1), *, RX3000_BRW1","Wind Speed (S-WSB 21198259:21176861-1), m/s, RX3000_BRW1","Wind Speed (RXW-WCF 21198259:21181033-1), m/s, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21181033-3), *, RX3000_BRW1","Wind Speed (RXW-WCF 21198259:21206909-1), m/s, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21206909-3), *, RX3000_BRW1","Wind Speed (RXW-WCF 21198259:21398709-1), m/s, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21398709-3), *, RX3000_BRW1","Wind Speed (RXW-WCF 21198259:21398712-1), m/s, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21398712-3), *, RX3000_BRW1","Wind Speed (RXW-WCF 21198259:21398715-1), m/s, RX3000_BRW1","Wind Direction (RXW-WCF 21198259:21398715-3), *, RX3000_BRW1","Wind Speed (RXW-WCF 21401801:21206912-1), m/s, RX3000_BRW4","Wind Direction (RXW-WCF 21401801:21206912-3), *, RX3000_BRW4","Wind Direction (S-WDA 21401801:21350820-1), *, RX3000_BRW4","Wind Speed (S-WSB 21401801:21350910-1), m/s, RX3000_BRW4","Wind Speed (RXW-WCF 21401800:21206910-1), m/s, RX3000_BRW5","Wind Direction (RXW-WCF 21401800:21206910-3), *, RX3000_BRW5","Wind Speed (RXW-WCF 21401800:21398719-1), m/s, RX3000_BRW5","Wind Direction (RXW-WCF 21401800:21398719-3), *, RX3000_BRW5","Wind Speed (RXW-WCF 21401800:21398724-1), m/s, RX3000_BRW5","Wind Direction (RXW-WCF 21401800:21398724-3), *, RX3000_BRW5","Wind Speed (RXW-WCF 21401800:21398729-1), m/s, RX3000_BRW5","Wind Direction (RXW-WCF 21401800:21398729-3), *, RX3000_BRW5","Wind Direction (RXW-WCF 21401800:21398733-3), *, RX3000_BRW5","Wind Direction (S-WDA 21401800:21350825-1), *, RX3000_BRW5","Wind Speed (S-WSB 21401800:21350894-1), m/s, RX3000_BRW5","Wind Speed (RXW-WCF 21401800:21398733-1), m/s, RX3000_BRW5","Wind Direction (S-WDA 21401803:21350855-1), *, RX3000_BRW6","Wind Speed (S-WSB 21401803:21350915-1), m/s, RX3000_BRW6"
6306,08/30/22 14:30:00,219,0.0,,,0.0,110,0.0,101,0.3,336,0.0,292,0.0,114,254,0.0,,,,,,,,,,,,,164,0.5
6307,08/30/22 15:00:00,219,0.0,,,0.0,108,0.0,102,0.0,347,0.0,292,0.0,114,232,0.0,,,,,,,,,,,,,166,0.5
6308,08/30/22 15:30:00,219,0.0,,,0.0,107,0.3,104,0.0,8,0.0,292,0.0,114,279,0.0,,,,,,,,,,,,,188,1.0
6309,08/30/22 16:00:00,225,0.0,,,0.0,107,0.0,110,0.3,352,0.0,292,0.0,114,271,0.0,,,,,,,,,,,,,174,1.0
6310,08/30/22 16:30:00,222,0.5,,,0.0,117,0.0,111,0.3,347,0.0,292,0.0,114,319,0.0,,,,,,,,,,,,,181,1.5
6311,08/30/22 17:00:00,226,0.0,,,0.0,358,0.3,114,0.3,358,0.0,291,0.0,114,37,0.0,,,,,,,,,,,,,187,1.5
6312,08/30/22 17:30:00,229,0.0,,,0.0,299,0.3,110,0.7,3,0.0,291,0.0,112,25,0.0,,,,,,,,,,,,,180,1.5
6313,08/30/22 18:00:00,232,0.5,,,0.3,302,0.7,111,0.7,357,0.0,289,0.0,112,34,0.5,,,,,,,,,,,,,195,2.0
6314,08/30/22 18:30:00,264,0.0,,,0.3,298,0.7,117,0.7,13,0.0,289,0.0,114,24,0.0,,,,,,,,,,,,,190,2.5
6315,08/30/22 19:00:00,241,0.5,,,0.0,303,0.7,115,0.7,358,0.0,289,0.0,117,22,0.0,,,,,,,,,,,,,184,3.0
6316,08/30/22 19:30:00,230,1.0,,,0.3,295,1.0,112,1.0,1,0.0,288,0.0,100,296,0.0,,,,,,,,,,,,,181,2.5
6317,08/30/22 20:00:00,216,1.0,,,0.0,117,0.0,98,0.7,329,0.0,286,0.0,102,272,0.0,,,,,,,,,,,,,170,2.0
6318,08/30/22 20:30:00,258,0.0,,,0.0,321,0.7,112,0.3,13,0.0,288,0.0,129,285,0.0,,,,,,,,,,,,,157,1.5
6319,08/30/22 21:00:00,218,0.5,,,0.3,279,0.3,108,0.7,320,0.0,288,0.0,117,270,0.0,,,,,,,,,,,,,154,2.0
6320,08/30/22 21:30:00,212,1.0,,,0.7,121,0.0,139,1.0,302,0.0,286,0.0,118,265,0.0,,,,,,,,,,,,,159,2.5
6321,08/30/22 22:00:00,211,1.5,,,0.7,121,0.0,126,1.3,296,0.0,285,0.0,167,274,0.5,,,,,,,,,,,,,146,3.5
6322,08/30/22 22:30:00,211,1.5,,,0.7,122,0.3,115,1.3,292,0.0,282,0.0,163,272,0.5,,,,,,,,,,,,,152,3.5
6323,08/30/22 23:00:00,212,2.5,,,0.7,121,0.3,126,1.3,298,0.0,281,0.0,150,278,1.0,,,,,,,,,,,,,150,4.0
6324,08/30/22 23:30:00,212,2.5,,,1.0,121,0.3,125,1.7,300,0.0,282,0.3,173,281,1.0,,,,,,,,,,,,,153,4.5
6325,08/31/22 00:00:00,212,3.0,,,1.0,121,0.3,129,1.7,300,0.0,284,0.3,140,275,1.0,,,,,,,,,,,,,153,4.5
6326,08/31/22 00:30:00,216,2.5,,,0.7,121,0.3,126,1.7,307,0.0,286,0.3,154,278,1.0,,,,,,,,,,,,,156,4.5
6327,08/31/22 01:00:00,219,2.5,,,0.7,121,0.3,128,1.7,327,0.0,286,0.3,121,277,1.0,,,,,,,,,,,,,157,4.5
6328,08/31/22 01:30:00,218,2.5,,,0.7,121,0.3,135,1.7,314,0.0,288,0.3,125,277,1.0,,,,,,,,,,,,,156,4.5
6329,08/31/22 02:00:00,216,3.0,,,0.7,115,0.3,128,1.7,317,0.0,288,0.3,115,268,1.0,,,,,,,,,,,,,154,4.5
6330,08/31/22 02:30:00,216,2.5,,,0.7,118,0.3,126,1.7,314,0.0,291,0.3,128,272,1.0,,,,,,,,,,,,,159,4.5
6331,08/31/22 03:00:00,218,2.5,,,0.7,114,0.3,124,1.7,317,0.0,291,0.3,105,281,1.0,,,,,,,,,,,,,159,4.0
6332,08/31/22 03:30:00,218,2.5,,,0.3,119,0.3,117,1.3,320,0.0,292,0.3,100,274,0.5,,,,,,,,,,,,,161,3.5
6333,08/31/22 04:00:00,222,2.0,,,0.3,121,0.3,110,1.3,337,0.0,295,0.3,114,279,0.5,,,,,,,,,,,,,171,3.5
6334,08/31/22 04:30:00,225,2.0,,,0.3,240,0.3,114,1.3,347,0.0,296,0.3,119,282,0.5,,,,,,,,,,,,,174,3.5
6335,08/31/22 05:00:00,225,2.0,,,0.3,110,0.3,114,1.3,347,0.0,298,0.3,107,278,0.5,,,,,,,,,,,,,168,4.0
6336,08/31/22 05:30:00,225,2.0,,,0.0,125,0.3,117,1.7,347,0.0,298,0.3,112,272,0.5,,,,,,,,,,,,,174,4.0
6337,08/31/22 06:00:00,223,2.5,,,0.3,258,0.3,117,1.7,340,0.0,296,0.3,111,279,0.5,,,,,,,,,,,,,166,4.0
6338,08/31/22 06:30:00,225,2.0,,,0.3,115,0.3,114,1.7,344,0.0,296,0.3,98,288,1.0,,,,,,,,,,,,,168,4.5
6339,08/31/22 07:00:00,225,2.5,,,0.3,160,0.3,118,2.0,344,0.0,295,0.3,117,272,1.0,,,,,,,,,,,,,168,4.5
6340,08/31/22 07:30:00,223,2.5,,,0.3,171,0.3,115,1.7,345,0.0,295,0.3,102,282,1.0,,,,,,,,,,,,,171,4.5
6341,08/31/22 08:00:00,226,2.0,,,0.3,292,0.3,110,1.7,348,0.0,295,0.3,107,272,0.5,,,,,,,,,,,,,171,4.0
6342,08/31/22 08:30:00,225,3.0,,,0.3,204,0.3,119,2.0,348,0.0,295,0.3,107,288,0.5,,,,,,,,,,,,,171,4.0
6343,08/31/22 09:00:00,225,2.5,,,0.3,173,0.3,122,2.0,347,0.0,295,0.3,108,274,0.5,,,,,,,,,,,,,171,4.0
6344,08/31/22 09:30:00,226,2.5,,,0.3,293,0.7,124,2.0,351,0.0,293,0.3,105,285,1.0,,,,,,,,,,,,,174,4.5
6345,08/31/22 10:00:00,227,2.5,,,0.7,298,1.0,124,2.0,357,0.0,293,0.3,112,277,1.0,,,,,,,,,,,,,174,4.5
6346,08/31/22 10:30:00,225,2.5,,,0.3,288,0.3,122,1.7,348,0.0,293,0.3,107,271,1.0,,,,,,,,,,,,,170,4.0
6347,08/31/22 11:00:00,223,2.5,,,0.3,108,0.3,125,1.7,340,0.0,293,0.3,108,275,1.0,,,,,,,,,,,,,163,4.0
6348,08/31/22 11:30:00,219,2.0,,,0.7,115,0.3,124,1.3,317,0.0,293,0.0,102,271,0.5,,,,,,,,,,,,,157,4.0
6349,08/31/22 12:00:00,218,2.5,,,0.7,112,0.3,133,1.3,320,0.0,293,0.3,98,284,0.5,,,,,,,,,,,,,157,4.0
6350,08/31/22 12:30:00,222,1.5,,,0.0,128,0.3,114,1.3,338,0.0,293,0.3,101,275,0.5,,,,,,,,,,,,,161,3.5
6351,08/31/22 13:00:00,222,2.0,,,0.3,117,0.3,119,1.3,337,0.0,292,0.3,86,263,0.5,,,,,,,,,,,,,160,4.0
6352,08/31/22 13:30:00,219,2.5,,,0.7,114,0.3,126,1.3,320,0.0,292,0.3,107,272,0.5,,,,,,,,,,,,,156,4.0
6353,08/31/22 14:00:00,216,2.5,,,0.7,114,0.3,132,1.3,314,0.0,292,0.3,115,270,1.0,,,,,,,,,,,,,154,4.0
6354,08/31/22 14:30:00,215,3.0,,,0.7,115,0.3,129,1.7,307,0.0,291,0.3,135,275,1.0,,,,,,,,,,,,,153,4.5
6355,08/31/22 15:00:00,220,2.5,,,0.7,114,0.3,121,1.3,326,0.0,291,0.0,122,272,1.0,,,,,,,,,,,,,156,4.5
6356,08/31/22 15:30:00,218,2.5,,,0.7,115,0.3,125,1.3,319,0.0,291,0.0,125,267,1.0,,,,,,,,,,,,,154,4.5
6357,08/31/22 16:00:00,219,2.5,,,0.7,115,0.3,128,1.7,323,0.0,291,0.3,93,274,1.0,,,,,,,,,,,,,156,4.5
6358,08/31/22 16:30:00,215,3.0,,,1.0,118,0.3,119,1.7,305,0.0,289,0.3,146,274,1.0,,,,,,,,,,,,,150,4.5
6359,08/31/22 17:00:00,215,3.5,,,1.3,119,0.7,140,2.3,303,0.0,289,0.3,226,278,1.5,,,,,,,,,,,,,146,5.0
6360,08/31/22 17:30:00,213,4.0,,,1.3,119,0.7,138,2.3,302,0.0,288,0.3,211,277,1.5,,,,,,,,,,,,,149,5.5
6361,08/31/22 18:00:00,215,4.5,,,1.3,118,0.7,139,2.7,305,0.0,288,0.3,216,279,1.5,,,,,,,,,,,,,152,5.5
6362,08/31/22 18:30:00,215,4.0,,,1.7,118,0.7,135,2.7,303,0.0,285,0.3,218,278,1.5,,,,,,,,,,,,,147,6.0
6363,08/31/22 19:00:00,215,4.5,,,1.7,119,0.7,135,2.7,300,0.0,284,0.3,240,279,2.0,,,,,,,,,,,,,147,6.0
6364,08/31/22 19:30:00,211,3.5,,,2.3,124,0.7,128,3.0,291,0.0,282,0.7,237,282,2.0,,,,,,,,,,,,,145,6.5
6365,08/31/22 20:00:00,213,4.5,,,1.7,119,0.7,138,3.0,299,0.0,279,0.3,223,277,2.0,,,,,,,,,,,,,146,7.0
6366,08/31/22 20:30:00,216,5.0,,,1.7,117,1.0,143,3.0,310,0.0,278,0.7,197,275,2.5,,,,,,,,,,,,,152,7.0
6367,08/31/22 21:00:00,215,5.5,,,1.7,118,1.0,136,3.4,306,0.0,277,0.7,285,278,2.5,,,,,,,,,,,,,150,7.5
6368,08/31/22 21:30:00,215,5.0,,,1.7,118,1.0,132,3.0,307,0.0,274,0.7,226,277,2.5,,,,,,,,,,,,,150,7.5
6369,08/31/22 22:00:00,215,4.5,,,1.7,118,0.7,136,3.0,306,0.0,275,0.7,263,278,2.0,,,,,,,,,,,,,147,7.0
6370,08/31/22 22:30:00,215,5.0,,,1.7,117,1.0,142,3.0,307,0.0,277,0.7,254,279,2.5,,,,,,,,,,,,,150,7.0
6371,08/31/22 23:00:00,215,5.5,,,1.7,115,1.0,149,3.4,307,0.0,277,0.3,233,278,2.0,,,,,,,,,,,,,153,7.5
6372,08/31/22 23:30:00,216,5.0,,,1.7,115,1.0,146,3.0,314,0.0,279,0.7,81,274,2.0,,,,,,,,,,,,,156,7.5
6373,09/01/22 00:00:00,218,5.5,,,1.7,117,1.0,143,3.0,314,0.0,281,0.7,98,275,2.0,,,,,,,,,,,,,154,7.0
6374,09/01/22 00:30:00,218,5.0,,,1.7,115,1.0,149,3.0,316,0.0,279,0.7,104,277,2.5,,,,,,,,,,,,,154,7.0
6375,09/01/22 01:00:00,215,5.0,,,1.7,117,1.0,149,3.4,305,0.0,277,0.7,83,274,2.5,,,,,,,,,,,,,152,7.5
6376,09/01/22 01:30:00,216,5.5,,,1.7,114,1.0,140,3.4,307,0.0,279,0.7,338,277,2.0,,,,,,,,,,,,,152,7.5
6377,09/01/22 02:00:00,215,5.5,,,2.0,118,1.0,145,3.4,303,0.0,285,0.7,264,277,2.0,,,,,,,,,,,,,150,7.5
6378,09/01/22 02:30:00,215,5.5,,,1.7,119,1.0,145,3.4,302,0.0,288,0.7,94,271,2.0,,,,,,,,,,,,,152,7.5
6379,09/01/22 03:00:00,215,5.0,,,1.7,117,0.7,145,3.4,305,0.0,289,0.7,83,275,2.0,,,,,,,,,,,,,150,7.5
6380,09/01/22 03:30:00,216,4.5,,,1.3,117,0.7,143,2.7,310,0.0,291,0.7,302,278,2.0,,,,,,,,,,,,,152,7.5
6381,09/01/22 04:00:00,215,5.0,,,1.7,118,1.0,145,3.0,307,0.0,289,0.3,100,275,2.0,,,,,,,,,,,,,152,7.5
6382,09/01/22 04:30:00,215,5.0,,,1.7,118,1.0,152,3.0,306,0.0,289,0.3,124,277,2.0,,,,,,,,,,,,,152,7.0
6383,09/01/22 05:00:00,215,4.5,,,1.3,115,0.7,146,2.7,303,0.0,292,0.3,333,277,1.5,,,,,,,,,,,,,154,6.5
6384,09/01/22 05:30:00,216,4.5,,,1.3,117,1.0,153,2.7,312,0.0,293,0.3,87,271,2.0,,,,,,,,,,,,,152,7.0
6385,09/01/22 06:00:00,215,4.5,,,1.3,117,0.7,145,2.7,306,0.0,293,0.3,260,275,2.0,,,,,,,,,,,,,149,6.5
6386,09/01/22 06:30:00,215,4.5,,,1.3,118,0.7,145,2.7,300,0.0,293,0.3,220,277,1.5,,,,,,,,,,,,,152,6.0
6387,09/01/22 07:00:00,215,4.5,,,1.3,117,0.7,139,2.7,302,0.0,295,0.3,307,277,1.5,,,,,,,,,,,,,149,6.0
6388,09/01/22 07:30:00,212,5.0,,,1.7,121,0.7,131,3.0,300,0.0,296,0.3,254,282,1.5,,,,,,,,,,,,,149,6.0
6389,09/01/22 08:00:00,213,4.5,,,1.3,121,0.7,139,2.7,303,0.0,296,0.3,270,279,1.5,,,,,,,,,,,,,149,6.5
6390,09/01/22 08:30:00,213,4.5,,,1.7,121,0.7,133,2.7,302,0.0,295,0.3,295,279,2.0,,,,,,,,,,,,,149,6.5
6391,09/01/22 09:00:00,216,4.5,,,1.3,114,0.7,138,2.7,310,0.0,296,0.3,77,274,2.0,,,,,,,,,,,,,154,6.0
6392,09/01/22 09:30:00,215,4.5,,,1.7,118,0.7,135,2.7,303,0.0,296,0.3,320,275,1.5,,,,,,,,,,,,,150,6.0
6393,09/01/22 10:00:00,213,4.5,,,1.7,121,0.7,132,2.7,299,0.0,295,0.3,254,279,1.5,,,,,,,,,,,,,147,6.0
6394,09/01/22 10:30:00,213,4.5,,,1.7,121,0.7,128,2.7,300,0.0,295,0.7,244,282,2.0,,,,,,,,,,,,,146,6.5
6395,09/01/22 11:00:00,212,4.5,,,1.7,122,0.7,136,2.7,298,0.0,295,0.3,250,281,1.5,,,,,,,,,,,,,146,6.0
6396,09/01/22 11:30:00,212,4.0,,,1.7,122,0.7,129,2.7,295,0.0,295,0.7,236,284,1.5,,,,,,,,,,,,,145,6.0
6397,09/01/22 12:00:00,212,3.5,,,2.0,125,0.7,126,2.7,293,0.0,295,0.7,246,291,1.5,,,,,,,,,,,,,143,6.0
6398,09/01/22 12:30:00,211,3.5,,,2.0,124,0.7,126,2.7,291,0.0,295,0.7,240,286,2.0,,,,,,,,,,,,,143,6.5
6399,09/01/22 13:00:00,213,4.0,,,1.7,124,0.7,131,2.3,299,0.0,295,0.7,241,288,1.5,,,,,,,,,,,,,143,6.5
6400,09/01/22 13:30:00,209,3.0,,,2.7,125,0.7,128,3.0,282,0.0,293,0.7,236,282,2.0,,,,,,,,,,,,,138,6.5
6401,09/01/22 14:00:00,212,3.5,,,2.3,125,0.7,125,2.7,289,0.0,293,0.7,236,292,2.0,,,,,,,,,,,,,142,6.0
6402,09/01/22 14:30:00,211,3.5,,,2.3,125,0.7,126,3.0,289,0.0,295,0.7,240,279,2.0,,,,,,,,,,,,,140,6.0
6403,09/01/22 15:00:00,212,4.0,,,2.3,125,0.7,126,2.7,292,0.0,295,0.7,246,286,1.5,,,,,,,,,,,,,142,6.0
6404,09/01/22 15:30:00,211,3.5,,,2.3,124,0.7,126,2.7,288,0.0,295,0.7,232,286,2.0,,,,,,,,,,,,,140,6.0
6405,09/01/22 16:00:00,209,3.5,,,2.0,124,0.7,128,2.7,289,0.0,295,0.3,230,279,2.0,,,,,,,,,,,,,140,6.0
6406,09/01/22 16:30:00,211,3.0,,,2.3,125,0.7,128,3.0,284,0.0,295,0.7,239,289,2.0,,,,,,,,,,,,,140,6.0
6407,09/01/22 17:00:00,209,3.0,,,2.7,125,0.7,126,3.0,281,0.0,293,0.7,236,288,2.0,,,,,,,,,,,,,139,6.0
6408,09/01/22 17:30:00,209,2.0,,,3.0,126,0.3,125,3.4,275,0.0,292,0.7,226,284,2.0,,,,,,,,,,,,,136,6.0
6409,09/01/22 18:00:00,209,2.0,,,3.0,125,0.3,126,3.0,274,0.0,292,0.7,223,288,2.0,,,,,,,,,,,,,136,6.0
6410,09/01/22 18:30:00,209,2.5,,,3.0,125,0.7,125,3.0,277,0.0,291,0.7,239,288,1.5,,,,,,,,,,,,,138,6.0
6411,09/01/22 19:00:00,212,1.5,,,3.4,124,0.3,126,3.4,271,0.0,291,0.7,232,253,2.0,,,,,,,,,,,,,135,6.0
6412,09/01/22 19:30:00,212,2.0,,,3.4,125,0.3,128,3.4,271,0.0,291,0.7,226,274,2.0,,,,,,,,,,,,,135,6.5
6413,09/01/22 20:00:00,209,2.0,,,3.4,125,0.7,126,3.4,272,0.0,291,0.7,223,281,2.0,,,,,,,,,,,,,135,6.0
6414,09/01/22 20:30:00,209,2.0,,,3.4,125,0.3,126,3.4,270,0.0,313,0.7,213,257,2.0,,,,,,,,,,,,,135,6.5
6415,09/01/22 21:00:00,209,1.5,,,3.4,125,0.7,128,3.7,268,0.0,291,0.7,218,277,2.0,,,,,,,,,,,,,133,6.0
6416,09/01/22 21:30:00,213,2.0,,,3.4,124,0.7,131,3.4,270,0.0,289,0.7,218,278,2.5,,,,,,,,,,,,,135,6.0
6417,09/01/22 22:00:00,226,1.5,,,3.7,124,0.3,140,4.0,263,0.0,291,0.7,216,282,2.5,,,,,,,,,,,,,135,6.0
6418,09/01/22 22:30:00,213,1.5,,,3.4,124,0.3,139,3.4,267,0.0,291,0.7,216,284,2.0,,,,,,,,,,,,,132,6.0
6419,09/01/22 23:00:00,220,1.5,,,3.7,124,0.3,139,3.4,263,0.0,292,0.7,215,274,2.0,,,,,,,,,,,,,132,6.0
6420,09/01/22 23:30:00,211,1.5,,,3.4,125,0.3,132,3.4,270,0.0,292,0.7,213,264,2.0,,,,,,,,,,,,,133,6.0
6421,09/02/22 00:00:00,225,1.0,,,3.4,124,0.3,136,3.4,263,0.0,292,0.7,208,261,2.0,,,,,,,,,,,,,133,6.0
6422,09/02/22 00:30:00,215,1.5,,,3.0,124,0.3,131,3.0,270,0.0,292,0.7,212,284,2.0,,,,,,,,,,,,,133,5.5
6423,09/02/22 01:00:00,212,1.0,,,3.0,125,0.3,133,3.0,265,0.0,291,0.7,209,265,1.5,,,,,,,,,,,,,132,5.5
6424,09/02/22 01:30:00,220,1.0,,,3.4,124,0.3,131,3.4,267,0.0,292,0.7,204,240,2.0,,,,,,,,,,,,,132,5.5
6425,09/02/22 02:00:00,347,1.0,,,4.0,124,0.3,139,3.7,256,0.0,292,0.7,197,220,2.0,,,,,,,,,,,,,128,6.0
6426,09/02/22 02:30:00,3,1.0,,,4.0,122,0.3,145,3.7,253,0.0,292,0.7,195,225,2.5,,,,,,,,,,,,,124,6.0
6427,09/02/22 03:00:00,282,1.5,,,4.0,124,0.3,139,3.4,257,0.0,292,0.7,202,223,2.0,,,,,,,,,,,,,126,6.0
6428,09/02/22 03:30:00,230,1.0,,,3.4,125,0.3,132,3.4,264,0.0,291,0.7,204,260,2.0,,,,,,,,,,,,,132,5.5
6429,09/02/22 04:00:00,220,1.0,,,3.4,124,0.3,131,3.0,263,0.0,291,0.7,209,256,2.0,,,,,,,,,,,,,129,5.0
6430,09/02/22 04:30:00,285,1.0,,,3.4,124,0.3,138,3.0,258,0.0,292,0.3,201,232,2.0,,,,,,,,,,,,,125,5.5
6431,09/02/22 05:00:00,3,1.0,,,4.0,124,0.3,139,3.0,246,0.0,292,0.3,190,216,2.0,,,,,,,,,,,,,119,5.5
6432,09/02/22 05:30:00,3,1.0,,,4.0,122,0.3,140,2.7,236,0.0,291,0.3,180,154,1.5,,,,,,,,,,,,,115,5.5
6433,09/02/22 06:00:00,3,1.0,,,4.0,122,0.3,139,2.3,233,0.0,291,0.3,173,147,1.0,,,,,,,,,,,,,114,5.0
6434,09/02/22 06:30:00,3,1.0,,,4.0,121,0.3,129,2.0,227,0.0,291,0.7,171,147,1.5,,,,,,,,,,,,,112,5.0
6435,09/02/22 07:00:00,1,1.0,,,4.0,122,0.3,139,2.3,234,0.0,291,0.3,170,150,1.0,,,,,,,,,,,,,115,4.5
6436,09/02/22 07:30:00,3,0.5,,,3.7,122,0.3,131,2.0,232,0.0,291,0.3,171,153,1.0,,,,,,,,,,,,,114,4.0
6437,09/02/22 08:00:00,4,0.5,,,3.7,122,0.3,132,2.0,230,0.0,291,0.3,171,133,1.0,,,,,,,,,,,,,114,4.0
6438,09/02/22 08:30:00,355,0.5,,,3.4,122,0.3,125,1.7,230,0.0,291,0.3,173,147,0.5,,,,,,,,,,,,,112,3.5
6439,09/02/22 09:00:00,1,0.5,,,3.0,122,0.3,133,1.7,232,0.0,292,0.3,170,147,0.5,,,,,,,,,,,,,112,3.5
6440,09/02/22 09:30:00,0,0.5,,,3.7,121,0.3,122,1.7,226,0.0,292,0.3,173,157,1.0,,,,,,,,,,,,,108,4.0
6441,09/02/22 10:00:00,344,0.5,,,3.7,121,0.3,110,1.7,220,0.0,291,0.7,160,98,1.0,,,,,,,,,,,,,107,4.0
6442,09/02/22 10:30:00,358,0.5,,,3.4,121,0.3,122,1.7,226,0.0,289,0.3,170,138,1.0,,,,,,,,,,,,,108,4.0
6443,09/02/22 11:00:00,351,0.5,,,3.4,121,0.3,122,1.3,226,0.0,288,0.3,166,133,1.0,,,,,,,,,,,,,107,3.5
6444,09/02/22 11:30:00,1,0.5,,,3.0,121,0.3,135,1.7,233,0.0,291,0.3,171,133,0.5,,,,,,,,,,,,,107,3.5
6445,09/02/22 12:00:00,355,0.0,,,2.7,121,0.3,135,1.3,230,0.0,291,0.0,174,133,0.5,,,,,,,,,,,,,107,3.0
6446,09/02/22 12:30:00,337,0.0,,,2.7,121,0.3,114,1.0,223,0.0,291,0.3,168,125,0.5,,,,,,,,,,,,,102,3.0
6447,09/02/22 13:00:00,326,0.0,,,3.0,119,0.3,102,1.0,219,0.0,291,0.3,161,63,0.5,,,,,,,,,,,,,94,3.0
6448,09/02/22 13:30:00,330,0.0,,,3.0,119,0.3,98,1.3,220,0.0,291,0.3,161,70,0.5,,,,,,,,,,,,,93,3.5
6449,09/02/22 14:00:00,307,0.0,,,2.7,117,0.3,95,0.7,219,0.0,291,0.7,159,31,0.5,,,,,,,,,,,,,87,3.0
6450,09/02/22 14:30:00,314,0.0,,,3.0,119,0.3,107,1.0,219,0.0,291,0.7,160,3,0.5,,,,,,,,,,,,,84,3.0
6451,09/02/22 15:00:00,306,0.0,,,2.7,118,0.3,105,0.7,219,0.0,291,0.7,157,22,0.5,,,,,,,,,,,,,88,3.0
6452,09/02/22 15:30:00,314,0.0,,,2.7,118,0.3,104,0.7,219,0.0,289,0.7,161,34,0.5,,,,,,,,,,,,,88,3.0
6453,09/02/22 16:00:00,307,0.0,,,2.3,118,0.3,105,0.3,220,0.0,289,0.3,160,49,0.5,,,,,,,,,,,,,88,2.5
6454,09/02/22 16:30:00,327,0.0,,,2.3,119,0.0,115,0.7,223,0.0,291,0.3,167,100,0.5,,,,,,,,,,,,,91,2.5
6455,09/02/22 17:00:00,347,0.0,,,2.3,121,0.0,139,1.3,234,0.0,289,0.0,173,142,0.5,,,,,,,,,,,,,93,3.0
6456,09/02/22 17:30:00,326,0.0,,,1.7,119,0.0,143,0.3,223,0.0,289,0.3,167,72,0.0,,,,,,,,,,,,,84,2.5
6457,09/02/22 18:00:00,333,0.0,,,1.7,119,0.0,126,0.3,226,0.0,289,0.0,167,143,0.0,,,,,,,,,,,,,88,2.0
6458,09/02/22 18:30:00,307,0.0,,,1.3,114,0.0,72,0.0,223,0.0,288,0.3,163,63,0.0,,,,,,,,,,,,,86,2.5
6459,09/02/22 19:00:00,302,0.0,,,1.0,112,0.0,65,0.0,233,0.0,284,0.3,149,69,0.0,,,,,,,,,,,,,76,1.5
6460,09/02/22 19:30:00,302,0.0,,,1.0,110,0.0,48,0.0,240,0.0,279,0.3,129,67,0.0,,,,,,,,,,,,,81,1.5
6461,09/02/22 20:00:00,300,0.0,,,1.0,112,0.0,80,0.0,237,0.0,278,0.3,136,69,0.0,,,,,,,,,,,,,66,2.0
6462,09/02/22 20:30:00,300,0.0,,,1.0,111,0.0,87,0.0,247,0.0,272,0.3,139,55,0.0,,,,,,,,,,,,,74,2.0
6463,09/02/22 21:00:00,300,0.0,,,1.0,111,0.0,91,0.0,241,0.0,270,0.3,156,53,0.0,,,,,,,,,,,,,74,1.5
6464,09/02/22 21:30:00,299,0.0,,,1.0,112,0.0,91,0.0,232,0.0,268,0.3,135,86,0.0,,,,,,,,,,,,,81,1.0
6465,09/02/22 22:00:00,300,0.0,,,0.7,100,0.0,80,0.0,230,0.0,268,0.3,133,56,0.0,,,,,,,,,,,,,70,1.5
6466,09/02/22 22:30:00,300,0.0,,,0.7,101,0.0,65,0.0,227,0.0,268,0.3,140,65,0.0,,,,,,,,,,,,,73,1.5
6467,09/02/22 23:00:00,302,0.0,,,1.0,105,0.0,81,0.0,241,0.0,270,0.3,145,53,0.0,,,,,,,,,,,,,73,2.0
6468,09/02/22 23:30:00,302,0.0,,,1.3,114,0.0,93,0.0,239,0.0,277,0.3,138,52,0.0,,,,,,,,,,,,,73,2.0
6469,09/03/22 00:00:00,284,0.0,,,1.0,108,0.0,100,0.0,227,0.0,278,0.3,146,45,0.0,,,,,,,,,,,,,77,2.0
6470,09/03/22 00:30:00,292,0.0,,,1.3,114,0.0,97,0.0,236,0.0,278,0.3,147,60,0.0,,,,,,,,,,,,,70,2.0
6471,09/03/22 01:00:00,305,0.0,,,1.0,112,0.0,101,0.0,232,0.0,275,0.3,139,81,0.0,,,,,,,,,,,,,76,2.0
6472,09/03/22 01:30:00,293,0.0,,,1.3,115,0.0,95,0.0,227,0.0,275,0.3,143,80,0.0,,,,,,,,,,,,,79,1.5
